"year","age","racehisp","degree","eqwlth","conlegis"
2014,58,"Hispanic","High School",5,"Hardly Any"
2014,50,"White","High School",4,"Hardly Any"
2014,55,"White","Graduate",1,"Hardly Any"
2014,43,"White","Junior College",3,"Hardly Any"
2014,31,"White","High School",7,"Hardly Any"
2014,30,"White","High School",4,"Hardly Any"
2014,42,"Hispanic","Less Than High School",NA,NA
2014,25,"Hispanic","Less Than High School",7,"Only Some"
2014,59,"White","Less Than High School",NA,NA
2014,80,"White","Less Than High School",NA,NA
2014,58,"White","High School",4,"Hardly Any"
2014,40,"White","Less Than High School",1,"Hardly Any"
2014,78,"White","Graduate",NA,NA
2014,78,"White","High School",5,"Hardly Any"
2014,46,"White","Graduate",1,"Hardly Any"
2014,43,"White","Junior College",4,"Only Some"
2014,81,"White","Bachelor",NA,NA
2014,63,"Black","Bachelor",NA,NA
2014,48,"Black","High School",3,"Hardly Any"
2014,48,"Hispanic","High School",NA,NA
2014,57,"Black","High School",7,"Hardly Any"
2014,29,"Hispanic","High School",NA,NA
2014,30,"Hispanic","High School",3,"Only Some"
2014,29,"Black","Bachelor",4,"Hardly Any"
2014,50,"Black","Junior College",NA,NA
2014,61,"Hispanic","Less Than High School",1,"Only Some"
2014,30,"Hispanic","High School",5,"Only Some"
2014,32,"Hispanic","Graduate",NA,NA
2014,18,"White","Less Than High School",3,"A Great Deal"
2014,85,"White","Graduate",NA,NA
2014,51,"White","High School",4,"Hardly Any"
2014,26,"White","High School",NA,NA
2014,38,"White","Bachelor",7,"Only Some"
2014,39,"Hispanic","Less Than High School",7,"Only Some"
2014,20,"Hispanic","High School",NA,NA
2014,39,"White","High School",NA,NA
2014,57,"White","High School",NA,NA
2014,87,"White","High School",NA,NA
2014,81,"White","Less Than High School",5,"Hardly Any"
2014,31,"White","High School",3,"Only Some"
2014,61,"White","Bachelor",5,"Hardly Any"
2014,31,"White","High School",4,"Only Some"
2014,61,"Hispanic","High School",4,"Hardly Any"
2014,39,"White","High School",3,"A Great Deal"
2014,84,"White","Bachelor",7,"Hardly Any"
2014,54,"White","Bachelor",NA,NA
2014,26,"Hispanic","High School",2,"Only Some"
2014,84,"White","Graduate",NA,NA
2014,60,"Black","Bachelor",2,"Hardly Any"
2014,43,"White","Bachelor",4,"Only Some"
2014,65,"White","Bachelor",NA,NA
2014,34,"Black","Graduate",NA,NA
2014,78,"White","Less Than High School",1,"Only Some"
2014,85,"White","High School",7,"Hardly Any"
2014,73,"Hispanic","Less Than High School",1,"Hardly Any"
2014,25,"White","High School",NA,NA
2014,30,"White","Graduate",5,"Hardly Any"
2014,46,"Black","High School",5,"Only Some"
2014,28,"Black","High School",3,"Only Some"
2014,40,"Black","High School",1,"Only Some"
2014,25,"Black","High School",1,"Hardly Any"
2014,55,"Hispanic","Bachelor",NA,NA
2014,19,"Hispanic","Less Than High School",6,"A Great Deal"
2014,31,"Hispanic","Less Than High School",2,"A Great Deal"
2014,33,"Hispanic","High School",4,"Hardly Any"
2014,27,"White","Bachelor",2,"Hardly Any"
2014,62,"White","Bachelor",7,"Hardly Any"
2014,70,"White","Graduate",1,"Hardly Any"
2014,58,"White","Bachelor",5,"Hardly Any"
2014,54,"Other","Junior College",4,"Only Some"
2014,50,"Hispanic","High School",1,"Hardly Any"
2014,36,"Hispanic","High School",NA,NA
2014,34,"Hispanic","High School",4,"Only Some"
2014,19,"Hispanic","High School",NA,NA
2014,39,"Hispanic","High School",NA,"Only Some"
2014,66,"Hispanic","High School",NA,NA
2014,73,"White","Graduate",2,"Hardly Any"
2014,53,"White","High School",1,"Hardly Any"
2014,41,"Hispanic","Bachelor",4,"Hardly Any"
2014,35,"Black","Bachelor",1,"Hardly Any"
2014,23,"White","Junior College",1,"Only Some"
2014,74,"White","Less Than High School",1,"Only Some"
2014,36,"Hispanic","Less Than High School",3,"Only Some"
2014,23,"Black","High School",NA,NA
2014,64,"White","Graduate",NA,NA
2014,39,"Other","High School",2,"Hardly Any"
2014,82,"White","Graduate",1,"Hardly Any"
2014,50,"White","Bachelor",2,"Hardly Any"
2014,74,"White","Bachelor",NA,NA
2014,45,"White","Bachelor",NA,NA
2014,47,"White","Less Than High School",3,"Hardly Any"
2014,69,"White","High School",NA,NA
2014,36,"White","High School",5,"Hardly Any"
2014,38,"White","High School",5,"Only Some"
2014,42,"White","Graduate",1,"Only Some"
2014,70,"White","Graduate",6,"Hardly Any"
2014,70,"White","Bachelor",5,"Hardly Any"
2014,53,"White","High School",NA,NA
2014,65,"White","High School",1,"Hardly Any"
2014,29,"White","Bachelor",NA,NA
2014,28,"Other","High School",3,"Only Some"
2014,63,"White","High School",6,"Only Some"
2014,35,"White","High School",1,"Hardly Any"
2014,35,"White","Less Than High School",NA,NA
2014,50,"White","Graduate",3,"Hardly Any"
2014,57,"White","High School",3,"Hardly Any"
2014,40,"White","High School",NA,NA
2014,32,"White","High School",3,"Only Some"
2014,30,"White","Bachelor",5,"Hardly Any"
2014,30,"White","Bachelor",4,"Hardly Any"
2014,49,"White","Bachelor",NA,NA
2014,58,"White","High School",2,"Hardly Any"
2014,24,"White","Bachelor",4,"Only Some"
2014,49,"White","Bachelor",NA,NA
2014,66,"White","High School",1,"Hardly Any"
2014,43,"White","Bachelor",5,"Only Some"
2014,67,"Other","Graduate",5,"Only Some"
2014,69,"White","Bachelor",7,"Hardly Any"
2014,65,"White","High School",2,"Only Some"
2014,52,"White","High School",NA,NA
2014,63,"White","Bachelor",7,"Hardly Any"
2014,60,"White","High School",NA,NA
2014,20,"White","High School",4,"Only Some"
2014,49,"White","Bachelor",3,"Hardly Any"
2014,36,"White","Graduate",NA,NA
2014,23,"Hispanic","High School",NA,NA
2014,19,"White","Less Than High School",7,"Only Some"
2014,57,"White","Graduate",NA,NA
2014,33,"Hispanic","Less Than High School",1,"Hardly Any"
2014,39,"Hispanic","Less Than High School",1,"Only Some"
2014,33,"Hispanic","High School",NA,NA
2014,38,"Black","Junior College",4,"A Great Deal"
2014,57,"Black","High School",1,"Hardly Any"
2014,23,"White","High School",3,"Only Some"
2014,46,"Black","High School",1,"Only Some"
2014,23,"Black","High School",5,"Only Some"
2014,55,"Black","High School",4,"Hardly Any"
2014,22,"Hispanic","Junior College",NA,NA
2014,70,"Black","Graduate",2,"Only Some"
2014,27,"Black","Junior College",3,"Hardly Any"
2014,58,"Black","Bachelor",5,"Hardly Any"
2014,55,"Black","High School",NA,NA
2014,36,"Black","Graduate",3,"Only Some"
2014,65,"White","High School",NA,NA
2014,64,"White","Bachelor",NA,NA
2014,41,"White","High School",1,"Only Some"
2014,58,"White","High School",6,"Hardly Any"
2014,52,"White","High School",1,"Hardly Any"
2014,63,"White","Graduate",1,"Hardly Any"
2014,70,"White","Bachelor",3,"Hardly Any"
2014,63,"White","Graduate",4,"Hardly Any"
2014,31,"White","Bachelor",NA,NA
2014,88,"White","Graduate",2,"Only Some"
2014,60,"Black","Graduate",3,"Only Some"
2014,34,"White","Bachelor",2,"Only Some"
2014,35,"White","Graduate",6,"Hardly Any"
2014,72,"White","High School",NA,NA
2014,77,"White","High School",NA,NA
2014,49,"Hispanic","High School",6,"Hardly Any"
2014,38,"Black","Bachelor",4,"Hardly Any"
2014,40,"White","Bachelor",5,"Only Some"
2014,37,"Black","Bachelor",3,"Only Some"
2014,35,"White","Bachelor",NA,NA
2014,62,"Black","High School",NA,NA
2014,32,"Black","High School",4,"Hardly Any"
2014,70,"White","Bachelor",1,"Hardly Any"
2014,44,"Hispanic","Bachelor",1,"Hardly Any"
2014,60,"White","Graduate",3,"Only Some"
2014,57,"Other","Graduate",NA,NA
2014,55,"White","Graduate",NA,NA
2014,39,"Black","High School",NA,NA
2014,52,"Black","Bachelor",1,"Hardly Any"
2014,22,"Black","High School",1,"Hardly Any"
2014,42,"Hispanic","Less Than High School",4,"Hardly Any"
2014,25,"Black","Bachelor",3,"Hardly Any"
2014,42,"Black","High School",1,"Only Some"
2014,46,"Black","Less Than High School",4,"Hardly Any"
2014,89,"White","High School",2,"A Great Deal"
2014,18,"Black","Less Than High School",NA,NA
2014,41,"White","High School",NA,NA
2014,56,"White","Graduate",7,"Hardly Any"
2014,45,"White","High School",3,"Only Some"
2014,25,"White","Bachelor",3,"A Great Deal"
2014,24,"White","Bachelor",3,"Hardly Any"
2014,25,"Other","Graduate",NA,NA
2014,66,"White","Bachelor",3,"Hardly Any"
2014,36,"White","Graduate",NA,NA
2014,65,"White","High School",NA,NA
2014,44,"White","Graduate",NA,NA
2014,78,"White","High School",5,"Hardly Any"
2014,59,"White","Graduate",3,"Hardly Any"
2014,65,"White","Bachelor",NA,NA
2014,41,"White","Bachelor",6,"Hardly Any"
2014,60,"White","Graduate",1,"Hardly Any"
2014,50,"Other","Bachelor",2,"Hardly Any"
2014,66,"White","Bachelor",NA,NA
2014,65,"White","Junior College",4,"Only Some"
2014,31,"Black","Graduate",NA,NA
2014,32,"White","Graduate",NA,NA
2014,28,"White","Bachelor",NA,NA
2014,29,"Black","High School",NA,NA
2014,71,"Hispanic","Graduate",7,"Only Some"
2014,44,"White","Bachelor",7,"Only Some"
2014,31,"White","High School",1,"Hardly Any"
2014,65,"White","High School",7,"Hardly Any"
2014,72,"White","Bachelor",5,"Hardly Any"
2014,45,"White","Graduate",NA,NA
2014,19,"Hispanic","Less Than High School",1,"Hardly Any"
2014,23,"Hispanic","Less Than High School",NA,NA
2014,55,"Black","High School",5,"Only Some"
2014,74,"Hispanic","High School",NA,NA
2014,60,"Other","High School",NA,NA
2014,38,"White","Less Than High School",3,"Only Some"
2014,75,"White","High School",1,"Only Some"
2014,55,"White","Junior College",3,"Hardly Any"
2014,28,"White","Bachelor",NA,NA
2014,75,"White","Less Than High School",NA,NA
2014,28,"Black","High School",1,"Only Some"
2014,24,"White","High School",NA,NA
2014,53,"White","Junior College",NA,NA
2014,40,"White","Junior College",7,"Hardly Any"
2014,55,"White","Bachelor",NA,NA
2014,70,"White","High School",2,"Hardly Any"
2014,52,"White","Bachelor",7,"Hardly Any"
2014,63,"White","High School",NA,NA
2014,69,"White","Bachelor",5,"Hardly Any"
2014,38,"White","Bachelor",5,"Hardly Any"
2014,63,"White","Bachelor",5,"Only Some"
2014,43,"White","Graduate",NA,NA
2014,31,"White","Less Than High School",NA,NA
2014,60,"White","Graduate",2,"Hardly Any"
2014,59,"White","Bachelor",2,"Only Some"
2014,54,"White","Graduate",1,"Hardly Any"
2014,38,"White","Graduate",1,"Hardly Any"
2014,47,"White","Graduate",5,"Only Some"
2014,54,"Other","Bachelor",3,"Hardly Any"
2014,25,"White","Bachelor",1,"Hardly Any"
2014,34,"Hispanic","High School",2,"Only Some"
2014,54,"White","Graduate",1,"Hardly Any"
2014,57,"White","Graduate",3,"Only Some"
2014,21,"Hispanic","High School",3,"Hardly Any"
2014,66,"White","High School",1,"Hardly Any"
2014,69,"White","Less Than High School",5,"Only Some"
2014,50,"Other","Graduate",5,"Only Some"
2014,65,"Other","High School",NA,NA
2014,74,"White","Graduate",5,"Only Some"
2014,68,"White","Bachelor",7,"Only Some"
2014,65,"White","Graduate",7,"Only Some"
2014,54,"White","Bachelor",3,"Hardly Any"
2014,63,"White","Graduate",1,"Only Some"
2014,66,"White","Bachelor",4,"Hardly Any"
2014,40,"Other","Graduate",2,"Only Some"
2014,71,"Other","Bachelor",4,NA
2014,36,"Hispanic","Less Than High School",4,"Hardly Any"
2014,58,"Hispanic","High School",NA,NA
2014,37,"Black","High School",2,"Only Some"
2014,51,"Black","High School",NA,NA
2014,60,"Hispanic","Junior College",NA,NA
2014,34,"Black","High School",1,"Hardly Any"
2014,34,"White","Graduate",2,NA
2014,69,"White","Bachelor",5,"Hardly Any"
2014,68,"Black","High School",NA,NA
2014,32,"Black","High School",4,"Hardly Any"
2014,74,"White","High School",NA,NA
2014,31,"Hispanic","High School",1,"Only Some"
2014,56,"Other","Bachelor",5,"Hardly Any"
2014,37,"Black","Junior College",NA,NA
2014,50,"White","High School",1,"Hardly Any"
2014,63,"White","High School",1,"Hardly Any"
2014,45,"Black","Junior College",1,"Only Some"
2014,50,"White","Less Than High School",3,"Hardly Any"
2014,23,"Hispanic","High School",4,"Only Some"
2014,21,"Hispanic","High School",3,"Hardly Any"
2014,60,"White","High School",3,"Only Some"
2014,40,"Other","High School",3,"Only Some"
2014,28,"White","Bachelor",NA,NA
2014,43,"Hispanic","Graduate",3,"Only Some"
2014,22,"Other","Bachelor",5,NA
2014,41,"Hispanic","Less Than High School",4,"A Great Deal"
2014,29,"Other","Graduate",NA,NA
2014,22,"White","Less Than High School",NA,NA
2014,33,"Hispanic","High School",NA,NA
2014,42,"White","Bachelor",4,"Hardly Any"
2014,29,"Hispanic","Bachelor",NA,NA
2014,71,"White","High School",4,"Only Some"
2014,44,"White","Graduate",5,"Hardly Any"
2014,61,"Hispanic","High School",4,"Hardly Any"
2014,80,"White","High School",6,"Only Some"
2014,30,"White","Bachelor",5,"A Great Deal"
2014,33,"White","High School",4,"Hardly Any"
2014,69,"White","Bachelor",4,"Only Some"
2014,37,"White","Bachelor",NA,NA
2014,70,"White","Graduate",NA,NA
2014,64,"White","Bachelor",7,"Hardly Any"
2014,76,"White","Graduate",NA,NA
2014,76,"White","High School",6,"Only Some"
2014,50,"White","Bachelor",NA,NA
2014,38,"Hispanic","Bachelor",5,"Hardly Any"
2014,77,"Other","Bachelor",NA,NA
2014,49,"Other","High School",1,"Hardly Any"
2014,43,"White","High School",3,"Only Some"
2014,49,"White","High School",4,"Hardly Any"
2014,64,"Hispanic","High School",NA,NA
2014,36,"Hispanic","High School",4,"A Great Deal"
2014,49,"White","Bachelor",NA,NA
2014,45,"Hispanic","Junior College",3,"Only Some"
2014,68,"White","High School",6,"Hardly Any"
2014,79,"Black","High School",4,"A Great Deal"
2014,53,"White","High School",NA,NA
2014,74,"White","High School",7,"Hardly Any"
2014,77,"White","High School",5,"Only Some"
2014,30,"White","Bachelor",NA,NA
2014,44,"White","Bachelor",5,"Only Some"
2014,56,"Black","High School",NA,NA
2014,31,"Black","Less Than High School",NA,NA
2014,65,"Black","High School",NA,NA
2014,55,"Hispanic","Less Than High School",1,"Hardly Any"
2014,55,"Black","High School",NA,NA
2014,54,"Hispanic","High School",7,"Hardly Any"
2014,75,"Black","High School",1,"Only Some"
2014,53,"Black","Bachelor",NA,NA
2014,45,"Black","Junior College",5,"Only Some"
2014,71,"White","High School",7,"Only Some"
2014,32,"White","High School",6,"Hardly Any"
2014,33,"Other","Bachelor",5,"Only Some"
2014,72,"White","Graduate",2,"Hardly Any"
2014,70,"White","High School",1,"Hardly Any"
2014,58,"White","High School",4,"Only Some"
2014,54,"White","Bachelor",NA,NA
2014,70,"White","High School",7,"Only Some"
2014,47,"Black","High School",7,"Hardly Any"
2014,47,"White","Bachelor",NA,NA
2014,33,"White","Junior College",NA,NA
2014,47,"Black","High School",7,"Hardly Any"
2014,40,"White","Bachelor",4,"Hardly Any"
2014,42,"Black","High School",NA,NA
2014,56,"White","Graduate",NA,NA
2014,66,"White","High School",NA,NA
2014,55,"White","Bachelor",7,"Hardly Any"
2014,74,"Black","High School",1,"Hardly Any"
2014,18,"White","High School",NA,NA
2014,58,"White","High School",2,"Hardly Any"
2014,76,"White","Junior College",NA,NA
2014,66,"Black","Bachelor",NA,NA
2014,62,"White","Junior College",5,"Only Some"
2014,70,"Black","High School",1,"Hardly Any"
2014,53,"Black","High School",1,"Only Some"
2014,83,"White","Graduate",1,"Only Some"
2014,66,"White","Bachelor",3,"Hardly Any"
2014,30,"Black","High School",2,"Hardly Any"
2014,61,"White","High School",NA,NA
2014,81,"Black","High School",1,"Only Some"
2014,71,"White","High School",7,"Only Some"
2014,80,"White","Graduate",1,"Only Some"
2014,74,"White","Bachelor",7,"Hardly Any"
2014,57,"Hispanic","Bachelor",NA,NA
2014,58,"White","High School",7,"Hardly Any"
2014,47,"White","High School",6,"Hardly Any"
2014,55,"White","High School",7,"Hardly Any"
2014,29,"Other","Bachelor",NA,NA
2014,36,"White","Bachelor",NA,NA
2014,44,"White","Bachelor",5,"Hardly Any"
2014,43,"White","Bachelor",7,"Hardly Any"
2014,26,"White","High School",7,"Hardly Any"
2014,64,"White","Bachelor",6,"Hardly Any"
2014,71,"White","High School",NA,NA
2014,67,"White","Bachelor",5,"Only Some"
2014,31,"Other","Bachelor",NA,NA
2014,40,"Other","Bachelor",2,NA
2014,47,"White","High School",2,NA
2014,70,"White","High School",3,"Only Some"
2014,29,"Other","Bachelor",5,NA
2014,69,"White","High School",3,"Hardly Any"
2014,61,"White","Junior College",2,"Hardly Any"
2014,62,"White","Junior College",NA,NA
2014,21,"White","High School",1,"Hardly Any"
2014,41,"White","High School",1,"Only Some"
2014,35,"White","Graduate",2,"Hardly Any"
2014,67,"Black","High School",1,"Hardly Any"
2014,76,"Black","Less Than High School",1,"Only Some"
2014,30,"White","High School",1,"Hardly Any"
2014,55,"Black","High School",NA,NA
2014,63,"Black","High School",1,"Hardly Any"
2014,26,"Black","Junior College",1,"A Great Deal"
2014,49,"Black","Less Than High School",7,"Only Some"
2014,32,"Black","High School",3,"A Great Deal"
2014,42,"White","Bachelor",3,"Only Some"
2014,50,"White","High School",NA,NA
2014,48,"White","Less Than High School",1,"Hardly Any"
2014,76,"White","High School",NA,NA
2014,53,"White","High School",NA,NA
2014,31,"White","High School",NA,NA
2014,37,"Black","Bachelor",1,"Hardly Any"
2014,46,"Black","High School",1,"Hardly Any"
2014,40,"White","Graduate",1,"Hardly Any"
2014,25,"Black","High School",NA,NA
2014,61,"Hispanic","High School",4,"Hardly Any"
2014,50,"White","High School",1,"Hardly Any"
2014,51,"Hispanic","High School",7,"Only Some"
2014,57,"White","High School",NA,NA
2014,79,"Black","Junior College",NA,"Hardly Any"
2014,31,"Black","High School",5,"Only Some"
2014,24,"Black","High School",NA,NA
2014,61,"Black","High School",1,"Hardly Any"
2014,62,"Black","High School",2,"Only Some"
2014,64,"Black","Bachelor",NA,NA
2014,54,"Black","High School",1,"Only Some"
2014,24,"White","High School",1,"Hardly Any"
2014,79,"White","Less Than High School",4,"Hardly Any"
2014,33,"Black","High School",1,"Hardly Any"
2014,27,"Black","High School",5,"Only Some"
2014,36,"White","Bachelor",NA,NA
2014,19,"Black","High School",4,"Only Some"
2014,59,"White","High School",6,"Hardly Any"
2014,63,"White","High School",NA,NA
2014,41,"White","High School",7,"Only Some"
2014,36,"White","Bachelor",3,"Hardly Any"
2014,36,"Black","Graduate",NA,NA
2014,40,"Hispanic","High School",NA,NA
2014,33,"Hispanic","Less Than High School",4,NA
2014,32,"Hispanic","High School",NA,NA
2014,47,"Hispanic","High School",NA,NA
2014,39,"Hispanic","High School",7,"Only Some"
2014,25,"Hispanic","High School",5,"Only Some"
2014,20,"Hispanic","High School",2,"A Great Deal"
2014,32,"Hispanic","High School",4,"Hardly Any"
2014,32,"Hispanic","High School",5,"Only Some"
2014,46,"Hispanic","High School",1,"Only Some"
2014,57,"Hispanic","High School",NA,NA
2014,60,"Hispanic","High School",6,"Only Some"
2014,59,"Hispanic","Less Than High School",1,"Only Some"
2014,47,"White","Graduate",7,"Only Some"
2014,57,"White","Junior College",4,"Hardly Any"
2014,67,"White","Graduate",NA,NA
2014,65,"Hispanic","Graduate",1,"Hardly Any"
2014,61,"White","Bachelor",5,"Hardly Any"
2014,36,"White","High School",7,"Hardly Any"
2014,37,"White","High School",7,"Hardly Any"
2014,80,"White","High School",NA,NA
2014,26,"White","High School",3,"Hardly Any"
2014,33,"White","Bachelor",7,"Only Some"
2014,27,"White","Bachelor",5,"Hardly Any"
2014,34,"White","Bachelor",NA,NA
2014,50,"White","Junior College",6,"Only Some"
2014,58,"White","Junior College",6,"Hardly Any"
2014,39,"Black","Graduate",3,"Only Some"
2014,70,"Black","High School",3,"Only Some"
2014,24,"Black","High School",2,"Only Some"
2014,40,"Black","High School",1,"Only Some"
2014,48,"White","Junior College",NA,NA
2014,58,"White","Less Than High School",3,"Hardly Any"
2014,57,"White","High School",NA,NA
2014,76,"White","Less Than High School",7,"Only Some"
2014,53,"White","High School",7,"Hardly Any"
2014,30,"White","Junior College",NA,NA
2014,64,"Hispanic","Less Than High School",6,"Only Some"
2014,59,"Hispanic","High School",NA,NA
2014,88,"White","High School",7,"Hardly Any"
2014,61,"Black","Bachelor",NA,NA
2014,50,"Other","Bachelor",3,"A Great Deal"
2014,76,"Other","Graduate",4,"Only Some"
2014,27,"Hispanic","Less Than High School",NA,NA
2014,27,"Black","High School",NA,NA
2014,21,"Black","High School",NA,NA
2014,29,"Black","Bachelor",4,"Only Some"
2014,59,"Black","Less Than High School",NA,NA
2014,32,"Black","High School",2,"Only Some"
2014,37,"Hispanic","Less Than High School",1,"Hardly Any"
2014,37,"Hispanic","Junior College",NA,NA
2014,40,"Hispanic","Bachelor",NA,NA
2014,51,"White","Junior College",7,"Hardly Any"
2014,26,"Hispanic","High School",1,"Only Some"
2014,71,"White","Bachelor",NA,NA
2014,53,"Black","Bachelor",4,"Only Some"
2014,45,"White","High School",6,"Hardly Any"
2014,53,"White","Bachelor",5,"Hardly Any"
2014,22,"Black","High School",3,"Only Some"
2014,58,"Black","Graduate",3,"Hardly Any"
2014,50,"White","Bachelor",6,"Only Some"
2014,52,"White","Less Than High School",1,"Hardly Any"
2014,48,"White","High School",4,"Only Some"
2014,62,"White","High School",1,"Hardly Any"
2014,26,"White","High School",NA,NA
2014,59,"White","High School",4,"Hardly Any"
2014,64,"White","High School",6,"Hardly Any"
2014,38,"Black","Bachelor",NA,NA
2014,52,"Black","Less Than High School",NA,NA
2014,28,"Black","High School",NA,NA
2014,73,"Black","Graduate",4,"Only Some"
2014,29,"Hispanic","High School",2,"Only Some"
2014,32,"Black","Junior College",NA,NA
2014,79,"Black","Less Than High School",1,"Hardly Any"
2014,48,"Hispanic","Bachelor",NA,NA
2014,53,"Hispanic","High School",1,"Only Some"
2014,45,"Hispanic","Less Than High School",NA,NA
2014,43,"Hispanic","High School",5,"Only Some"
2014,32,"White","Graduate",5,"Only Some"
2014,25,"Black","High School",1,"Hardly Any"
2014,79,"Black","Less Than High School",1,"Hardly Any"
2014,55,"Black","High School",1,"Only Some"
2014,39,"Black","High School",3,"Hardly Any"
2014,78,"Black","High School",NA,NA
2014,54,"Black","High School",NA,NA
2014,20,"Black","High School",1,"A Great Deal"
2014,72,"Hispanic","Less Than High School",1,"A Great Deal"
2014,50,"Hispanic","Less Than High School",1,NA
2014,79,"Hispanic","High School",NA,NA
2014,89,"Hispanic","High School",4,"Only Some"
2014,75,"Hispanic","High School",1,"Hardly Any"
2014,53,"Hispanic","High School",NA,NA
2014,47,"Hispanic","High School",3,"A Great Deal"
2014,75,"Black","High School",NA,NA
2014,48,"Hispanic","High School",NA,NA
2014,63,"Black","Bachelor",NA,NA
2014,43,"White","Graduate",4,"Hardly Any"
2014,31,"Hispanic","Graduate",2,"Hardly Any"
2014,40,"Hispanic","Graduate",5,"A Great Deal"
2014,74,"White","Graduate",7,"Hardly Any"
2014,48,"White","Bachelor",4,"Hardly Any"
2014,68,"White","High School",4,"Hardly Any"
2014,89,"White","High School",NA,NA
2014,24,"Black","Junior College",NA,NA
2014,40,"Hispanic","High School",4,"Only Some"
2014,28,"White","High School",NA,"Only Some"
2014,18,"Black","High School",NA,NA
2014,33,"Hispanic","High School",4,"A Great Deal"
2014,42,"White","High School",4,NA
2014,35,"Hispanic","Less Than High School",1,"Hardly Any"
2014,30,"White","High School",3,"Hardly Any"
2014,56,"Other","High School",7,"Hardly Any"
2014,40,"White","Graduate",6,"Hardly Any"
2014,60,"White","Graduate",5,"Only Some"
2014,40,"Hispanic","High School",4,"Hardly Any"
2014,35,"White","Graduate",NA,NA
2014,66,"Black","High School",NA,NA
2014,58,"Black","High School",3,"Hardly Any"
2014,49,"Black","High School",NA,NA
2014,59,"Black","Bachelor",2,"Hardly Any"
2014,30,"Black","High School",NA,NA
2014,63,"Black","High School",1,"Hardly Any"
2014,73,"Black","Less Than High School",NA,NA
2014,56,"Black","Less Than High School",3,"Hardly Any"
2014,26,"Black","High School",5,"Hardly Any"
2014,26,"Black","High School",5,"Only Some"
2014,20,"White","High School",NA,NA
2014,51,"White","High School",6,"Only Some"
2014,39,"White","High School",4,"Only Some"
2014,58,"White","High School",NA,NA
2014,86,"White","High School",6,"Hardly Any"
2014,57,"White","High School",4,"Hardly Any"
2014,47,"White","Bachelor",5,"Only Some"
2014,53,"White","Graduate",NA,NA
2014,37,"White","Bachelor",NA,NA
2014,25,"White","Bachelor",3,"A Great Deal"
2014,54,"Hispanic","Less Than High School",NA,NA
2014,64,"White","Less Than High School",2,"Hardly Any"
2014,37,"Black","Junior College",NA,NA
2014,63,"White","High School",NA,NA
2014,22,"White","High School",NA,NA
2014,30,"Black","Junior College",4,"Only Some"
2014,69,"White","High School",7,"Hardly Any"
2014,25,"Black","High School",4,"A Great Deal"
2014,56,"White","High School",NA,NA
2014,25,"Black","High School",NA,NA
2014,55,"White","High School",NA,NA
2014,27,"White","High School",1,"Only Some"
2014,73,"Hispanic","High School",5,"Hardly Any"
2014,53,"White","High School",NA,NA
2014,25,"White","Junior College",6,"Only Some"
2014,71,"White","Less Than High School",5,"Hardly Any"
2014,52,"White","Less Than High School",NA,NA
2014,36,"White","Junior College",1,"Hardly Any"
2014,22,"White","High School",5,"Hardly Any"
2014,31,"White","High School",NA,NA
2014,62,"White","High School",4,"Hardly Any"
2014,58,"White","Bachelor",3,"Hardly Any"
2014,25,"White","High School",5,"A Great Deal"
2014,23,"Black","High School",NA,NA
2014,20,"Hispanic","Less Than High School",NA,NA
2014,NA,"White","Graduate",2,"Hardly Any"
2014,19,"Black","Junior College",NA,NA
2014,73,"White","High School",NA,NA
2014,40,"White","Bachelor",7,"Hardly Any"
2014,73,"White","Bachelor",1,"Hardly Any"
2014,44,"White","High School",2,"Only Some"
2014,54,"White","Junior College",3,"Hardly Any"
2014,89,"White","High School",7,"Hardly Any"
2014,68,"White","Graduate",NA,NA
2014,67,"White","Bachelor",7,"Hardly Any"
2014,61,"Other","Graduate",NA,NA
2014,39,"Other","Junior College",NA,NA
2014,39,"White","Bachelor",NA,NA
2014,35,"White","Graduate",1,"Only Some"
2014,56,"White","Junior College",4,"Hardly Any"
2014,52,"White","High School",NA,NA
2014,28,"White","Junior College",NA,NA
2014,50,"White","Less Than High School",1,"Only Some"
2014,76,"White","Less Than High School",4,"Hardly Any"
2014,89,"White","Bachelor",NA,NA
2014,29,"White","High School",1,"Hardly Any"
2014,62,"White","Less Than High School",4,"Only Some"
2014,56,"White","High School",4,"Hardly Any"
2014,59,"Black","High School",1,"Only Some"
2014,34,"Hispanic","Junior College",1,"Hardly Any"
2014,29,"White","Bachelor",NA,NA
2014,34,"White","Bachelor",3,"Hardly Any"
2014,60,"White","Graduate",2,"Only Some"
2014,29,"White","Graduate",1,"Only Some"
2014,31,"White","Junior College",5,"Only Some"
2014,73,"White","High School",1,"Hardly Any"
2014,58,"White","High School",3,"Hardly Any"
2014,42,"White","High School",1,"Hardly Any"
2014,35,"White","Bachelor",4,"Only Some"
2014,51,"Hispanic","High School",3,"Only Some"
2014,54,"Hispanic","Less Than High School",1,"Hardly Any"
2014,53,"White","High School",NA,NA
2014,52,"White","Graduate",6,"Hardly Any"
2014,41,"White","High School",7,"Hardly Any"
2014,42,"White","Bachelor",4,"Hardly Any"
2014,58,"White","High School",4,"Only Some"
2014,38,"Hispanic","Less Than High School",1,"Only Some"
2014,40,"White","Bachelor",4,"Hardly Any"
2014,31,"White","High School",2,"Hardly Any"
2014,56,"Black","High School",5,"Hardly Any"
2014,34,"White","Graduate",3,"Only Some"
2014,58,"Hispanic","Less Than High School",1,"Hardly Any"
2014,23,"White","High School",6,"Only Some"
