"year","age","racehisp","degree","eqwlth","conlegis"
2021,74,NA,"Bachelor",3,"Hardly Any"
2021,40,NA,"Bachelor",5,"Hardly Any"
2021,55,NA,"Bachelor",2,"Hardly Any"
2021,NA,NA,"High School",4,"Hardly Any"
2021,57,NA,"Less Than High School",NA,NA
2021,86,NA,"High School",7,"Hardly Any"
2021,74,NA,"High School",NA,NA
2021,48,NA,"Bachelor",1,"Only Some"
2021,32,"Hispanic","Graduate",3,"A Great Deal"
2021,67,"Hispanic","Less Than High School",4,"Only Some"
2021,79,NA,"Graduate",NA,NA
2021,65,NA,"High School",6,"Hardly Any"
2021,70,NA,"High School",NA,NA
2021,81,NA,"High School",NA,NA
2021,73,NA,"Bachelor",4,"Only Some"
2021,74,NA,"Graduate",NA,NA
2021,27,NA,"High School",2,"Hardly Any"
2021,31,NA,"Junior College",4,"Only Some"
2021,26,NA,"High School",NA,NA
2021,58,NA,"High School",NA,NA
2021,49,NA,"Bachelor",NA,NA
2021,39,NA,"Less Than High School",4,"Only Some"
2021,41,NA,"Graduate",NA,NA
2021,67,NA,"High School",1,"Only Some"
2021,30,"Hispanic","High School",5,"Only Some"
2021,NA,NA,"High School",1,"Only Some"
2021,43,NA,"Graduate",NA,NA
2021,64,NA,"High School",5,"A Great Deal"
2021,NA,NA,"Junior College",NA,NA
2021,83,NA,"High School",NA,NA
2021,40,NA,"Less Than High School",NA,NA
2021,51,NA,"Graduate",1,"Only Some"
2021,79,NA,"Junior College",3,"Hardly Any"
2021,69,NA,"Bachelor",NA,NA
2021,68,NA,"High School",2,"Hardly Any"
2021,36,NA,"High School",1,"Only Some"
2021,33,NA,"High School",1,"Only Some"
2021,64,"Hispanic","High School",NA,NA
2021,80,NA,"Less Than High School",1,"Hardly Any"
2021,75,NA,"High School",NA,NA
2021,75,NA,"Bachelor",7,"Hardly Any"
2021,20,"Hispanic","High School",1,"Hardly Any"
2021,NA,NA,"High School",7,"Only Some"
2021,51,NA,"Bachelor",NA,NA
2021,66,NA,"High School",NA,NA
2021,37,NA,"Bachelor",3,"Hardly Any"
2021,42,NA,"Bachelor",6,"Only Some"
2021,NA,NA,"High School",3,"Hardly Any"
2021,46,NA,"Less Than High School",1,"A Great Deal"
2021,26,"Hispanic","High School",1,"A Great Deal"
2021,64,NA,"Bachelor",NA,NA
2021,45,NA,"High School",NA,NA
2021,67,NA,"High School",3,"Hardly Any"
2021,47,NA,"Bachelor",NA,NA
2021,77,NA,"High School",NA,NA
2021,83,NA,"Graduate",NA,NA
2021,79,NA,"Graduate",5,"Hardly Any"
2021,NA,NA,"High School",7,"Hardly Any"
2021,62,NA,"High School",3,"Only Some"
2021,31,NA,"Bachelor",NA,NA
2021,63,NA,"Bachelor",1,"Only Some"
2021,33,NA,"High School",1,"Hardly Any"
2021,32,"Hispanic","Less Than High School",3,"Only Some"
2021,67,NA,"High School",4,"Hardly Any"
2021,45,NA,"Bachelor",NA,NA
2021,55,NA,"Less Than High School",3,"Hardly Any"
2021,43,NA,"High School",NA,NA
2021,58,NA,"High School",1,"Hardly Any"
2021,67,NA,"Bachelor",1,"Only Some"
2021,39,NA,"Graduate",4,"Only Some"
2021,71,NA,"Graduate",NA,NA
2021,28,NA,"Bachelor",1,"Only Some"
2021,47,NA,"Bachelor",1,"A Great Deal"
2021,NA,NA,"Bachelor",3,"A Great Deal"
2021,63,"Hispanic","Junior College",NA,NA
2021,57,NA,"Graduate",1,"Only Some"
2021,34,NA,"High School",4,"Hardly Any"
2021,69,NA,"High School",NA,NA
2021,29,"Hispanic","Less Than High School",4,"Only Some"
2021,26,NA,"High School",1,"Hardly Any"
2021,54,NA,"High School",5,"Hardly Any"
2021,68,"Hispanic","Bachelor",3,"Only Some"
2021,48,NA,"High School",NA,NA
2021,44,"Hispanic","Junior College",1,"Hardly Any"
2021,57,NA,"High School",NA,NA
2021,62,NA,"Junior College",3,"Hardly Any"
2021,49,NA,"Graduate",NA,NA
2021,70,NA,"Bachelor",7,"Hardly Any"
2021,86,NA,"High School",7,"Hardly Any"
2021,NA,NA,"Bachelor",7,"Hardly Any"
2021,38,NA,"Less Than High School",4,"Hardly Any"
2021,55,NA,"High School",NA,NA
2021,76,NA,"High School",4,"Only Some"
2021,49,NA,"Junior College",1,"Hardly Any"
2021,NA,NA,"High School",NA,NA
2021,56,NA,"Bachelor",NA,NA
2021,48,NA,"High School",NA,NA
2021,60,NA,"High School",7,"Hardly Any"
2021,45,NA,"Bachelor",1,"Only Some"
2021,61,NA,"Junior College",NA,NA
2021,NA,NA,"Graduate",1,"Only Some"
2021,56,NA,"High School",7,"Hardly Any"
2021,25,"Hispanic","High School",7,"A Great Deal"
2021,49,NA,"Graduate",NA,NA
2021,33,NA,"Bachelor",4,"Hardly Any"
2021,42,NA,"Less Than High School",4,"Hardly Any"
2021,69,NA,"Bachelor",5,"Hardly Any"
2021,75,NA,"Bachelor",4,"Hardly Any"
2021,56,NA,"Bachelor",1,"Only Some"
2021,69,NA,"Graduate",NA,NA
2021,58,NA,"Bachelor",1,"Only Some"
2021,62,NA,"Bachelor",4,"Only Some"
2021,63,NA,"Junior College",NA,NA
2021,NA,NA,"High School",NA,NA
2021,75,NA,"High School",6,"Hardly Any"
2021,42,NA,"Bachelor",5,"Hardly Any"
2021,46,NA,"High School",7,"Hardly Any"
2021,43,NA,"High School",1,"Hardly Any"
2021,53,NA,"High School",6,"Hardly Any"
2021,NA,NA,"High School",4,"Hardly Any"
2021,74,NA,"Graduate",NA,NA
2021,34,NA,"Bachelor",NA,NA
2021,36,NA,"High School",4,"Only Some"
2021,69,NA,"High School",7,"Only Some"
2021,74,NA,"Bachelor",NA,NA
2021,50,NA,"High School",5,"A Great Deal"
2021,46,NA,"Bachelor",1,"Only Some"
2021,44,NA,"Graduate",NA,NA
2021,63,NA,"Less Than High School",1,"Only Some"
2021,56,NA,"Junior College",NA,NA
2021,41,NA,"Graduate",1,"Only Some"
2021,70,NA,"Graduate",3,"Hardly Any"
2021,31,NA,"Graduate",NA,NA
2021,66,NA,"High School",6,"Hardly Any"
2021,71,"Hispanic","High School",NA,NA
2021,34,NA,"High School",1,"Hardly Any"
2021,86,NA,"Less Than High School",NA,NA
2021,40,NA,"High School",NA,NA
2021,53,NA,"High School",4,"Only Some"
2021,57,NA,"Bachelor",7,"Only Some"
2021,77,NA,"High School",NA,NA
2021,53,NA,"Bachelor",7,"Hardly Any"
2021,59,NA,"High School",1,"Hardly Any"
2021,42,NA,"Bachelor",3,"Hardly Any"
2021,39,NA,"Bachelor",5,"Hardly Any"
2021,34,NA,"Graduate",6,"Hardly Any"
2021,66,NA,"High School",NA,NA
2021,NA,NA,"High School",7,"Hardly Any"
2021,33,NA,"Junior College",NA,NA
2021,62,NA,"High School",1,"Only Some"
2021,23,"Hispanic","High School",1,"Only Some"
2021,65,NA,"High School",1,"A Great Deal"
2021,50,NA,"Junior College",NA,NA
2021,51,"Hispanic","High School",1,"A Great Deal"
2021,NA,NA,"Bachelor",NA,NA
2021,52,NA,"Graduate",NA,NA
2021,57,NA,"Graduate",NA,NA
2021,24,NA,"High School",NA,NA
2021,NA,NA,"High School",7,"Hardly Any"
2021,70,NA,"Graduate",1,"Only Some"
2021,65,"Hispanic","Bachelor",4,"Only Some"
2021,49,NA,"Bachelor",NA,NA
2021,26,NA,"Bachelor",3,"Hardly Any"
2021,34,NA,"Graduate",NA,NA
2021,27,"Hispanic","High School",1,"Only Some"
2021,22,"Hispanic","High School",1,"Hardly Any"
2021,52,NA,"Less Than High School",NA,NA
2021,34,NA,"Bachelor",4,"Only Some"
2021,NA,NA,"Bachelor",3,"Only Some"
2021,65,NA,"Less Than High School",4,"Only Some"
2021,65,NA,"High School",7,"Hardly Any"
2021,20,NA,"High School",4,"Only Some"
2021,62,NA,"High School",7,"Hardly Any"
2021,41,NA,"Bachelor",1,"Hardly Any"
2021,43,"Hispanic","Bachelor",6,"Hardly Any"
2021,64,"Hispanic","High School",3,"Hardly Any"
2021,35,NA,"High School",3,"Hardly Any"
2021,57,NA,"High School",4,"Only Some"
2021,20,"Hispanic","High School",NA,NA
2021,30,NA,"Bachelor",5,"Only Some"
2021,30,NA,"Bachelor",NA,NA
2021,38,NA,"Bachelor",3,"Only Some"
2021,63,NA,"High School",2,"Only Some"
2021,77,NA,"Bachelor",1,"Hardly Any"
2021,28,NA,"Graduate",1,"Hardly Any"
2021,35,"Hispanic","High School",4,"Only Some"
2021,NA,NA,"Less Than High School",NA,NA
2021,59,"Hispanic","High School",NA,NA
2021,61,NA,"Graduate",3,"Only Some"
2021,54,NA,"Bachelor",1,"A Great Deal"
2021,71,NA,"High School",NA,NA
2021,33,NA,"Bachelor",2,"Only Some"
2021,43,"Hispanic","High School",NA,NA
2021,45,NA,"Graduate",NA,NA
2021,41,NA,"Graduate",4,"Only Some"
2021,61,NA,"Graduate",NA,NA
2021,71,NA,"High School",7,"Only Some"
2021,60,NA,"High School",4,"Only Some"
2021,40,"Hispanic","High School",7,"A Great Deal"
2021,NA,NA,"Bachelor",3,"Only Some"
2021,37,NA,"Bachelor",NA,NA
2021,NA,"Hispanic","Bachelor",3,"Hardly Any"
2021,49,NA,"High School",5,"Hardly Any"
2021,56,NA,"Junior College",7,"Hardly Any"
2021,NA,NA,"High School",7,"Hardly Any"
2021,54,NA,"High School",4,"Hardly Any"
2021,42,"Hispanic","High School",4,"Hardly Any"
2021,36,NA,"Bachelor",2,"Only Some"
2021,74,NA,"Junior College",4,"Hardly Any"
2021,68,"Hispanic","High School",NA,NA
2021,83,NA,"High School",1,"Only Some"
2021,34,NA,"Bachelor",NA,NA
2021,41,NA,"Bachelor",1,"Only Some"
2021,29,NA,"Bachelor",7,"Hardly Any"
2021,34,"Hispanic","Bachelor",5,"Only Some"
2021,26,"Hispanic","High School",NA,NA
2021,55,NA,"High School",3,"Only Some"
2021,86,NA,"High School",3,"Only Some"
2021,56,NA,"Bachelor",NA,NA
2021,56,NA,"High School",1,"Only Some"
2021,36,NA,"Bachelor",5,"Hardly Any"
2021,83,NA,"Graduate",NA,NA
2021,71,NA,"High School",NA,NA
2021,55,NA,"Bachelor",1,"Hardly Any"
2021,59,NA,"High School",7,"Hardly Any"
2021,76,NA,"Less Than High School",NA,NA
2021,66,NA,"High School",6,"Only Some"
2021,NA,NA,"Bachelor",NA,NA
2021,52,NA,"Junior College",NA,NA
2021,NA,NA,"High School",NA,NA
2021,18,"Hispanic","High School",1,"Only Some"
2021,NA,NA,"Less Than High School",NA,NA
2021,34,NA,"High School",1,NA
2021,74,NA,"Bachelor",3,"Only Some"
2021,56,NA,"High School",7,"Hardly Any"
2021,68,NA,"Bachelor",NA,NA
2021,50,NA,"High School",NA,NA
2021,55,NA,"Junior College",NA,NA
2021,78,NA,"High School",NA,NA
2021,24,NA,"High School",1,"Hardly Any"
2021,62,NA,"High School",5,"Hardly Any"
2021,70,NA,"Bachelor",3,"Hardly Any"
2021,38,NA,"Junior College",NA,NA
2021,44,NA,"Graduate",3,"Only Some"
2021,59,NA,"High School",5,"Hardly Any"
2021,NA,NA,NA,2,"Hardly Any"
2021,NA,NA,"High School",NA,NA
2021,25,NA,"Graduate",7,"Only Some"
2021,25,"Hispanic","Bachelor",1,"Only Some"
2021,74,NA,"Graduate",5,"Only Some"
2021,67,NA,"Graduate",NA,NA
2021,70,NA,"Graduate",3,"Only Some"
2021,50,NA,"High School",5,"Hardly Any"
2021,26,NA,"Bachelor",NA,NA
2021,48,NA,"Junior College",4,"Only Some"
2021,64,NA,"High School",4,"Hardly Any"
2021,36,NA,"High School",NA,NA
2021,NA,NA,"Less Than High School",7,"Only Some"
2021,54,NA,"Bachelor",6,"Hardly Any"
2021,63,NA,"Bachelor",NA,NA
2021,70,NA,"High School",NA,NA
2021,59,NA,"High School",2,"Hardly Any"
2021,59,NA,"High School",7,"Hardly Any"
2021,49,NA,"Less Than High School",NA,NA
2021,72,NA,"High School",1,"Only Some"
2021,NA,NA,"High School",7,"Hardly Any"
2021,82,NA,"Graduate",1,"Only Some"
2021,44,NA,"Graduate",NA,NA
2021,62,NA,"High School",NA,NA
2021,74,NA,"Bachelor",1,"Only Some"
2021,78,NA,"Junior College",NA,NA
2021,36,NA,"High School",1,"A Great Deal"
2021,70,NA,"Junior College",6,"Only Some"
2021,78,NA,"Less Than High School",NA,NA
2021,65,NA,"Less Than High School",NA,NA
2021,65,NA,"Junior College",NA,NA
2021,60,NA,"Bachelor",NA,NA
2021,NA,NA,"Bachelor",1,"Only Some"
2021,70,NA,"Bachelor",NA,NA
2021,61,NA,"Graduate",NA,NA
2021,37,NA,"Graduate",NA,NA
2021,70,NA,"Junior College",NA,NA
2021,60,NA,"Bachelor",7,"Hardly Any"
2021,30,NA,"Less Than High School",NA,NA
2021,30,"Hispanic","High School",1,"Hardly Any"
2021,69,NA,"Less Than High School",5,"Hardly Any"
2021,59,NA,"Less Than High School",NA,NA
2021,NA,NA,"High School",5,"Hardly Any"
2021,66,NA,"Bachelor",1,"Only Some"
2021,NA,NA,"Bachelor",NA,NA
2021,63,NA,"Graduate",5,"Hardly Any"
2021,21,NA,"High School",1,"Hardly Any"
2021,65,NA,"High School",2,"Hardly Any"
2021,67,NA,"Bachelor",NA,NA
2021,NA,NA,"Less Than High School",7,"Hardly Any"
2021,NA,NA,"High School",1,"Only Some"
2021,67,NA,"Graduate",NA,NA
2021,81,NA,"Junior College",7,"Only Some"
2021,43,NA,"Graduate",1,"Hardly Any"
2021,NA,"Hispanic","High School",1,"Hardly Any"
2021,45,NA,"Bachelor",1,"Hardly Any"
2021,42,NA,"High School",NA,NA
2021,30,NA,"High School",5,"Hardly Any"
2021,NA,NA,"High School",NA,NA
2021,66,NA,"High School",NA,NA
2021,57,NA,"Graduate",2,"Hardly Any"
2021,40,NA,"Junior College",7,"Hardly Any"
2021,70,NA,"Bachelor",5,"Hardly Any"
2021,79,NA,"Bachelor",NA,NA
2021,78,NA,"Less Than High School",1,"A Great Deal"
2021,57,NA,"High School",5,"Hardly Any"
2021,62,NA,"Bachelor",1,"Only Some"
2021,53,NA,"High School",7,"Hardly Any"
2021,41,NA,"Graduate",2,"Only Some"
2021,69,NA,"Bachelor",NA,NA
2021,56,NA,"Bachelor",2,"Only Some"
2021,64,NA,"Bachelor",3,"Hardly Any"
2021,60,NA,"High School",NA,NA
2021,66,NA,"High School",NA,NA
2021,58,NA,"Bachelor",NA,NA
2021,62,NA,"Bachelor",2,"Only Some"
2021,68,NA,"High School",4,"Only Some"
2021,55,NA,"High School",NA,NA
2021,NA,NA,"Bachelor",7,"Hardly Any"
2021,78,"Hispanic","Junior College",2,"Hardly Any"
2021,39,"Hispanic","Bachelor",3,"Hardly Any"
2021,51,NA,"Junior College",2,"Only Some"
2021,75,NA,"Graduate",4,"Only Some"
2021,25,NA,"Bachelor",4,"Hardly Any"
2021,60,NA,"Graduate",1,"Only Some"
2021,50,NA,"High School",NA,NA
2021,89,NA,"High School",7,"Hardly Any"
2021,44,NA,"Graduate",1,"Only Some"
2021,63,NA,"Junior College",NA,NA
2021,46,NA,"Graduate",NA,NA
2021,53,NA,"Bachelor",1,"Only Some"
2021,34,NA,"High School",NA,NA
2021,54,NA,"Less Than High School",NA,NA
2021,28,"Hispanic","High School",NA,NA
2021,35,"Hispanic","Junior College",NA,NA
2021,55,NA,"High School",2,"Hardly Any"
2021,34,"Hispanic","Bachelor",NA,NA
2021,72,NA,"Graduate",1,"Only Some"
2021,NA,NA,"Bachelor",5,"Only Some"
2021,NA,NA,"High School",1,"Only Some"
2021,66,NA,"Graduate",NA,NA
2021,66,NA,"Bachelor",1,"Hardly Any"
2021,52,NA,NA,NA,NA
2021,23,NA,"Bachelor",2,"A Great Deal"
2021,42,NA,"Bachelor",NA,NA
2021,27,NA,"Bachelor",2,"Only Some"
2021,39,NA,"Graduate",4,"Only Some"
2021,64,"Hispanic","Junior College",3,"Only Some"
2021,32,NA,"Bachelor",1,"Only Some"
2021,NA,NA,"Less Than High School",NA,NA
2021,49,"Hispanic","High School",NA,NA
2021,53,NA,"Junior College",7,"Hardly Any"
2021,40,NA,"Graduate",NA,NA
2021,55,NA,"Bachelor",NA,NA
2021,45,NA,"Bachelor",2,"Hardly Any"
2021,81,NA,"High School",5,"Hardly Any"
2021,68,NA,"High School",NA,NA
2021,67,NA,"Junior College",4,"Hardly Any"
2021,24,NA,"Bachelor",7,"Hardly Any"
2021,70,NA,"Graduate",1,"Only Some"
2021,44,NA,"Less Than High School",NA,NA
2021,70,NA,"High School",1,"Only Some"
2021,39,NA,"High School",1,"Hardly Any"
2021,70,NA,"High School",NA,NA
2021,41,"Hispanic","Junior College",NA,NA
2021,67,NA,"Bachelor",1,"Hardly Any"
2021,78,NA,"Less Than High School",NA,NA
2021,NA,NA,"High School",3,"Only Some"
2021,54,NA,"Bachelor",1,"Only Some"
2021,71,NA,"Bachelor",1,"Only Some"
2021,58,NA,"Bachelor",1,"Only Some"
2021,67,NA,"High School",NA,NA
2021,78,NA,"Graduate",7,"Hardly Any"
2021,41,NA,"Bachelor",6,"Hardly Any"
2021,42,NA,"High School",1,"Only Some"
2021,41,NA,"High School",NA,NA
2021,79,NA,"Junior College",NA,NA
2021,59,NA,"Junior College",7,"Hardly Any"
2021,60,NA,"Bachelor",4,"Only Some"
2021,71,NA,"Junior College",NA,NA
2021,NA,NA,"Bachelor",4,"Only Some"
2021,55,NA,"Graduate",NA,NA
2021,NA,NA,"Graduate",5,"Hardly Any"
2021,76,NA,"Graduate",3,"Only Some"
2021,29,NA,"Graduate",NA,NA
2021,31,NA,"Graduate",1,"Hardly Any"
2021,43,NA,"High School",1,"Hardly Any"
2021,75,NA,"High School",1,"Only Some"
2021,37,NA,"Junior College",4,"Hardly Any"
2021,61,NA,"Junior College",5,"Hardly Any"
2021,NA,NA,"High School",1,"Only Some"
2021,66,NA,"High School",NA,NA
2021,48,NA,"High School",6,"Hardly Any"
2021,35,NA,"High School",NA,NA
2021,71,NA,"Graduate",NA,NA
2021,57,NA,"High School",4,"Only Some"
2021,58,NA,"High School",NA,NA
2021,41,NA,"Bachelor",6,"A Great Deal"
2021,77,NA,"High School",7,"Hardly Any"
2021,74,NA,"High School",4,"Hardly Any"
2021,49,NA,"Bachelor",7,"Hardly Any"
2021,53,NA,"High School",1,"Only Some"
2021,64,NA,"Bachelor",4,"Hardly Any"
2021,67,NA,"Graduate",NA,NA
2021,85,NA,"High School",7,"Hardly Any"
2021,58,NA,"High School",1,"Hardly Any"
2021,66,NA,"High School",1,"Hardly Any"
2021,62,NA,"Bachelor",1,"Hardly Any"
2021,63,NA,"Graduate",2,"A Great Deal"
2021,47,NA,"Less Than High School",7,"Hardly Any"
2021,NA,NA,"Bachelor",7,"Hardly Any"
2021,63,NA,"Graduate",1,"Only Some"
2021,48,NA,"Bachelor",3,"Hardly Any"
2021,28,NA,"High School",7,"Hardly Any"
2021,33,NA,"Graduate",2,"Hardly Any"
2021,NA,NA,"Graduate",6,"Hardly Any"
2021,83,NA,"High School",4,"Only Some"
2021,48,NA,"Less Than High School",7,"Hardly Any"
2021,62,NA,"Junior College",5,"Only Some"
2021,75,NA,"Bachelor",2,"Only Some"
2021,64,NA,"High School",NA,NA
2021,33,NA,"Bachelor",4,"Hardly Any"
2021,58,NA,"High School",1,"Only Some"
2021,73,NA,"Bachelor",3,"Hardly Any"
2021,21,"Hispanic","Less Than High School",5,"Hardly Any"
2021,86,NA,"Less Than High School",4,NA
2021,45,NA,"Junior College",2,"Hardly Any"
2021,72,NA,"Bachelor",NA,NA
2021,49,NA,"Less Than High School",NA,NA
2021,44,NA,"Less Than High School",4,"Only Some"
2021,NA,NA,"Graduate",NA,NA
2021,44,NA,"High School",NA,NA
2021,36,NA,"Bachelor",NA,NA
2021,40,NA,"High School",NA,NA
2021,51,NA,"High School",NA,NA
2021,67,NA,"High School",7,"Hardly Any"
2021,63,NA,"Less Than High School",NA,NA
2021,70,NA,"Graduate",7,"Hardly Any"
2021,64,NA,"Bachelor",NA,NA
2021,55,NA,"Junior College",4,"Hardly Any"
2021,59,NA,"Bachelor",NA,NA
2021,81,NA,"High School",5,"Only Some"
2021,NA,NA,"Bachelor",7,"Hardly Any"
2021,61,NA,"Junior College",NA,NA
2021,56,NA,"High School",NA,NA
2021,35,NA,"Graduate",3,"Only Some"
2021,34,NA,"Graduate",NA,NA
2021,71,NA,"Graduate",NA,NA
2021,68,NA,"Graduate",3,"Only Some"
2021,73,NA,"Junior College",NA,NA
2021,49,NA,"Junior College",5,"Hardly Any"
2021,35,NA,"High School",5,"Only Some"
2021,79,NA,"High School",1,"A Great Deal"
2021,20,NA,"Less Than High School",1,"Hardly Any"
2021,86,NA,"Graduate",NA,NA
2021,75,NA,"Less Than High School",NA,NA
2021,62,NA,"High School",2,"Only Some"
2021,68,"Hispanic","Bachelor",6,"Hardly Any"
2021,29,NA,"Bachelor",2,"Hardly Any"
2021,69,NA,"Bachelor",7,"Hardly Any"
2021,39,NA,"Bachelor",NA,NA
2021,55,NA,"High School",3,"Only Some"
2021,24,NA,"High School",NA,NA
2021,48,NA,"Graduate",NA,NA
2021,31,"Hispanic","Bachelor",7,"Hardly Any"
2021,30,"Hispanic",NA,5,NA
2021,46,NA,"High School",NA,NA
2021,24,NA,"High School",1,"Hardly Any"
2021,70,NA,"Bachelor",NA,NA
2021,72,NA,"High School",1,"Only Some"
2021,42,"Hispanic","Junior College",1,"Only Some"
2021,28,"Hispanic","Junior College",3,"Only Some"
2021,86,NA,"Graduate",4,"Only Some"
2021,65,NA,"Junior College",3,"Hardly Any"
2021,24,NA,"Graduate",4,"Only Some"
2021,62,NA,"Graduate",7,"Hardly Any"
2021,25,NA,"High School",1,"Hardly Any"
2021,52,NA,"High School",NA,NA
2021,28,NA,"Bachelor",1,"Hardly Any"
2021,50,NA,"High School",NA,NA
2021,70,NA,"High School",NA,NA
2021,32,NA,"Bachelor",NA,NA
2021,36,NA,"High School",4,"Hardly Any"
2021,42,NA,"High School",1,"Only Some"
2021,70,NA,"Bachelor",7,"Hardly Any"
2021,84,NA,"Graduate",1,"Only Some"
2021,42,NA,"High School",1,"A Great Deal"
2021,31,NA,"Bachelor",1,"Only Some"
2021,76,NA,"High School",4,"Only Some"
2021,NA,NA,"Bachelor",NA,NA
2021,79,NA,"Graduate",1,"Only Some"
2021,70,NA,"Graduate",NA,NA
2021,51,NA,"High School",1,"Only Some"
2021,23,NA,"Graduate",2,"Only Some"
2021,39,NA,"Bachelor",1,"Hardly Any"
2021,69,NA,"Bachelor",NA,NA
2021,59,NA,"Graduate",NA,NA
2021,58,NA,"Graduate",4,"Hardly Any"
2021,80,NA,"Bachelor",NA,NA
2021,68,NA,"Graduate",2,"Hardly Any"
2021,58,NA,"Junior College",7,"Hardly Any"
2021,NA,NA,"Bachelor",NA,NA
2021,21,"Hispanic","High School",NA,NA
2021,44,NA,"Bachelor",NA,NA
2021,71,NA,"Graduate",3,"Hardly Any"
2021,59,NA,"Bachelor",5,"Hardly Any"
2021,20,"Hispanic","High School",4,"Hardly Any"
2021,34,NA,"High School",NA,NA
2021,56,NA,"High School",NA,NA
2021,35,NA,"Bachelor",2,"Only Some"
2021,38,NA,"Bachelor",NA,NA
2021,60,NA,"High School",5,"Hardly Any"
2021,42,NA,"High School",1,"Only Some"
2021,57,NA,"High School",1,"Only Some"
2021,70,NA,"Bachelor",1,"Only Some"
2021,57,NA,"Graduate",4,"Only Some"
2021,78,NA,"Bachelor",3,"Hardly Any"
2021,76,NA,"High School",1,"Hardly Any"
2021,72,NA,"Graduate",NA,NA
2021,56,NA,"Graduate",1,"Only Some"
2021,29,NA,"High School",1,"Hardly Any"
2021,59,NA,"Graduate",1,"Only Some"
2021,33,NA,"High School",1,"Hardly Any"
2021,57,NA,"Bachelor",1,"Only Some"
2021,35,NA,"Bachelor",NA,NA
2021,31,"Hispanic","High School",3,"Only Some"
2021,22,NA,"High School",5,"Only Some"
2021,62,NA,"High School",7,"Hardly Any"
2021,41,NA,"High School",NA,NA
2021,84,NA,"Graduate",6,"Hardly Any"
2021,36,NA,"Graduate",NA,NA
2021,33,"Hispanic","Bachelor",7,"Hardly Any"
2021,41,NA,"Bachelor",6,"Hardly Any"
2021,19,NA,"High School",1,"Hardly Any"
2021,32,NA,"Bachelor",NA,NA
2021,67,NA,"Bachelor",7,"Hardly Any"
2021,53,NA,"Graduate",NA,NA
2021,28,"Hispanic","High School",1,"Hardly Any"
2021,39,"Hispanic",NA,NA,NA
2021,25,NA,"High School",4,"Hardly Any"
2021,78,NA,"High School",NA,NA
2021,67,NA,"High School",NA,NA
2021,72,"Hispanic","High School",1,"Only Some"
2021,28,NA,"Junior College",NA,NA
2021,40,NA,"Junior College",3,"Hardly Any"
2021,80,NA,"Graduate",4,"Only Some"
2021,86,NA,"Bachelor",1,"Hardly Any"
2021,42,NA,"Bachelor",NA,NA
2021,60,NA,"High School",6,"Hardly Any"
2021,NA,NA,"Bachelor",NA,NA
2021,67,NA,"High School",1,"Hardly Any"
2021,80,NA,"Bachelor",4,"Only Some"
2021,58,NA,"Junior College",NA,NA
2021,23,NA,"High School",NA,NA
2021,68,NA,"High School",1,"Hardly Any"
2021,41,"Hispanic","Graduate",1,"Only Some"
2021,36,NA,"High School",3,"Hardly Any"
2021,29,NA,"Graduate",NA,NA
2021,56,NA,"Bachelor",1,"Only Some"
2021,21,NA,"High School",NA,NA
2021,68,NA,"High School",7,"Hardly Any"
2021,68,NA,"Graduate",NA,NA
2021,36,NA,"Bachelor",1,"Only Some"
2021,35,NA,"Graduate",NA,NA
2021,59,NA,"Bachelor",4,"Only Some"
2021,81,NA,"High School",NA,NA
2021,60,NA,"Graduate",2,"Only Some"
2021,NA,NA,"Graduate",1,"Only Some"
2021,40,"Hispanic","Bachelor",4,"Only Some"
2021,53,NA,"High School",2,"Only Some"
2021,NA,NA,"High School",1,"Only Some"
2021,25,NA,"Bachelor",NA,NA
2021,67,NA,"High School",NA,NA
2021,69,NA,"Graduate",7,"Hardly Any"
2021,57,NA,"High School",1,"Hardly Any"
2021,NA,NA,"Graduate",NA,NA
2021,38,NA,"Bachelor",1,"Hardly Any"
2021,39,NA,"Bachelor",1,"Hardly Any"
2021,42,NA,"High School",NA,NA
2021,85,NA,"Bachelor",3,"Only Some"
2021,72,NA,"Bachelor",NA,NA
2021,59,NA,"High School",3,"Hardly Any"
2021,83,NA,"High School",1,"Hardly Any"
2021,62,NA,"High School",7,"Hardly Any"
2021,65,NA,"High School",1,"Only Some"
2021,73,NA,"Graduate",NA,NA
2021,67,NA,"High School",1,"Hardly Any"
2021,76,NA,"High School",NA,NA
2021,33,"Hispanic","High School",4,"Only Some"
2021,30,"Hispanic","Less Than High School",NA,NA
2021,73,NA,"High School",3,"Only Some"
2021,63,NA,"Bachelor",7,"Hardly Any"
2021,49,NA,"Bachelor",2,"Only Some"
2021,22,NA,"Junior College",3,"Hardly Any"
2021,NA,NA,"Graduate",7,"Hardly Any"
2021,50,NA,"Junior College",NA,NA
2021,57,NA,"Graduate",NA,NA
2021,74,NA,"High School",7,"Hardly Any"
2021,61,NA,"Junior College",1,"Hardly Any"
2021,32,NA,"High School",2,"A Great Deal"
2021,31,NA,"High School",4,"Only Some"
2021,56,NA,"Bachelor",NA,NA
2021,53,NA,"Bachelor",5,"Hardly Any"
2021,65,NA,"High School",4,"Hardly Any"
2021,34,NA,"High School",NA,NA
2021,37,NA,"High School",NA,NA
2021,43,NA,"Bachelor",1,"Hardly Any"
2021,NA,NA,"High School",5,"Hardly Any"
2021,61,NA,"High School",3,"Hardly Any"
2021,37,NA,"Bachelor",5,"Hardly Any"
2021,58,NA,"Graduate",NA,NA
2021,29,NA,"Graduate",2,"Only Some"
