"id","year","childs","chldidel","parsol","kidssol"
1387,2016,2,2,"Somewhat Better","Somewhat Better"
1390,2016,2,2,"Much Better","Somewhat Worse"
1396,2016,1,2,"Much Worse","Somewhat Worse"
1399,2016,2,2,"Much Worse","Much Better"
1408,2016,0,3,"About The Same","Somewhat Better"
1412,2016,4,4,"Somewhat Better","Much Better"
1415,2016,0,2,"Somewhat Better","Somewhat Better"
1419,2016,3,2,"Somewhat Better","Somewhat Worse"
1421,2016,2,2,"About The Same","Somewhat Better"
1423,2016,0,4,"Somewhat Better","Somewhat Better"
1425,2016,0,2,"Much Better","Much Better"
1428,2016,2,2,"Somewhat Better","Somewhat Better"
1430,2016,1,2,"Much Better","Much Better"
1431,2016,1,2,"Much Worse","Much Worse"
1439,2016,2,2,"About The Same","Somewhat Worse"
1440,2016,2,2,"About The Same","Somewhat Worse"
1445,2016,1,4,"Much Better","Somewhat Worse"
1451,2016,3,2,"About The Same","About The Same"
1452,2016,0,2,"Much Better","Somewhat Worse"
1454,2016,5,2,"Somewhat Better","Somewhat Better"
1456,2016,2,2,"Much Worse","Somewhat Better"
1462,2016,0,2,"Much Worse","Much Better"
1464,2016,1,2,"About The Same","Somewhat Worse"
1469,2016,0,3,"About The Same","About The Same"
1473,2016,4,4,"Much Better","Much Better"
1482,2016,2,4,"Much Better","Much Better"
1485,2016,0,2,"Much Better","Somewhat Worse"
1487,2016,2,3,"Much Better","Much Better"
1491,2016,0,3,"Somewhat Better","Much Better"
1498,2016,2,2,"Somewhat Better","Much Better"
1501,2016,2,3,"Much Better","Somewhat Better"
1504,2016,1,2,"Somewhat Better","About The Same"
1509,2016,2,2,"Much Better","About The Same"
1512,2016,0,3,"Much Better","About The Same"
1515,2016,0,2,"Much Better","About The Same"
1521,2016,2,2,"Much Better","Somewhat Better"
1524,2016,4,2,"Somewhat Better","Much Better"
1527,2016,1,3,"Somewhat Worse","Somewhat Better"
1533,2016,0,2,"About The Same","Somewhat Better"
1538,2016,2,2,"Much Better","About The Same"
1541,2016,2,4,"Somewhat Better","Somewhat Better"
1543,2016,1,2,"Much Worse","Much Better"
1545,2016,2,2,"Much Worse","Somewhat Better"
1548,2016,3,3,"Much Better","Much Better"
1550,2016,1,2,"About The Same","Somewhat Worse"
1551,2016,4,4,"Somewhat Worse","Much Better"
1552,2016,1,2,"Somewhat Worse","About The Same"
1558,2016,3,2,"Somewhat Better","Somewhat Better"
1564,2016,0,2,"Much Better","Somewhat Better"
1571,2016,2,1,"Somewhat Better","Somewhat Better"
1578,2016,2,2,"About The Same","Somewhat Worse"
1589,2016,0,2,"Much Worse","Much Worse"
1592,2016,1,2,"Somewhat Better","Somewhat Better"
1607,2016,3,3,"Somewhat Better","Somewhat Better"
1611,2016,3,3,"Much Better","Much Worse"
1614,2016,2,2,"Somewhat Better","Much Better"
1616,2016,3,3,"About The Same","Somewhat Better"
1619,2016,0,2,"Much Worse","Much Worse"
1621,2016,0,2,"Somewhat Better","About The Same"
1623,2016,3,4,"Much Better","Much Better"
1633,2016,4,3,"About The Same","Somewhat Better"
1635,2016,2,3,"Much Better","Somewhat Better"
1636,2016,2,1,"Somewhat Worse","Much Better"
1637,2016,1,2,"About The Same","Somewhat Worse"
1640,2016,1,2,"Somewhat Worse","Somewhat Worse"
1642,2016,2,2,"Somewhat Worse","About The Same"
1645,2016,2,3,"About The Same","Somewhat Better"
1646,2016,3,4,"About The Same","Somewhat Worse"
1652,2016,2,2,"Much Worse","Much Better"
1656,2016,2,0,"Much Better","Much Worse"
1659,2016,2,3,"Much Better","Somewhat Better"
1661,2016,1,2,"Much Better","Somewhat Worse"
1665,2016,3,2,"About The Same","About The Same"
1670,2016,0,3,"Much Better","Somewhat Better"
1677,2016,1,1,"About The Same","Somewhat Better"
1681,2016,1,1,"Much Better","Somewhat Worse"
1685,2016,1,2,"Much Better","Somewhat Better"
1688,2016,1,1,"About The Same","Much Better"
1689,2016,2,3,"About The Same","Somewhat Worse"
1694,2016,1,2,"About The Same","Somewhat Better"
1696,2016,2,4,"About The Same","About The Same"
1698,2016,2,2,"Somewhat Worse","Somewhat Better"
1707,2016,1,2,"Much Better","Much Better"
1711,2016,3,3,"Much Better","Somewhat Better"
1714,2016,0,2,"Much Better","Much Better"
1716,2016,0,2,"Somewhat Better","About The Same"
1723,2016,2,4,"Much Better","Much Better"
1725,2016,0,3,"Much Better","Much Better"
1728,2016,4,4,"About The Same","Much Better"
1731,2016,0,3,"Much Better","Somewhat Better"
1735,2016,2,2,"Much Better","Much Better"
1736,2016,2,2,"Much Better","Much Worse"
1738,2016,0,3,"Somewhat Better","Somewhat Worse"
1745,2016,4,2,"About The Same","Somewhat Better"
1747,2016,3,3,"About The Same","Much Better"
1761,2016,2,4,"About The Same","Somewhat Better"
1762,2016,1,2,"About The Same","About The Same"
1767,2016,4,3,"Somewhat Worse","Somewhat Better"
1772,2016,4,2,"Somewhat Worse","Much Better"
1778,2016,3,4,"Much Worse","Much Worse"
1784,2016,4,2,"Somewhat Better","About The Same"
1786,2016,1,3,"Somewhat Better","Much Better"
1789,2016,4,3,"Somewhat Worse","Much Better"
1790,2016,2,3,"Somewhat Worse","Somewhat Better"
1793,2016,2,2,"Somewhat Better","Somewhat Better"
1796,2016,1,2,"Much Better","Much Better"
1797,2016,0,3,"Somewhat Better","Much Worse"
1802,2016,2,2,"Somewhat Better","About The Same"
1805,2016,3,3,"Much Better","Much Better"
1808,2016,0,2,"Much Better","Somewhat Better"
1811,2016,2,2,"About The Same","Somewhat Better"
1814,2016,2,2,"About The Same","Much Better"
1816,2016,3,2,"Much Better","About The Same"
1822,2016,4,2,"About The Same","Somewhat Better"
1832,2016,6,2,"Somewhat Better","About The Same"
1834,2016,2,2,"Somewhat Better","Much Better"
1837,2016,3,2,"Somewhat Better","About The Same"
1839,2016,3,3,"Somewhat Worse","Somewhat Worse"
1845,2016,2,3,"Somewhat Better","Somewhat Worse"
1848,2016,2,2,"Much Better","About The Same"
1852,2016,2,3,"About The Same","Somewhat Worse"
1853,2016,0,4,"About The Same","Much Better"
1858,2016,2,3,"Somewhat Better","Somewhat Worse"
1862,2016,2,4,"Much Better","Much Better"
1864,2016,2,4,"Much Better","Somewhat Worse"
1870,2016,1,2,"About The Same","About The Same"
1872,2016,3,2,"Much Worse","Much Worse"
1876,2016,2,2,"About The Same","Somewhat Worse"
1879,2016,1,2,"Much Better","About The Same"
1882,2016,2,2,"Much Better","Much Better"
1885,2016,2,3,"Somewhat Worse","Much Better"
1892,2016,0,3,"Somewhat Better","Somewhat Better"
1894,2016,0,5,"Somewhat Better","Much Better"
1897,2016,3,2,"Much Better","Somewhat Worse"
1907,2016,1,5,"About The Same","Somewhat Better"
1919,2016,1,3,"About The Same","About The Same"
1921,2016,6,2,"Somewhat Worse","Somewhat Worse"
1927,2016,2,4,"Somewhat Better","About The Same"
1929,2016,2,4,"Somewhat Better","Much Better"
1942,2016,0,2,"Somewhat Better","Somewhat Better"
1952,2016,0,2,"Somewhat Better","Much Better"
1954,2016,2,2,"About The Same","About The Same"
1956,2016,2,2,"About The Same","About The Same"
1958,2016,2,2,"Much Better","Somewhat Better"
1960,2016,1,2,"Much Better","About The Same"
1963,2016,2,2,"About The Same","Somewhat Better"
1967,2016,4,2,"About The Same","About The Same"
1974,2016,2,2,"Somewhat Better","Somewhat Better"
1982,2016,0,2,"About The Same","About The Same"
1987,2016,2,2,"Somewhat Better","Somewhat Better"
1989,2016,1,2,"Somewhat Worse","Much Better"
1992,2016,2,3,"About The Same","Somewhat Better"
1994,2016,6,2,"Somewhat Better","Much Worse"
1996,2016,2,2,"Somewhat Better","Somewhat Worse"
1998,2016,3,2,"Much Better","About The Same"
2000,2016,2,1,"Somewhat Better","About The Same"
2010,2016,0,3,"Much Better","About The Same"
2014,2016,2,3,"Somewhat Better","Somewhat Better"
2018,2016,0,2,"About The Same","Somewhat Better"
2022,2016,3,2,"Much Better","Much Better"
2030,2016,1,2,"Somewhat Better","Much Better"
2034,2016,2,2,"Somewhat Worse","Much Better"
2037,2016,2,3,"Somewhat Better","About The Same"
2043,2016,0,3,"Somewhat Better","Much Better"
2047,2016,0,4,"About The Same","Much Better"
2053,2016,2,2,"Much Better","Somewhat Better"
2055,2016,2,2,"About The Same","Somewhat Better"
2057,2016,1,1,"Much Better","Much Better"
2061,2016,1,2,"Much Better","Somewhat Better"
2064,2016,6,4,"Somewhat Better","Somewhat Better"
2068,2016,2,2,"Much Worse","About The Same"
2069,2016,0,3,"Much Better","About The Same"
2070,2016,0,2,"Somewhat Better","Somewhat Better"
2071,2016,0,4,"Somewhat Better","Much Worse"
2076,2016,1,4,"About The Same","Somewhat Better"
2081,2016,3,3,"Much Worse","Much Better"
2086,2016,1,2,"Somewhat Worse","Much Better"
2090,2016,5,2,"Much Better","Much Better"
2095,2016,3,2,"Much Better","About The Same"
2112,2016,2,3,"About The Same","Somewhat Better"
2113,2016,1,2,"Much Worse","Somewhat Worse"
2115,2016,2,3,"About The Same","Much Better"
2117,2016,2,2,"About The Same","About The Same"
2121,2016,4,2,"About The Same","About The Same"
2122,2016,0,2,"Somewhat Worse","About The Same"
2134,2016,1,2,"Somewhat Better","Somewhat Better"
2137,2016,2,2,"Somewhat Better","Somewhat Worse"
2140,2016,1,2,"Much Better","Much Worse"
2142,2016,1,2,"About The Same","About The Same"
2146,2016,4,3,"Somewhat Worse","Somewhat Better"
2148,2016,1,3,"Much Worse","Somewhat Better"
2150,2016,3,2,"Much Better","Somewhat Better"
2153,2016,2,2,"Somewhat Better","Somewhat Better"
2155,2016,3,3,"Much Better","Somewhat Better"
2159,2016,2,2,"Much Better","Much Better"
2161,2016,1,4,"Somewhat Worse","Much Worse"
2165,2016,3,2,"Much Better","Much Better"
2166,2016,4,2,"Somewhat Worse","Much Better"
2168,2016,0,2,"Much Better","Somewhat Better"
2177,2016,3,2,"Somewhat Worse","Somewhat Better"
2183,2016,0,3,"Somewhat Better","Much Better"
2186,2016,0,2,"Much Better","About The Same"
2188,2016,2,3,"Much Better","Much Better"
2190,2016,2,2,"Much Better","Somewhat Worse"
2194,2016,2,5,"Much Better","Much Better"
2199,2016,2,2,"Somewhat Better","Somewhat Better"
2205,2016,1,3,"Somewhat Better","Much Better"
2207,2016,0,3,"Somewhat Better","Much Better"
2212,2016,0,3,"Somewhat Worse","Somewhat Better"
2215,2016,5,2,"Somewhat Worse","Much Better"
2217,2016,0,4,"Somewhat Better","Somewhat Worse"
2219,2016,1,3,"Somewhat Better","Somewhat Better"
2224,2016,0,2,"Somewhat Better","About The Same"
2228,2016,5,3,"About The Same","Somewhat Better"
2231,2016,2,2,"About The Same","About The Same"
2232,2016,1,3,"About The Same","Somewhat Better"
2237,2016,0,3,"Somewhat Worse","Much Better"
2241,2016,0,2,"Much Better","Much Better"
2242,2016,5,2,"Much Worse","Somewhat Better"
2244,2016,2,2,"Somewhat Better","Much Better"
2246,2016,0,4,"Somewhat Better","Much Better"
2248,2016,2,2,"Somewhat Better","About The Same"
2249,2016,4,4,"Somewhat Worse","Much Better"
2252,2016,4,3,"Somewhat Worse","Much Better"
2255,2016,1,2,"Somewhat Better","Somewhat Better"
2257,2016,4,4,"Somewhat Better","Somewhat Better"
2260,2016,4,4,"Somewhat Better","Somewhat Better"
2261,2016,6,2,"Much Worse","Much Better"
2263,2016,3,2,"Somewhat Worse","Much Worse"
2267,2016,0,2,"Much Better","Somewhat Worse"
2276,2016,0,4,"About The Same","About The Same"
2278,2016,3,3,"Much Worse","Much Better"
2291,2016,0,2,"Somewhat Better","Somewhat Better"
2297,2016,2,2,"Much Better","Somewhat Better"
2299,2016,3,4,"Much Better","Much Better"
2303,2016,1,2,"Somewhat Better","Much Better"
2306,2016,3,3,"Much Worse","Much Better"
2331,2016,1,2,"Much Worse","Somewhat Better"
2332,2016,1,4,"Much Better","Much Better"
2348,2016,2,3,"Somewhat Better","About The Same"
2350,2016,4,3,"Much Better","Somewhat Worse"
2352,2016,2,2,"Somewhat Better","Somewhat Worse"
2354,2016,2,2,"About The Same","Much Better"
2357,2016,1,2,"Somewhat Better","Somewhat Better"
2358,2016,3,3,"About The Same","About The Same"
2362,2016,1,3,"About The Same","About The Same"
2363,2016,0,2,"About The Same","Somewhat Better"
2367,2016,2,3,"Much Better","Somewhat Worse"
2370,2016,0,3,"About The Same","Much Worse"
2372,2016,6,3,"Somewhat Worse","Much Better"
2377,2016,3,3,"Much Better","Much Better"
2378,2016,1,3,"About The Same","Somewhat Better"
2383,2016,0,4,"Much Better","Much Better"
2388,2016,3,3,"Much Worse","Much Worse"
2393,2016,1,2,"About The Same","About The Same"
2401,2016,0,4,"Much Better","Much Better"
2405,2016,3,5,"Much Better","Much Better"
2413,2016,2,2,"Somewhat Worse","Much Better"
2414,2016,2,2,"About The Same","Somewhat Worse"
2419,2016,4,2,"Much Better","Somewhat Better"
2431,2016,0,2,"Somewhat Better","About The Same"
2433,2016,2,2,"Somewhat Better","Much Better"
2447,2016,0,2,"Somewhat Better","Somewhat Better"
2449,2016,2,4,"Much Better","Somewhat Better"
2454,2016,0,2,"Somewhat Better","About The Same"
2456,2016,0,3,"About The Same","Somewhat Better"
2458,2016,2,3,"Somewhat Better","About The Same"
2460,2016,2,2,"Much Better","Much Better"
2461,2016,1,2,"Much Better","Somewhat Better"
2463,2016,2,3,"About The Same","Somewhat Better"
2466,2016,0,2,"Somewhat Better","Somewhat Worse"
2472,2016,0,3,"Somewhat Worse","About The Same"
2474,2016,0,3,"Somewhat Worse","Somewhat Better"
2476,2016,0,2,"About The Same","About The Same"
2478,2016,0,2,"Much Better","About The Same"
2485,2016,2,2,"About The Same","Somewhat Better"
2488,2016,4,2,"Somewhat Better","Somewhat Better"
2495,2016,0,3,"About The Same","Much Better"
2498,2016,2,4,"About The Same","Somewhat Worse"
2500,2016,2,2,"Somewhat Better","Somewhat Better"
2504,2016,3,2,"About The Same","Somewhat Better"
2507,2016,3,3,"Somewhat Better","Much Worse"
2512,2016,0,3,"Somewhat Better","Somewhat Better"
2515,2016,0,3,"About The Same","Much Better"
2518,2016,0,2,"Much Better","About The Same"
2522,2016,3,3,"About The Same","Somewhat Better"
2526,2016,1,3,"Somewhat Better","About The Same"
2530,2016,0,2,"Much Better","Much Better"
2531,2016,3,5,"About The Same","Somewhat Worse"
2536,2016,2,2,"Somewhat Better","About The Same"
2538,2016,2,2,"Much Better","About The Same"
2543,2016,2,2,"Somewhat Better","Somewhat Worse"
2545,2016,4,4,"Somewhat Better","Somewhat Worse"
2546,2016,0,2,"Somewhat Better","Somewhat Better"
2547,2016,2,2,"Somewhat Better","Much Better"
2549,2016,0,2,"Somewhat Better","Much Better"
2557,2016,0,2,"About The Same","Somewhat Worse"
2561,2016,3,4,"Somewhat Better","Somewhat Better"
2562,2016,3,2,"About The Same","About The Same"
2567,2016,4,3,"Somewhat Worse","Somewhat Better"
2572,2016,3,2,"Much Worse","Much Worse"
2573,2016,1,2,"About The Same","Somewhat Worse"
2580,2016,2,2,"Somewhat Worse","Somewhat Better"
2582,2016,5,3,"Somewhat Better","Much Better"
2583,2016,5,2,"Somewhat Worse","Much Worse"
2591,2016,3,4,"Somewhat Worse","Much Better"
2595,2016,5,5,"Somewhat Better","Somewhat Better"
2598,2016,5,3,"About The Same","Much Better"
2599,2016,3,3,"Somewhat Better","Much Better"
2602,2016,3,3,"Somewhat Worse","Somewhat Better"
2605,2016,2,3,"Much Worse","Somewhat Better"
2609,2016,2,2,"About The Same","Somewhat Better"
2610,2016,4,2,"Somewhat Better","Somewhat Better"
2611,2016,2,2,"Somewhat Better","Somewhat Better"
2625,2016,2,2,"Much Better","Much Better"
2627,2016,2,2,"Somewhat Better","Somewhat Better"
2635,2016,2,2,"Somewhat Better","Somewhat Better"
2640,2016,2,2,"Much Better","Much Better"
2642,2016,0,2,"About The Same","Somewhat Better"
2651,2016,0,4,"Somewhat Better","Much Better"
2654,2016,3,3,"Somewhat Better","Much Better"
2657,2016,2,4,"Somewhat Better","Somewhat Better"
2659,2016,1,2,"Much Better","About The Same"
2662,2016,3,3,"Much Worse","Much Better"
2663,2016,4,3,"Much Better","Much Better"
2667,2016,0,2,"About The Same","About The Same"
2671,2016,0,4,"Much Better","Somewhat Better"
2673,2016,4,4,"About The Same","Much Better"
2676,2016,6,6,"Somewhat Better","Much Worse"
2678,2016,3,4,"Much Better","About The Same"
2682,2016,0,3,"About The Same","Somewhat Better"
2684,2016,0,2,"About The Same","Somewhat Worse"
2686,2016,2,2,"Somewhat Better","About The Same"
2695,2016,2,2,"About The Same","Somewhat Worse"
2698,2016,4,2,"Much Better","About The Same"
2701,2016,1,2,"Much Worse","About The Same"
2707,2016,4,4,"About The Same","About The Same"
2710,2016,4,5,"About The Same","Much Better"
2713,2016,3,3,"About The Same","Somewhat Worse"
2716,2016,0,2,"Somewhat Better","Somewhat Better"
2719,2016,2,2,"Somewhat Worse","Somewhat Worse"
2723,2016,5,2,"Somewhat Better","About The Same"
2732,2016,1,2,"About The Same","Much Worse"
2735,2016,2,2,"About The Same","About The Same"
2741,2016,2,2,"Much Better","Much Better"
2745,2016,2,2,"Much Better","About The Same"
2747,2016,3,2,"Somewhat Better","Somewhat Worse"
2751,2016,1,2,"Somewhat Better","Somewhat Better"
2754,2016,2,3,"Much Better","Much Better"
2755,2016,2,2,"Somewhat Better","Much Worse"
2763,2016,5,3,"Much Worse","Much Better"
2766,2016,3,2,"Somewhat Better","Much Better"
2770,2016,3,5,"Somewhat Better","Much Better"
2771,2016,4,4,"Somewhat Better","Somewhat Better"
2773,2016,0,4,"Somewhat Better","Somewhat Better"
2776,2016,1,2,"About The Same","About The Same"
2781,2016,2,4,"Much Better","Much Better"
2784,2016,0,1,"Much Better","Much Better"
2791,2016,2,0,"Much Better","Somewhat Better"
2794,2016,6,4,"Somewhat Better","Somewhat Better"
2798,2016,0,2,"Much Better","Much Worse"
2801,2016,0,2,"About The Same","Somewhat Better"
2803,2016,2,3,"About The Same","Somewhat Better"
2804,2016,5,4,"Somewhat Better","About The Same"
2811,2016,5,1,"Much Better","Somewhat Worse"
2813,2016,2,2,"Much Better","Much Worse"
2814,2016,3,3,"About The Same","Much Better"
2817,2016,3,1,"Somewhat Worse","Much Better"
2821,2016,3,2,"About The Same","Somewhat Better"
2827,2016,0,2,"About The Same","Somewhat Better"
2830,2016,2,3,"Much Better","About The Same"
2831,2016,1,2,"Much Better","Much Worse"
2839,2016,1,2,"Somewhat Better","About The Same"
2840,2016,2,1,"Somewhat Better","Somewhat Better"
2841,2016,0,2,"About The Same","Much Better"
2844,2016,4,3,"Much Better","Much Better"
2853,2016,2,3,"Much Better","Somewhat Worse"
2858,2016,3,3,"Much Better","Much Better"
2859,2016,0,3,"Somewhat Worse","Somewhat Worse"
2860,2016,2,3,"Much Worse","Much Worse"
2863,2016,2,2,"About The Same","About The Same"
2865,2016,4,2,"About The Same","About The Same"
3,2018,2,2,"About The Same","Somewhat Better"
4,2018,2,2,"Somewhat Better","About The Same"
9,2018,4,2,"Much Worse","Much Better"
10,2018,2,2,"Much Better","Somewhat Better"
12,2018,3,3,"Somewhat Worse","Somewhat Better"
15,2018,2,2,"Somewhat Worse","Somewhat Better"
20,2018,0,3,"Much Better","Somewhat Better"
23,2018,1,2,"Somewhat Worse","Much Better"
29,2018,3,4,"About The Same","About The Same"
35,2018,3,3,"Much Better","Much Better"
39,2018,1,2,"Much Better","Somewhat Better"
43,2018,1,2,"Somewhat Better","About The Same"
46,2018,3,2,"Much Better","Much Better"
47,2018,2,2,"Somewhat Better","Somewhat Better"
48,2018,3,3,"Much Better","About The Same"
49,2018,1,2,"Somewhat Better","Somewhat Better"
55,2018,2,2,"Much Better","Much Better"
57,2018,2,1,"Somewhat Better","About The Same"
60,2018,2,3,"Somewhat Better","Much Better"
62,2018,3,0,"About The Same","Much Better"
65,2018,4,5,"Somewhat Worse","Much Better"
70,2018,3,2,"About The Same","Much Better"
71,2018,0,3,"Somewhat Better","Somewhat Better"
72,2018,0,2,"About The Same","Somewhat Worse"
78,2018,3,3,"Somewhat Better","About The Same"
83,2018,1,2,"Somewhat Better","Much Better"
86,2018,0,2,"Much Better","Somewhat Better"
90,2018,0,1,"About The Same","Somewhat Worse"
93,2018,0,2,"Somewhat Better","Much Better"
107,2018,0,3,"About The Same","About The Same"
112,2018,1,2,"Much Better","About The Same"
115,2018,3,3,"Much Better","Somewhat Worse"
117,2018,2,2,"Somewhat Better","Somewhat Better"
126,2018,0,2,"Somewhat Worse","Somewhat Worse"
131,2018,4,3,"About The Same","Much Better"
133,2018,3,2,"About The Same","Somewhat Better"
136,2018,0,4,"Much Better","About The Same"
139,2018,2,3,"Much Better","About The Same"
145,2018,3,3,"Much Better","Much Better"
147,2018,0,3,"Somewhat Better","Somewhat Better"
150,2018,2,2,"Much Better","About The Same"
153,2018,1,4,"Somewhat Worse","Much Better"
159,2018,5,3,"About The Same","Much Better"
166,2018,1,2,"Somewhat Worse","Somewhat Worse"
172,2018,1,2,"Much Better","Much Better"
176,2018,2,2,"Much Better","About The Same"
179,2018,0,2,"Somewhat Better","About The Same"
182,2018,4,2,"Somewhat Better","Somewhat Better"
184,2018,0,3,"Much Better","Somewhat Better"
187,2018,3,3,"Much Better","Much Better"
190,2018,1,3,"Somewhat Worse","Somewhat Worse"
197,2018,3,2,"Much Better","Much Better"
206,2018,1,2,"Somewhat Worse","Much Better"
208,2018,2,2,"Somewhat Better","Much Better"
212,2018,2,2,"Much Better","About The Same"
214,2018,0,3,"Much Better","Much Better"
226,2018,2,3,"Much Worse","Somewhat Better"
230,2018,1,5,"Somewhat Better","Much Better"
232,2018,2,2,"Somewhat Better","About The Same"
239,2018,4,2,"About The Same","Somewhat Worse"
243,2018,3,3,"About The Same","Much Better"
245,2018,0,3,"About The Same","Much Better"
252,2018,2,2,"Much Better","Somewhat Better"
253,2018,3,3,"Much Worse","Much Better"
260,2018,3,2,"About The Same","Much Better"
264,2018,1,2,"About The Same","Somewhat Worse"
266,2018,0,2,"Somewhat Better","About The Same"
268,2018,1,2,"Much Better","Somewhat Worse"
276,2018,1,2,"Much Better","Somewhat Better"
280,2018,3,4,"Somewhat Worse","Much Worse"
286,2018,2,2,"Somewhat Better","Somewhat Worse"
289,2018,3,4,"About The Same","Much Better"
293,2018,2,2,"Much Better","Much Better"
297,2018,0,2,"About The Same","About The Same"
301,2018,1,2,"Much Better","Much Better"
309,2018,2,3,"Somewhat Better","Much Better"
326,2018,4,2,"About The Same","Much Better"
329,2018,0,3,"Much Better","Much Better"
333,2018,3,2,"Somewhat Better","Somewhat Better"
334,2018,2,4,"Somewhat Better","Much Better"
337,2018,0,2,"About The Same","Somewhat Worse"
344,2018,4,4,"Much Better","About The Same"
347,2018,2,2,"Somewhat Better","Somewhat Worse"
351,2018,1,3,"Much Better","Much Better"
358,2018,3,3,"Much Better","Much Better"
361,2018,4,2,"Much Better","Much Better"
363,2018,2,3,"Much Better","Somewhat Better"
369,2018,0,2,"Somewhat Better","About The Same"
374,2018,4,2,"Much Better","Much Better"
377,2018,0,2,"Much Better","Somewhat Better"
381,2018,2,2,"Somewhat Better","Somewhat Better"
387,2018,0,2,"Somewhat Worse","About The Same"
404,2018,2,2,"Much Better","Much Better"
406,2018,2,2,"Much Better","About The Same"
408,2018,3,3,"About The Same","Much Better"
409,2018,3,4,"Much Worse","Somewhat Better"
414,2018,1,3,"Much Better","Much Better"
419,2018,3,2,"Much Better","Somewhat Better"
421,2018,2,2,"Much Better","About The Same"
423,2018,2,3,"About The Same","About The Same"
425,2018,2,3,"About The Same","Somewhat Better"
429,2018,0,2,"Much Worse","Somewhat Worse"
439,2018,2,2,"Much Better","Somewhat Worse"
446,2018,0,3,"Somewhat Better","Much Better"
450,2018,5,4,"About The Same","Somewhat Better"
453,2018,4,4,"Somewhat Better","Much Worse"
460,2018,0,3,"Much Better","Much Better"
464,2018,1,2,"About The Same","Somewhat Better"
467,2018,2,3,"Somewhat Worse","Somewhat Worse"
468,2018,2,2,"Much Better","Much Worse"
470,2018,1,2,"About The Same","Much Better"
478,2018,2,2,"Much Better","Somewhat Better"
482,2018,0,3,"About The Same","Somewhat Worse"
489,2018,3,4,"Somewhat Better","About The Same"
491,2018,2,2,"Much Better","Much Better"
499,2018,5,5,"Much Better","Much Better"
501,2018,0,3,"About The Same","Somewhat Better"
507,2018,2,2,"Much Better","About The Same"
510,2018,2,2,"Much Better","Much Better"
520,2018,2,2,"Much Better","Much Better"
522,2018,1,4,"Somewhat Better","Much Better"
523,2018,3,2,"Somewhat Better","Somewhat Better"
526,2018,2,2,"About The Same","Somewhat Better"
528,2018,4,2,"Somewhat Better","Somewhat Worse"
532,2018,6,2,"Much Worse","Somewhat Better"
533,2018,1,2,"Much Better","Much Better"
545,2018,2,2,"Much Better","Somewhat Better"
552,2018,1,2,"Much Better","Somewhat Better"
557,2018,3,4,"Much Better","About The Same"
559,2018,3,2,"Much Better","About The Same"
561,2018,2,3,"About The Same","Somewhat Better"
562,2018,2,2,"About The Same","About The Same"
567,2018,2,2,"Somewhat Better","Somewhat Better"
569,2018,3,3,"About The Same","About The Same"
571,2018,0,2,"Somewhat Worse","About The Same"
573,2018,0,0,"Somewhat Worse","Much Worse"
579,2018,3,2,"Somewhat Better","Much Better"
581,2018,0,2,"Much Worse","About The Same"
584,2018,1,2,"Somewhat Worse","Somewhat Worse"
586,2018,3,2,"Somewhat Better","Somewhat Worse"
587,2018,2,2,"Much Better","Somewhat Worse"
588,2018,1,1,"Much Better","Much Better"
590,2018,2,2,"Much Better","Much Better"
591,2018,0,3,"Much Better","Much Better"
593,2018,4,2,"About The Same","Much Better"
595,2018,3,6,"Much Worse","Somewhat Worse"
596,2018,1,2,"Somewhat Better","Somewhat Worse"
599,2018,1,3,"Somewhat Better","About The Same"
600,2018,0,2,"Somewhat Better","Much Better"
602,2018,1,2,"Much Better","Much Better"
603,2018,3,3,"Somewhat Worse","Much Worse"
607,2018,4,4,"Somewhat Better","Somewhat Better"
614,2018,1,4,"Somewhat Better","Much Better"
615,2018,3,4,"Somewhat Better","Somewhat Better"
618,2018,2,2,"About The Same","Much Better"
620,2018,4,3,"About The Same","Somewhat Better"
621,2018,2,3,"Much Better","Much Better"
623,2018,1,2,"Somewhat Better","Somewhat Better"
632,2018,3,4,"Much Worse","Much Better"
634,2018,1,4,"Somewhat Worse","Somewhat Worse"
637,2018,1,3,"Somewhat Better","Somewhat Better"
639,2018,1,3,"Much Better","Much Better"
640,2018,3,3,"About The Same","Much Better"
643,2018,2,2,"Somewhat Better","About The Same"
648,2018,2,2,"Much Better","Much Better"
649,2018,0,4,"Somewhat Better","Somewhat Better"
651,2018,5,5,"Much Better","Much Better"
655,2018,2,4,"Somewhat Better","Much Better"
657,2018,2,3,"Much Better","Much Better"
671,2018,2,3,"Much Better","Much Better"
678,2018,4,3,"About The Same","Somewhat Better"
679,2018,4,4,"Much Worse","Much Better"
682,2018,0,2,"About The Same","Somewhat Better"
684,2018,2,2,"Much Better","Somewhat Worse"
692,2018,3,2,"About The Same","Somewhat Better"
695,2018,1,2,"Much Better","Much Better"
697,2018,4,2,"Much Better","Much Worse"
701,2018,3,3,"About The Same","Much Better"
703,2018,3,3,"Much Better","About The Same"
707,2018,5,6,"About The Same","Much Better"
709,2018,1,2,"Somewhat Better","Somewhat Better"
722,2018,2,3,"Somewhat Better","Much Better"
726,2018,3,5,"Much Better","Much Better"
727,2018,2,2,"About The Same","Somewhat Better"
730,2018,0,2,"Somewhat Better","Somewhat Worse"
733,2018,3,2,"Much Better","Much Better"
743,2018,4,4,"Much Better","Much Better"
747,2018,1,4,"About The Same","Much Better"
753,2018,0,4,"About The Same","Somewhat Better"
