"id","year","childs","chldidel","parsol","kidssol"
1518,2014,6,2,"Somewhat Worse","Somewhat Worse"
1522,2014,4,2,"Somewhat Worse","Somewhat Worse"
1523,2014,0,2,"About The Same","Somewhat Better"
1526,2014,0,3,"Much Better","Somewhat Worse"
1527,2014,4,3,"About The Same","About The Same"
1528,2014,0,3,"Much Better","Somewhat Better"
1529,2014,3,3,"Much Better","Somewhat Worse"
1535,2014,0,2,"Somewhat Better","Somewhat Better"
1545,2014,0,2,"About The Same","Somewhat Better"
1546,2014,1,2,"Somewhat Worse","Somewhat Better"
1548,2014,3,2,"Much Better","About The Same"
1549,2014,1,2,"About The Same","Somewhat Better"
1550,2014,1,3,"Much Better","Somewhat Better"
1556,2014,1,3,"Much Better","Somewhat Better"
1558,2014,2,2,"Somewhat Better","Somewhat Better"
1559,2014,3,3,"Much Better","Somewhat Worse"
1566,2014,2,2,"Much Better","Somewhat Worse"
1576,2014,3,2,"About The Same","Much Worse"
1585,2014,0,4,"Much Better","Much Worse"
1591,2014,1,2,"Much Better","Much Better"
1597,2014,3,3,"About The Same","Much Worse"
1602,2014,1,2,"Somewhat Better","Somewhat Worse"
1603,2014,0,2,"Somewhat Better","Much Better"
1609,2014,3,2,"Somewhat Worse","Somewhat Worse"
1622,2014,2,3,"Much Better","Much Better"
1626,2014,3,3,"Much Worse","Much Better"
1639,2014,3,2,"Somewhat Worse","Somewhat Worse"
1640,2014,2,4,"Much Worse","Much Worse"
1647,2014,2,4,"Much Better","Much Better"
1655,2014,2,2,"Much Better","About The Same"
1656,2014,1,1,"Much Worse","Much Worse"
1657,2014,1,2,"Somewhat Worse","Somewhat Worse"
1658,2014,3,4,"Somewhat Worse","Somewhat Better"
1661,2014,2,3,"Much Worse","Much Better"
1664,2014,2,2,"Much Better","Much Better"
1669,2014,3,2,"Somewhat Better","Much Worse"
1673,2014,2,2,"About The Same","Somewhat Worse"
1689,2014,2,4,"Somewhat Better","Much Worse"
1690,2014,0,3,"About The Same","Somewhat Worse"
1691,2014,3,2,"Much Better","Somewhat Worse"
1703,2014,2,4,"Somewhat Better","Much Better"
1708,2014,3,3,"Much Better","Much Better"
1725,2014,0,3,"Somewhat Worse","Much Better"
1731,2014,2,3,"Somewhat Better","Much Better"
1736,2014,2,2,"Somewhat Better","About The Same"
1741,2014,0,2,"Somewhat Better","Much Better"
1744,2014,2,3,"Somewhat Better","Somewhat Better"
1750,2014,4,3,"Much Better","Somewhat Better"
1751,2014,4,2,"About The Same","About The Same"
1752,2014,1,2,"About The Same","Somewhat Better"
1763,2014,0,2,"Somewhat Worse","Much Worse"
1764,2014,3,2,"Much Better","Somewhat Better"
1767,2014,3,2,"Somewhat Worse","Somewhat Better"
1771,2014,0,3,"About The Same","Somewhat Better"
1780,2014,2,2,"About The Same","Somewhat Worse"
1781,2014,3,3,"Much Better","About The Same"
1782,2014,0,2,"Much Better","About The Same"
1784,2014,2,2,"Somewhat Better","Somewhat Worse"
1790,2014,0,2,"Much Better","About The Same"
1796,2014,3,2,"Much Better","Somewhat Worse"
1802,2014,1,3,"Somewhat Worse","Somewhat Worse"
1803,2014,1,2,"Much Better","Somewhat Worse"
1804,2014,4,4,"About The Same","About The Same"
1811,2014,2,3,"Much Better","Somewhat Better"
1814,2014,4,4,"About The Same","About The Same"
1831,2014,0,3,"About The Same","Somewhat Better"
1838,2014,1,3,"About The Same","Somewhat Worse"
1840,2014,0,3,"Somewhat Better","Much Better"
1843,2014,1,2,"Much Better","Somewhat Worse"
1869,2014,1,3,"Somewhat Worse","Somewhat Better"
1876,2014,1,2,"Much Better","About The Same"
1884,2014,3,2,"About The Same","Somewhat Better"
1890,2014,2,2,"About The Same","Somewhat Better"
1893,2014,2,3,"Much Better","About The Same"
1896,2014,2,2,"About The Same","Somewhat Better"
1899,2014,0,3,"Somewhat Better","Much Better"
1901,2014,2,2,"Much Worse","Much Better"
1910,2014,2,3,"Much Better","Much Better"
1911,2014,4,2,"Much Better","Somewhat Better"
1913,2014,1,4,"Much Better","Much Better"
1914,2014,3,2,"Somewhat Better","Somewhat Better"
1917,2014,4,4,"Much Better","Somewhat Better"
1918,2014,3,3,"Somewhat Better","Somewhat Worse"
1923,2014,3,3,"About The Same","Somewhat Better"
1936,2014,0,2,"Somewhat Better","About The Same"
1942,2014,2,2,"About The Same","Somewhat Worse"
1947,2014,2,2,"Somewhat Worse","Somewhat Better"
1948,2014,3,2,"About The Same","Much Better"
1949,2014,3,4,"About The Same","Somewhat Better"
1953,2014,2,3,"About The Same","Somewhat Better"
1955,2014,4,3,"About The Same","Somewhat Worse"
1965,2014,0,2,"Much Better","About The Same"
1970,2014,0,3,"Much Better","Much Better"
1979,2014,3,6,"Somewhat Better","Somewhat Better"
1980,2014,2,2,"About The Same","Much Better"
1982,2014,1,2,"Somewhat Better","Somewhat Better"
1995,2014,3,5,"Somewhat Worse","About The Same"
1997,2014,2,2,"Much Better","Somewhat Worse"
1998,2014,1,2,"Somewhat Better","Much Better"
2000,2014,2,3,"Somewhat Better","About The Same"
2006,2014,5,2,"Somewhat Worse","Somewhat Better"
2007,2014,5,2,"Much Better","About The Same"
2012,2014,2,2,"About The Same","About The Same"
2017,2014,2,3,"Somewhat Better","Somewhat Worse"
2023,2014,0,3,"Somewhat Better","Much Better"
2029,2014,4,3,"About The Same","Somewhat Worse"
2030,2014,4,4,"Much Better","Much Better"
2032,2014,2,3,"Much Better","Much Better"
2034,2014,0,5,"Somewhat Better","Much Better"
2035,2014,0,3,"Much Better","Somewhat Better"
2039,2014,1,3,"Much Better","About The Same"
2046,2014,5,3,"About The Same","About The Same"
2048,2014,1,2,"Somewhat Worse","Somewhat Better"
2054,2014,1,2,"Somewhat Worse","Somewhat Worse"
2065,2014,6,4,"Somewhat Better","Somewhat Better"
2068,2014,2,2,"Much Better","Much Better"
2071,2014,3,2,"Somewhat Worse","About The Same"
2080,2014,3,3,"Much Better","Much Better"
2095,2014,2,2,"Somewhat Better","Somewhat Better"
2102,2014,3,3,"Much Better","Much Better"
2105,2014,2,3,"Somewhat Better","Much Better"
2114,2014,2,2,"Somewhat Worse","Much Better"
2115,2014,5,2,"Somewhat Better","About The Same"
2128,2014,6,2,"Much Worse","Somewhat Better"
2132,2014,4,2,"Somewhat Better","Somewhat Better"
2133,2014,4,4,"Somewhat Better","Somewhat Worse"
2135,2014,4,4,"Much Worse","Much Worse"
2140,2014,1,2,"Somewhat Better","Much Better"
2143,2014,1,2,"About The Same","Much Better"
2149,2014,3,2,"Much Better","Much Better"
2150,2014,2,3,"Somewhat Better","Somewhat Better"
2161,2014,2,3,"Somewhat Better","About The Same"
2170,2014,1,2,"Somewhat Better","Somewhat Worse"
2175,2014,1,2,"Somewhat Better","Somewhat Better"
2188,2014,4,2,"Somewhat Worse","About The Same"
2199,2014,2,2,"Much Better","Somewhat Worse"
2202,2014,2,2,"Somewhat Worse","About The Same"
2212,2014,3,3,"Much Better","Somewhat Better"
2214,2014,1,2,"Somewhat Better","Much Better"
2215,2014,2,2,"Somewhat Better","Much Worse"
2220,2014,3,3,"Somewhat Better","Somewhat Better"
2222,2014,0,3,"About The Same","Much Better"
2225,2014,0,4,"About The Same","Somewhat Worse"
2226,2014,0,2,"Much Better","Much Better"
2231,2014,2,4,"Much Better","Much Better"
2236,2014,2,3,"Much Better","Somewhat Better"
2237,2014,2,2,"Somewhat Worse","Much Better"
2261,2014,1,2,"Somewhat Worse","Somewhat Worse"
2262,2014,2,2,"Much Worse","Much Worse"
2265,2014,2,2,"Much Better","Somewhat Worse"
2268,2014,2,2,"About The Same","Somewhat Better"
2270,2014,0,1,"About The Same","Somewhat Better"
2271,2014,2,2,"Somewhat Better","Much Better"
2274,2014,2,2,"About The Same","About The Same"
2279,2014,2,2,"Much Worse","Somewhat Better"
2282,2014,3,2,"Much Better","Somewhat Worse"
2285,2014,2,3,"Much Better","Much Better"
2288,2014,1,3,"Somewhat Better","Somewhat Better"
2289,2014,4,2,"Much Better","Somewhat Better"
2291,2014,2,3,"Much Better","Much Better"
2294,2014,1,3,"Somewhat Better","Much Better"
2297,2014,3,3,"Somewhat Better","Much Better"
2299,2014,2,2,"About The Same","Somewhat Better"
2300,2014,2,3,"About The Same","Somewhat Better"
2302,2014,3,3,"About The Same","Somewhat Worse"
2307,2014,1,2,"About The Same","Much Worse"
2311,2014,3,2,"Somewhat Better","Much Better"
2316,2014,3,3,"Somewhat Worse","About The Same"
2320,2014,1,2,"Much Better","Somewhat Better"
2329,2014,3,2,"Much Better","Much Better"
2331,2014,4,3,"Somewhat Better","Somewhat Better"
2338,2014,2,4,"Somewhat Worse","Much Better"
2350,2014,3,2,"Much Better","Somewhat Better"
2351,2014,2,2,"About The Same","Somewhat Better"
2362,2014,1,4,"Somewhat Better","Much Better"
2367,2014,4,3,"Somewhat Better","About The Same"
2368,2014,4,2,"About The Same","Somewhat Worse"
2372,2014,5,1,"Somewhat Better","Much Better"
2375,2014,2,2,"About The Same","About The Same"
2378,2014,2,2,"Somewhat Worse","About The Same"
2379,2014,2,2,"Somewhat Better","Somewhat Worse"
2388,2014,4,2,"Much Better","Somewhat Worse"
2393,2014,2,2,"Somewhat Worse","About The Same"
2395,2014,2,2,"Somewhat Worse","Somewhat Worse"
2396,2014,2,3,"Somewhat Worse","Somewhat Better"
2402,2014,1,2,"Somewhat Better","About The Same"
2403,2014,2,2,"Much Better","Somewhat Better"
2404,2014,0,2,"Somewhat Better","Somewhat Better"
2408,2014,0,1,"Somewhat Worse","About The Same"
2410,2014,1,4,"Much Better","Much Better"
2421,2014,4,2,"About The Same","Somewhat Worse"
2422,2014,3,3,"Much Better","About The Same"
2424,2014,2,2,"Much Better","About The Same"
2428,2014,2,3,"Somewhat Better","Somewhat Worse"
2431,2014,4,2,"Somewhat Worse","Somewhat Worse"
2433,2014,1,2,"Much Better","Somewhat Worse"
2437,2014,2,2,"About The Same","Somewhat Worse"
2443,2014,2,3,"Much Better","Much Better"
2446,2014,4,1,"About The Same","About The Same"
2447,2014,2,4,"Somewhat Worse","Somewhat Better"
2450,2014,0,3,"Somewhat Better","About The Same"
2451,2014,3,3,"Much Better","Somewhat Better"
2454,2014,2,2,"Much Better","Somewhat Worse"
2457,2014,1,5,"Somewhat Better","Somewhat Better"
2461,2014,2,2,"Somewhat Better","Much Better"
2468,2014,4,2,"Somewhat Better","Somewhat Worse"
2472,2014,3,2,"Much Better","Somewhat Better"
2473,2014,3,4,"Much Better","Somewhat Better"
2474,2014,5,4,"About The Same","Somewhat Better"
2478,2014,4,2,"About The Same","About The Same"
2485,2014,1,2,"Somewhat Better","Somewhat Better"
2488,2014,3,2,"About The Same","Somewhat Better"
2489,2014,1,2,"About The Same","Somewhat Worse"
2490,2014,2,2,"Somewhat Better","Somewhat Better"
2493,2014,1,3,"Somewhat Better","Much Better"
2498,2014,6,2,"Somewhat Better","Somewhat Better"
2499,2014,1,2,"Much Better","About The Same"
2501,2014,2,2,"About The Same","Somewhat Worse"
2502,2014,3,2,"Much Better","About The Same"
2503,2014,3,2,"Much Better","About The Same"
2505,2014,1,2,"Somewhat Worse","Somewhat Better"
2508,2014,3,0,"About The Same","Somewhat Better"
2514,2014,2,2,"Somewhat Worse","Much Better"
2516,2014,3,2,"Somewhat Better","Somewhat Better"
2520,2014,2,2,"Somewhat Worse","About The Same"
2530,2014,2,3,"Somewhat Better","Somewhat Better"
2532,2014,3,2,"Somewhat Better","Somewhat Worse"
2533,2014,2,2,"About The Same","Somewhat Worse"
2537,2014,3,4,"Much Better","Somewhat Better"
6,2016,2,2,"Somewhat Better","Much Better"
11,2016,5,4,"About The Same","Much Better"
18,2016,5,2,"Much Better","About The Same"
19,2016,0,2,"Somewhat Worse","Somewhat Worse"
21,2016,0,3,"Much Better","Much Better"
23,2016,2,2,"Somewhat Better","Much Better"
28,2016,0,3,"About The Same","About The Same"
29,2016,2,2,"Much Better","Much Better"
36,2016,0,2,"About The Same","Somewhat Worse"
37,2016,2,2,"Somewhat Worse","Much Better"
40,2016,1,3,"Somewhat Better","Somewhat Worse"
43,2016,2,2,"Much Better","Somewhat Better"
47,2016,0,2,"About The Same","Much Better"
51,2016,0,2,"Much Better","Much Better"
53,2016,0,3,"About The Same","Somewhat Better"
56,2016,2,3,"Somewhat Better","Somewhat Better"
57,2016,3,3,"Somewhat Better","About The Same"
58,2016,2,2,"Somewhat Worse","Much Better"
62,2016,2,5,"Somewhat Better","Much Worse"
67,2016,2,3,"Much Better","Somewhat Better"
74,2016,4,5,"Somewhat Worse","Somewhat Better"
76,2016,4,2,"Somewhat Better","Somewhat Better"
91,2016,3,2,"Somewhat Better","Much Better"
98,2016,0,2,"Much Better","Much Better"
102,2016,4,2,"About The Same","Somewhat Worse"
114,2016,0,3,"Much Better","Much Better"
120,2016,3,2,"Somewhat Better","Somewhat Better"
125,2016,2,2,"About The Same","Somewhat Worse"
126,2016,0,3,"Much Better","About The Same"
131,2016,0,4,"About The Same","Much Better"
137,2016,2,2,"Much Worse","Much Better"
145,2016,0,2,"About The Same","Somewhat Worse"
146,2016,2,2,"Somewhat Better","About The Same"
148,2016,2,2,"Much Better","Much Better"
149,2016,1,2,"Somewhat Better","Somewhat Worse"
159,2016,1,4,"Somewhat Worse","About The Same"
161,2016,1,3,"About The Same","Much Better"
171,2016,3,3,"Much Worse","Much Better"
175,2016,1,2,"Much Better","Much Better"
184,2016,0,4,"Somewhat Better","Much Better"
186,2016,0,4,"Much Better","Much Better"
192,2016,2,4,"Somewhat Better","Somewhat Better"
196,2016,1,3,"Somewhat Better","Much Better"
202,2016,1,3,"Somewhat Better","About The Same"
204,2016,0,2,"Somewhat Better","Somewhat Better"
209,2016,0,2,"Somewhat Better","About The Same"
215,2016,1,2,"Much Better","Much Better"
217,2016,1,3,"About The Same","Much Better"
225,2016,0,3,"Much Better","Much Better"
228,2016,0,2,"Somewhat Worse","Somewhat Worse"
230,2016,3,2,"Somewhat Better","About The Same"
233,2016,2,2,"Much Better","About The Same"
235,2016,0,3,"Somewhat Better","Somewhat Better"
240,2016,2,3,"Somewhat Better","Somewhat Worse"
241,2016,5,3,"About The Same","About The Same"
243,2016,6,2,"About The Same","Much Better"
244,2016,1,2,"Much Worse","Much Worse"
248,2016,0,2,"About The Same","Somewhat Worse"
249,2016,3,4,"Somewhat Better","Much Better"
251,2016,2,2,"Somewhat Worse","About The Same"
252,2016,0,2,"Much Better","About The Same"
254,2016,0,2,"Somewhat Better","Somewhat Better"
263,2016,2,4,"About The Same","Much Better"
265,2016,1,3,"About The Same","Somewhat Better"
266,2016,2,3,"Much Better","Much Better"
272,2016,0,2,"About The Same","About The Same"
277,2016,3,2,"Somewhat Worse","Somewhat Worse"
279,2016,2,2,"About The Same","About The Same"
280,2016,2,3,"Much Better","Much Better"
287,2016,1,3,"Much Better","About The Same"
292,2016,0,2,"Somewhat Worse","Somewhat Worse"
296,2016,0,4,"Much Better","Much Better"
300,2016,0,2,"Somewhat Better","About The Same"
303,2016,3,5,"About The Same","About The Same"
307,2016,5,5,"Somewhat Better","Much Better"
308,2016,4,3,"Much Better","Much Better"
310,2016,2,1,"Much Better","Much Better"
311,2016,2,3,"Much Better","Somewhat Better"
312,2016,3,2,"Somewhat Better","About The Same"
314,2016,3,3,"Somewhat Worse","Somewhat Better"
316,2016,4,2,"Much Better","Somewhat Better"
318,2016,2,2,"Somewhat Better","Much Better"
333,2016,0,3,"Somewhat Better","Much Better"
336,2016,3,3,"Somewhat Better","Somewhat Better"
338,2016,1,2,"Much Better","Somewhat Better"
340,2016,0,2,"Somewhat Better","Somewhat Better"
342,2016,2,2,"Much Better","About The Same"
346,2016,0,4,"About The Same","Much Worse"
347,2016,3,2,"Much Better","About The Same"
353,2016,2,2,"About The Same","Somewhat Better"
358,2016,0,2,"Somewhat Better","Somewhat Worse"
362,2016,1,3,"Somewhat Worse","About The Same"
366,2016,1,4,"Much Better","Much Better"
372,2016,1,2,"About The Same","About The Same"
377,2016,4,2,"Somewhat Better","Much Better"
380,2016,3,2,"About The Same","About The Same"
381,2016,1,4,"About The Same","Much Better"
390,2016,0,2,"Much Worse","Much Better"
402,2016,2,4,"Somewhat Worse","Somewhat Better"
404,2016,1,2,"Somewhat Better","Somewhat Better"
407,2016,3,2,"About The Same","Much Better"
413,2016,1,2,"About The Same","Somewhat Better"
421,2016,0,4,"Much Better","Much Better"
423,2016,2,3,"Somewhat Better","Much Better"
425,2016,2,2,"Much Better","About The Same"
429,2016,0,3,"Much Better","Much Better"
436,2016,0,2,"Somewhat Better","Somewhat Worse"
439,2016,3,2,"Much Better","About The Same"
448,2016,3,1,"Much Better","Somewhat Better"
450,2016,0,3,"Somewhat Worse","Somewhat Worse"
459,2016,2,3,"Somewhat Better","Somewhat Better"
466,2016,2,2,"Somewhat Worse","Somewhat Better"
469,2016,0,2,"Somewhat Worse","Somewhat Worse"
472,2016,2,3,"Much Better","About The Same"
473,2016,1,2,"Much Better","Much Better"
476,2016,4,3,"Much Better","Much Worse"
478,2016,0,2,"About The Same","Somewhat Better"
492,2016,2,2,"Somewhat Better","Somewhat Worse"
493,2016,1,3,"About The Same","About The Same"
495,2016,1,2,"Somewhat Worse","Much Better"
498,2016,3,3,"Somewhat Worse","Somewhat Better"
500,2016,3,2,"Somewhat Worse","Somewhat Worse"
506,2016,0,2,"Somewhat Better","Somewhat Better"
508,2016,0,2,"About The Same","About The Same"
511,2016,2,2,"Much Better","Somewhat Worse"
516,2016,2,2,"Much Better","Much Better"
520,2016,3,2,"Somewhat Better","Much Better"
525,2016,4,2,"Much Better","Somewhat Better"
526,2016,1,2,"Somewhat Worse","About The Same"
540,2016,0,3,"Somewhat Better","Somewhat Better"
544,2016,1,1,"Much Worse","Much Better"
546,2016,2,3,"Somewhat Worse","About The Same"
549,2016,2,3,"Much Better","Much Better"
551,2016,3,2,"Much Worse","Much Worse"
553,2016,2,2,"Much Better","Somewhat Better"
554,2016,0,2,"About The Same","About The Same"
574,2016,3,3,"Much Worse","Somewhat Better"
576,2016,2,4,"Much Better","Much Better"
579,2016,6,3,"Somewhat Better","Somewhat Worse"
582,2016,2,2,"Somewhat Better","Much Better"
585,2016,0,3,"Much Better","Much Better"
588,2016,2,3,"Somewhat Worse","Somewhat Better"
597,2016,1,2,"Much Better","About The Same"
600,2016,2,3,"Much Better","Somewhat Worse"
602,2016,1,3,"Much Better","Much Better"
606,2016,1,2,"About The Same","Much Better"
610,2016,0,2,"Somewhat Better","Somewhat Better"
617,2016,1,2,"Somewhat Better","Somewhat Better"
620,2016,1,2,"Much Better","Somewhat Better"
622,2016,1,3,"Somewhat Better","Somewhat Better"
633,2016,2,2,"Somewhat Better","Much Better"
636,2016,1,3,"Much Better","About The Same"
640,2016,2,2,"Much Better","Much Better"
647,2016,3,4,"Much Better","Somewhat Better"
650,2016,1,2,"Much Better","Somewhat Better"
654,2016,0,2,"About The Same","About The Same"
655,2016,3,4,"Somewhat Better","Much Better"
659,2016,3,3,"Somewhat Better","Much Better"
663,2016,0,2,"Somewhat Better","Somewhat Better"
667,2016,2,3,"About The Same","Somewhat Better"
674,2016,2,3,"Somewhat Better","Much Better"
677,2016,0,3,"Much Better","Much Better"
680,2016,0,3,"Much Better","Somewhat Worse"
683,2016,2,3,"Much Better","Somewhat Better"
687,2016,0,4,"Much Better","Much Better"
692,2016,4,4,"About The Same","Somewhat Better"
697,2016,3,4,"Somewhat Better","Much Better"
698,2016,0,2,"Somewhat Better","About The Same"
701,2016,1,2,"About The Same","About The Same"
705,2016,3,4,"Somewhat Better","Somewhat Better"
706,2016,2,3,"About The Same","Much Better"
708,2016,3,3,"Somewhat Better","Much Better"
712,2016,1,2,"Somewhat Worse","Somewhat Better"
715,2016,1,3,"Somewhat Better","Much Better"
718,2016,3,4,"Somewhat Worse","Much Better"
726,2016,0,1,"About The Same","About The Same"
731,2016,0,4,"Much Better","Much Better"
734,2016,1,3,"Much Better","Much Better"
736,2016,2,2,"About The Same","About The Same"
737,2016,0,2,"Somewhat Better","Somewhat Better"
744,2016,0,3,"Somewhat Better","Somewhat Better"
749,2016,1,0,"About The Same","About The Same"
750,2016,0,2,"Somewhat Better","Somewhat Better"
752,2016,1,3,"Much Better","Much Better"
755,2016,2,3,"Somewhat Better","Much Better"
761,2016,3,2,"About The Same","Much Better"
765,2016,0,2,"Somewhat Better","Much Better"
767,2016,0,3,"Somewhat Better","Somewhat Better"
776,2016,4,2,"Somewhat Worse","Somewhat Worse"
778,2016,2,2,"About The Same","Much Better"
780,2016,2,3,"About The Same","Somewhat Better"
782,2016,0,2,"Somewhat Worse","Somewhat Worse"
783,2016,3,2,"About The Same","Much Better"
785,2016,3,4,"Much Worse","Much Worse"
790,2016,1,2,"About The Same","Somewhat Better"
792,2016,0,2,"Somewhat Better","Much Better"
796,2016,3,2,"About The Same","Much Better"
803,2016,0,2,"Somewhat Better","Much Better"
814,2016,2,2,"Much Better","About The Same"
825,2016,0,3,"About The Same","About The Same"
835,2016,3,3,"Much Better","Somewhat Worse"
839,2016,3,4,"Much Better","Much Worse"
842,2016,4,2,"Much Worse","Somewhat Worse"
846,2016,0,3,"Much Better","Much Better"
849,2016,0,3,"About The Same","Somewhat Better"
855,2016,2,2,"Somewhat Better","About The Same"
861,2016,0,2,"Somewhat Better","Much Better"
864,2016,0,2,"Somewhat Worse","Somewhat Worse"
871,2016,3,3,"Somewhat Better","About The Same"
872,2016,3,2,"Much Worse","Much Worse"
875,2016,0,4,"Much Better","Much Worse"
876,2016,1,2,"Somewhat Better","Somewhat Better"
878,2016,6,2,"Somewhat Better","Somewhat Better"
880,2016,0,2,"Much Better","About The Same"
889,2016,3,2,"About The Same","Much Better"
891,2016,0,2,"Somewhat Better","Somewhat Better"
895,2016,2,2,"Somewhat Better","Somewhat Worse"
897,2016,2,2,"Somewhat Better","Somewhat Better"
898,2016,2,2,"About The Same","Somewhat Better"
899,2016,0,0,"Somewhat Better","Somewhat Worse"
900,2016,2,3,"Somewhat Worse","Much Better"
902,2016,1,2,"About The Same","About The Same"
905,2016,3,2,"Somewhat Worse","Somewhat Better"
906,2016,3,2,"Much Better","Much Better"
908,2016,0,2,"Somewhat Better","Somewhat Better"
910,2016,5,3,"Somewhat Better","Somewhat Better"
912,2016,0,3,"Somewhat Better","About The Same"
914,2016,2,2,"Somewhat Worse","Much Better"
915,2016,3,2,"Somewhat Better","Somewhat Worse"
917,2016,3,3,"Much Better","About The Same"
922,2016,2,3,"Much Better","About The Same"
924,2016,3,2,"Much Better","Much Better"
942,2016,1,4,"Much Better","Much Better"
944,2016,5,3,"Somewhat Better","Somewhat Better"
956,2016,4,4,"Somewhat Better","Somewhat Worse"
963,2016,3,3,"Somewhat Better","About The Same"
977,2016,2,3,"About The Same","About The Same"
981,2016,1,2,"Somewhat Worse","Much Worse"
983,2016,0,2,"Much Better","Much Better"
990,2016,2,3,"Somewhat Better","Much Better"
993,2016,3,2,"Somewhat Better","Somewhat Better"
1003,2016,1,3,"Somewhat Better","Somewhat Better"
1005,2016,0,2,"About The Same","Somewhat Worse"
1008,2016,1,2,"Much Better","Much Better"
1010,2016,2,2,"Somewhat Better","Somewhat Better"
1013,2016,0,2,"Somewhat Better","Much Better"
1014,2016,0,3,"Much Better","Much Better"
1016,2016,3,1,"Much Better","Somewhat Better"
1019,2016,1,2,"Somewhat Worse","Much Better"
1021,2016,2,3,"About The Same","Somewhat Better"
1022,2016,0,2,"About The Same","Much Better"
1025,2016,2,2,"About The Same","Somewhat Worse"
1027,2016,0,3,"Much Worse","Much Better"
1033,2016,2,2,"Much Better","About The Same"
1036,2016,2,2,"Much Better","About The Same"
1038,2016,0,2,"Somewhat Worse","About The Same"
1041,2016,0,2,"About The Same","Somewhat Better"
1053,2016,1,2,"Somewhat Better","Much Worse"
1065,2016,0,3,"About The Same","About The Same"
1072,2016,2,2,"Much Better","Somewhat Worse"
1076,2016,3,2,"About The Same","About The Same"
1087,2016,3,2,"Somewhat Better","About The Same"
1093,2016,0,3,"Somewhat Worse","Somewhat Better"
1094,2016,4,4,"Much Better","About The Same"
1098,2016,0,2,"Much Better","Somewhat Worse"
1101,2016,2,2,"Somewhat Better","About The Same"
1106,2016,1,2,"Much Better","Somewhat Better"
1108,2016,6,2,"Somewhat Worse","Somewhat Worse"
1110,2016,2,2,"Somewhat Better","Much Better"
1116,2016,1,2,"Somewhat Worse","Somewhat Better"
1119,2016,0,3,"Somewhat Better","Somewhat Better"
1120,2016,3,3,"Much Better","Somewhat Better"
1124,2016,0,2,"Somewhat Better","About The Same"
1127,2016,2,4,"Much Better","Much Better"
1143,2016,2,2,"Somewhat Worse","Much Better"
1146,2016,1,2,"Much Better","Much Better"
1148,2016,0,1,"Much Better","Somewhat Better"
1149,2016,2,3,"About The Same","Much Better"
1152,2016,0,2,"About The Same","Somewhat Better"
1154,2016,2,2,"Somewhat Worse","Much Worse"
1156,2016,0,2,"About The Same","Much Better"
1161,2016,3,3,"Much Better","Much Better"
1164,2016,2,4,"Somewhat Better","Somewhat Better"
1167,2016,3,2,"Somewhat Better","Much Better"
1176,2016,2,2,"Somewhat Better","Much Worse"
1182,2016,1,3,"Somewhat Better","About The Same"
1191,2016,2,3,"Somewhat Worse","Much Worse"
1193,2016,1,2,"Somewhat Better","Much Better"
1203,2016,0,2,"About The Same","Somewhat Better"
1212,2016,2,3,"Much Better","Somewhat Worse"
1214,2016,1,3,"About The Same","About The Same"
1218,2016,0,3,"About The Same","Somewhat Better"
1223,2016,6,3,"Much Better","About The Same"
1225,2016,3,4,"About The Same","Somewhat Better"
1227,2016,0,1,"About The Same","Somewhat Worse"
1231,2016,0,3,"About The Same","Somewhat Better"
1238,2016,3,2,"Much Better","Much Better"
1242,2016,0,2,"Much Better","Somewhat Better"
1247,2016,0,2,"Much Better","About The Same"
1250,2016,2,2,"Much Better","Somewhat Better"
1251,2016,1,3,"Somewhat Better","About The Same"
1258,2016,1,2,"Much Better","Much Better"
1263,2016,2,3,"About The Same","About The Same"
1267,2016,4,3,"Much Better","Much Better"
1269,2016,1,2,"Somewhat Worse","Somewhat Better"
1272,2016,0,2,"Much Better","Somewhat Better"
1274,2016,3,3,"Much Better","Somewhat Better"
1279,2016,2,2,"About The Same","Much Better"
1282,2016,2,2,"Much Worse","Somewhat Better"
1285,2016,0,2,"Much Better","Somewhat Better"
1286,2016,1,4,"Much Worse","Much Worse"
1289,2016,1,3,"Somewhat Better","Somewhat Worse"
1291,2016,1,3,"Much Better","Much Better"
1296,2016,2,2,"Somewhat Better","Much Better"
1298,2016,1,2,"Somewhat Better","Somewhat Worse"
1299,2016,2,3,"Much Better","Somewhat Better"
1302,2016,0,3,"About The Same","About The Same"
1312,2016,0,3,"Somewhat Worse","Much Worse"
1313,2016,4,4,"Much Worse","Somewhat Better"
1315,2016,4,2,"Somewhat Better","Somewhat Better"
1318,2016,2,3,"Much Better","About The Same"
1321,2016,4,3,"About The Same","Much Better"
1328,2016,1,2,"Somewhat Better","About The Same"
1331,2016,0,2,"Much Better","About The Same"
1338,2016,2,2,"Much Better","About The Same"
1340,2016,3,3,"Somewhat Worse","Somewhat Worse"
1343,2016,0,3,"Somewhat Better","Much Better"
1348,2016,5,2,"Somewhat Better","Somewhat Better"
1351,2016,3,2,"Somewhat Better","Somewhat Better"
1354,2016,2,2,"Much Better","Much Better"
1363,2016,1,3,"Much Better","Much Worse"
1366,2016,4,2,"About The Same","Much Worse"
1369,2016,2,3,"About The Same","Much Better"
1372,2016,1,3,"Somewhat Worse","Much Worse"
1375,2016,0,3,"Much Better","Much Worse"
1378,2016,0,3,"Much Better","Much Better"
1380,2016,0,1,"Much Better","About The Same"
1383,2016,0,2,"Much Better","About The Same"
1386,2016,0,3,"Somewhat Better","Much Better"
