"cz_id","cz_name","state","population_2000","mobility","urban","frac_black","racial_seg","income_seg","poverty_seg","affluence_seg","commute15min","hh_income","gini","top1pc_share","local_tax_rate","local_govt_expenditures","school_expenditures_per_student","test_score_percentile_adj","hs_dropout_rate_adj","number_of_colleges","college_grad_rate_adj","labor_force_participation_rate","manufacturing_employment_share","migration_inflow","migration_outflow","frac_foreign_born","social_capital_index","frac_religion","violent_crime_rate","frac_children_single_mothers","frac_adults_divorced","frac_adults_married","income_growth_06_10","drop_this_column","cz_state"
7100,"Port St. Lucie","FL",1533306,39,1,0.129,0.248,0.102,0.082,0.122,0.26,55175,0.61,20.816,0.027,2839,6.852,-5.311,-0.008,0.007,-0.06,0.549,0.064,0.047,0.03,0.157,-1.433,0.516,NA,0.226,0.107,0.569,-0.02,NA,"Port St. Lucie, FL"
3500,"Baton Rouge","LA",806561,39.3,1,0.333,0.292,0.084,0.084,0.081,0.258,31579,0.515,11.425,0.024,1821,4.793,-11.033,0.041,0.02,0.03,0.618,0.116,0.013,0.012,0.024,-1.168,0.513,0.004,0.266,0.097,0.513,0.003,NA,"Baton Rouge, LA"
12701,"Cincinnati","OH",1954800,37.9,1,0.117,0.349,0.11,0.106,0.113,0.258,42063,0.452,13.814,0.024,2174,6.243,5.432,-0.015,0.015,-0.011,0.667,0.173,0.011,0.012,0.026,0.388,0.444,0.002,0.225,0.102,0.546,-0.01,NA,"Cincinnati, OH"
38801,"Portland","OR",1842889,41.3,1,0.027,0.103,0.075,0.064,0.083,0.258,41718,0.419,15.8,0.031,2861,6.704,-2.673,0.022,0.013,-0.107,0.694,0.155,0.027,0.023,0.11,0.165,0.335,0.001,0.193,0.117,0.544,-0.007,NA,"Portland, OR"
6401,"Chattanooga","TN",490863,37.9,1,0.134,0.335,0.075,0.073,0.078,0.256,35728,0.502,14.485,0.017,2821,4.825,-7.888,0.026,0.014,-0.055,0.636,0.199,0.015,0.014,0.023,-0.409,0.518,0.003,0.228,0.117,0.572,-0.007,NA,"Chattanooga, TN"
2000,"Virginia Beach","VA",1119468,37.9,1,0.308,0.189,0.111,0.111,0.109,0.253,34929,0.451,10.785,0.028,2366,5.897,5.39,NA,0.012,-0.034,0.683,0.091,0.028,0.029,0.045,-0.95,0.346,0.001,0.261,0.094,0.527,0.006,NA,"Virginia Beach, VA"
19800,"Wilmington","DE",586216,37.7,1,0.176,0.216,0.091,0.078,0.1,0.251,44620,0.427,13.844,0.013,1737,7.584,-3.338,0.006,0.012,0.051,0.682,0.136,0.028,0.024,0.059,0.111,0.435,0.004,0.23,0.097,0.531,-0.008,NA,"Wilmington, DE"
20500,"Boston","MA",4974945,44.6,1,0.054,0.264,0.093,0.075,0.107,0.251,49445,0.477,21.448,0.023,2475,7.89,4.084,0.001,0.008,-0.002,0.665,0.12,0.014,0.022,0.132,0.298,0.652,0.003,0.206,0.08,0.518,-0.001,NA,"Boston, MA"
1701,"Raleigh","NC",1412127,36.9,1,0.23,0.159,0.099,0.087,0.114,0.25,40546,0.509,17.762,0.022,3147,5.73,-0.359,NA,0.012,0.135,0.694,0.141,0.033,0.023,0.085,-0.401,0.399,0.002,0.211,0.085,0.544,-0.009,NA,"Raleigh, NC"
31201,"Austin","TX",1298076,40.4,1,0.078,0.171,0.138,0.125,0.152,0.249,41322,0.542,22.009,0.032,3399,5.891,-2.109,0.002,0.008,0.098,0.709,0.139,0.037,0.027,0.12,-0.191,0.453,0.001,0.193,0.103,0.523,-0.009,NA,"Austin, TX"
3300,"New Orleans","LA",1381652,38.2,1,0.371,0.354,0.104,0.097,0.107,0.247,34077,0.583,13.588,0.031,2299,5.098,-10.714,0.053,0.02,-0.062,0.608,0.083,0.011,0.015,0.047,-0.988,0.529,0.003,0.312,0.112,0.475,-0.004,NA,"New Orleans, LA"
38000,"San Diego","CA",2813833,44.3,1,0.055,0.196,0.112,0.089,0.132,0.247,40913,0.516,17.139,0.019,3083,5.406,-10.538,NA,0.011,0.034,0.65,0.11,0.033,0.045,0.215,-0.944,0.437,0.004,0.201,0.102,0.52,-0.002,NA,"San Diego, CA"
19700,"Philadelphia","PA",5602247,40.8,1,0.193,0.376,0.122,0.111,0.13,0.246,43746,0.491,15.29,0.029,2877,7.967,-3.101,0.007,0.012,0.004,0.636,0.117,0.013,0.014,0.071,0.068,0.561,0.003,0.239,0.08,0.512,-0.003,NA,"Philadelphia, PA"
37901,"Las Vegas","NV",1568418,40,1,0.078,0.138,0.102,0.093,0.106,0.245,38429,0.518,20.8,0.021,3148,5.344,-16.716,NA,0.008,-0.176,0.635,0.04,0.061,0.036,0.165,-2.317,0.352,0.002,0.221,0.136,0.533,-0.006,NA,"Las Vegas, NV"
37500,"San Jose","CA",2393183,44.7,1,0.026,0.218,0.092,0.07,0.112,0.244,52004,0.535,26.38,0.023,3361,5.952,-20.475,NA,0.01,-0.084,0.664,0.224,0.025,0.038,0.312,-0.609,0.432,0.003,0.155,0.091,0.541,-0.008,NA,"San Jose, CA"
11600,"Detroit","MI",5327827,37.3,1,0.214,0.474,0.12,0.109,0.128,0.243,44745,0.443,14.548,0.029,2629,7.582,-5.393,NA,0.008,-0.115,0.646,0.227,0.008,0.013,0.071,-0.263,0.408,0.003,0.249,0.105,0.516,-0.018,NA,"Detroit, MI"
31301,"San Antonio","TX",1724863,41.1,1,0.06,0.222,0.111,0.094,0.128,0.242,34002,0.537,14.409,0.026,2604,5.845,1.064,0.003,0.007,-0.104,0.631,0.076,0.03,0.024,0.097,-0.88,0.626,0.001,0.232,0.109,0.543,-0.006,NA,"San Antonio, TX"
35001,"Phoenix","AZ",3303211,40.3,1,0.034,0.208,0.12,0.098,0.139,0.242,40624,0.49,16.807,0.024,3109,5.546,-10.107,NA,0.013,-0.129,0.636,0.115,0.045,0.025,0.139,-1.483,0.394,0.002,0.203,0.11,0.55,-0.007,NA,"Phoenix, AZ"
900,"Charlotte","NC",1423942,35.8,1,0.227,0.223,0.098,0.078,0.12,0.241,41423,0.516,15.613,0.02,2701,5.674,-2.291,0.023,0.013,-0.021,0.696,0.171,0.034,0.021,0.065,-0.484,0.496,0.004,0.219,0.088,0.563,-0.011,NA,"Charlotte, NC"
24701,"St. Louis","MO",2325609,38.4,1,0.195,0.41,0.113,0.103,0.117,0.241,42680,0.471,15.666,0.022,1896,6.356,-5.332,0.004,0.014,-0.023,0.668,0.142,0.013,0.014,0.033,0.432,0.509,0.003,0.247,0.103,0.53,-0.007,NA,"St. Louis, MO"
5600,"Nashville","TN",1246338,38.2,1,0.153,0.249,0.103,0.093,0.112,0.24,39833,0.517,18.995,0.023,2577,5.088,-6.695,0.014,0.018,-0.001,0.689,0.14,0.022,0.016,0.047,-0.397,0.476,0.002,0.223,0.115,0.549,-0.008,NA,"Nashville, TN"
33000,"Fort Worth","TX",1804370,42.3,1,0.105,0.23,0.114,0.096,0.131,0.24,39232,0.496,15.257,0.027,2338,5.928,-0.276,0.007,0.006,-0.159,0.682,0.142,0.038,0.032,0.109,-1.102,0.519,0.001,0.195,0.11,0.579,-0.007,NA,"Fort Worth, TX"
39400,"Seattle","WA",3775744,43.2,1,0.043,0.107,0.083,0.072,0.09,0.24,44591,0.424,18.7,0.021,3024,6.604,-0.108,NA,0.01,0.038,0.682,0.13,0.023,0.022,0.113,-0.125,0.323,0.002,0.195,0.116,0.544,-0.002,NA,"Seattle, WA"
2400,"Richmond","VA",1040192,37.9,1,0.303,0.257,0.119,0.114,0.125,0.238,41886,0.461,11.543,0.025,2428,5.919,4.649,NA,0.013,-0.018,0.671,0.117,0.019,0.013,0.043,0.249,0.433,0.002,0.259,0.098,0.533,-0.005,NA,"Richmond, VA"
34701,"Honolulu","HI",876156,44.8,1,0.022,0.14,0.107,0.101,0.105,0.235,39404,0.396,9.084,0.015,1316,6.563,-14.799,0.018,0.015,-0.105,0.647,0.038,0.03,0.034,0.192,NA,0.333,0.001,0.167,0.084,0.534,0.001,NA,"Honolulu, HI"
19600,"Newark","NJ",5822286,44.1,1,0.138,0.323,0.118,0.1,0.131,0.234,51373,0.518,19.205,0.031,2782,NA,-0.599,-0.005,0.005,-0.153,0.646,0.13,0.016,0.024,0.227,-0.466,0.611,0.002,0.19,0.072,0.542,-0.004,NA,"Newark, NJ"
28900,"Denver","CO",2449044,42.2,1,0.047,0.203,0.125,0.11,0.136,0.23,46181,0.441,17.396,0.03,3018,6.045,-5.737,NA,0.016,-0.054,0.72,0.09,0.023,0.023,0.107,0.317,0.392,0.002,0.191,0.115,0.542,-0.007,NA,"Denver, CO"
7600,"Jacksonville","FL",1176696,37.5,1,0.213,0.223,0.088,0.078,0.098,0.229,38502,0.477,13.686,0.021,3180,5.353,-0.763,0.032,0.007,0.02,0.667,0.078,0.036,0.028,0.052,-1.441,0.427,0.002,0.252,0.124,0.546,-0.006,NA,"Jacksonville, FL"
38300,"Los Angeles","CA",16393360,43.4,1,0.073,0.271,0.121,0.099,0.139,0.225,38902,0.566,18.528,0.023,3609,5.532,-17.336,NA,0.008,0.024,0.614,0.148,0.013,0.018,0.309,-1.392,0.52,0.004,0.204,0.089,0.516,-0.004,NA,"Los Angeles, CA"
5202,"Memphis","TN",1154338,33.7,1,0.432,0.36,0.137,0.129,0.148,0.224,37116,0.586,17.031,0.021,2868,4.768,-15.57,0.02,0.013,-0.132,0.654,0.116,0.018,0.017,0.033,-0.71,0.425,0.002,0.322,0.106,0.492,-0.012,NA,"Memphis, TN"
10700,"Birmingham","AL",1038182,37.6,1,0.271,0.42,0.108,0.096,0.118,0.22,38196,0.563,16.063,0.02,1864,5.139,-12.133,-0.003,0.013,-0.042,0.624,0.12,0.017,0.016,0.022,-0.392,0.58,0.002,0.242,0.108,0.553,-0.004,NA,"Birmingham, AL"
33100,"Dallas","TX",3405666,40.4,1,0.151,0.262,0.134,0.112,0.154,0.218,43436,0.561,19.639,0.033,2574,6.018,-1.675,0.004,0.009,-0.168,0.699,0.126,0.031,0.029,0.172,-1.179,0.526,0.002,0.202,0.101,0.554,-0.012,NA,"Dallas, TX"
7400,"Orlando","FL",1697906,39.1,1,0.133,0.181,0.083,0.064,0.1,0.212,38370,0.524,14.236,0.026,2579,5.695,-2.66,0.004,0.012,0.13,0.646,0.067,0.057,0.034,0.118,-1.756,0.38,NA,0.231,0.11,0.543,-0.012,NA,"Orlando, FL"
37800,"San Francisco","CA",4642561,44.4,1,0.096,0.207,0.11,0.095,0.122,0.212,54014,0.496,23.587,0.023,3650,5.917,-17.251,NA,0.012,-0.109,0.656,0.103,0.02,0.03,0.262,-0.38,0.381,0.003,0.193,0.097,0.509,-0.006,NA,"San Francisco, CA"
32000,"Houston","TX",4504013,42.8,1,0.171,0.281,0.13,0.105,0.154,0.21,38963,0.564,17.512,0.033,2454,5.791,-1.559,0.007,0.006,-0.212,0.655,0.118,0.021,0.02,0.195,-1.829,0.498,0.001,0.205,0.096,0.557,-0.007,NA,"Houston, TX"
11301,"Fredericksburg","VA",241044,41.9,1,0.152,0.051,0.053,0.06,0.044,0.205,41266,0.31,7.6,0.023,1840,5.539,-2.82,-0.012,0.008,0.31,0.724,0.056,0.063,0.035,0.035,-1.145,0.416,0.001,0.158,0.085,0.609,0.005,NA,"Fredericksburg, VA"
24300,"Chicago","IL",8183799,39.4,1,0.188,0.431,0.115,0.104,0.12,0.201,45757,0.521,19.375,0.034,2784,6.148,-7.514,0.035,0.01,-0.143,0.661,0.154,0.011,0.018,0.174,-0.533,0.571,0.002,0.208,0.083,0.521,-0.007,NA,"Chicago, IL"
11302,"Baltimore","MD",2512431,38.8,1,0.275,0.356,0.13,0.127,0.132,0.199,44194,0.489,15.564,0.025,2088,6.872,-2.44,0.017,0.012,-0.035,0.663,0.084,0.021,0.022,0.058,-0.081,0.442,0.003,0.262,0.092,0.506,0.004,NA,"Baltimore, MD"
7000,"Miami","FL",3955969,41.5,1,0.191,0.33,0.105,0.088,0.12,0.198,38110,0.632,18.867,0.027,3155,6.895,-6.999,0.006,0.009,0.039,0.598,0.068,0.022,0.027,0.397,-2.141,0.42,NA,0.258,0.117,0.502,-0.013,NA,"Miami, FL"
9100,"Atlanta","GA",3798017,36,1,0.297,0.317,0.113,0.101,0.125,0.178,44162,0.568,17.257,0.028,2885,6.352,-7.863,0.026,0.01,-0.046,0.709,0.104,0.03,0.023,0.109,-1.208,0.443,0.002,0.23,0.102,0.534,-0.014,NA,"Atlanta, GA"
11304,"Washington DC","DC",4632415,43.2,1,0.267,0.271,0.127,0.115,0.136,0.16,53706,0.456,16.054,0.037,3566,7.694,-6.882,-0.002,0.009,-0.05,0.714,0.039,0.026,0.03,0.177,-0.748,0.461,0.001,0.215,0.084,0.522,0.004,NA,"Washington DC, DC"
19400,"New York","NY",11781395,43.8,1,0.196,0.382,0.132,0.114,0.141,0.156,45509,0.684,29.143,0.035,3483,9.949,-1.449,0.013,0.012,-0.099,0.598,0.07,0.01,0.022,0.296,-1.108,0.635,0.004,0.278,0.073,0.481,0,NA,"New York, NY"
