"id","year","hrs1","class","region","racehisp"
479,2014,40,"Working","New England","White"
480,2014,40,"Working","New England","White"
481,2014,40,"Middle","New England","White"
482,2014,50,"Middle","New England","White"
485,2014,62,"Working","New England","White"
486,2014,60,"Middle","New England","White"
487,2014,50,"Middle","New England","White"
488,2014,24,"Middle","New England","White"
489,2014,50,"Middle","West","White"
490,2014,30,"Upper","West","White"
491,2014,60,"Working","West","Other"
492,2014,55,"Middle","West","White"
495,2014,32,"Middle","West","White"
496,2014,28,"Middle","West","Hispanic"
497,2014,40,"Middle","West","White"
499,2014,50,"Middle","West","Other"
500,2014,40,"Working","West","Other"
503,2014,40,"Middle","West","White"
504,2014,50,"Middle","West","White"
505,2014,1,"Middle","West","White"
506,2014,50,"Middle","West","White"
509,2014,40,"Lower","West","Hispanic"
510,2014,56,"Middle","West","Hispanic"
511,2014,40,"Working","West","Black"
512,2014,40,"Working","West","Black"
514,2014,45,"Working","West","Black"
516,2014,35,"Middle","West","White"
518,2014,50,"Working","West","Black"
520,2014,40,"Working","West","Hispanic"
521,2014,50,"Middle","West","Other"
522,2014,37,"Working","West","Black"
525,2014,42,"Working","West","Black"
526,2014,40,"Working","West","White"
528,2014,56,"Working","West","Hispanic"
529,2014,40,"Working","West","White"
530,2014,40,"Middle","West","Other"
531,2014,40,"Middle","West","White"
532,2014,60,"Middle","West","Hispanic"
534,2014,40,"Lower","West","Hispanic"
535,2014,45,"Middle","West","Other"
536,2014,35,"Working","West","White"
537,2014,16,"Working","West","Hispanic"
538,2014,50,"Middle","West","White"
539,2014,40,"Middle","West","Hispanic"
541,2014,40,"Upper","West","White"
544,2014,40,"Working","West","White"
545,2014,32,"Working","West","White"
549,2014,20,"Middle","West","White"
551,2014,16,"Middle","West","White"
552,2014,38,"Middle","West","White"
555,2014,40,"Working","Midwest","Other"
556,2014,45,"Middle","Midwest","White"
560,2014,32,"Working","Midwest","White"
561,2014,40,"Working","Midwest","Hispanic"
564,2014,40,"Working","Midwest","White"
567,2014,50,"Middle","Midwest","White"
569,2014,20,"Upper","Midwest","Black"
570,2014,18,"Upper","Midwest","Black"
572,2014,40,"Working","Midwest","Hispanic"
573,2014,40,"Working","Midwest","Black"
574,2014,35,"Working","Midwest","Hispanic"
577,2014,40,"Working","Midwest","Black"
578,2014,41,"Middle","Midwest","White"
580,2014,24,"Middle","Midwest","Other"
583,2014,40,"Middle","Midwest","White"
584,2014,50,"Working","Midwest","White"
585,2014,36,"Working","Midwest","White"
586,2014,89,"Middle","Midwest","Black"
587,2014,50,"Middle","Midwest","White"
588,2014,47,"Middle","Midwest","White"
591,2014,40,"Working","Midwest","Black"
592,2014,40,"Middle","Midwest","White"
596,2014,60,"Middle","Midwest","White"
600,2014,40,"Working","Midwest","White"
602,2014,40,"Working","Midwest","Black"
604,2014,20,"Working","South","White"
605,2014,40,"Working","South","Black"
606,2014,20,"Middle","South","White"
611,2014,40,"Middle","Middle Atlantic","Hispanic"
612,2014,60,"Middle","Middle Atlantic","White"
613,2014,40,"Working","Middle Atlantic","White"
615,2014,40,"Middle","Middle Atlantic","Other"
616,2014,40,"Upper","Middle Atlantic","White"
617,2014,40,"Upper","Middle Atlantic","White"
619,2014,50,"Working","Middle Atlantic","White"
620,2014,40,"Middle","Middle Atlantic","White"
625,2014,40,"Working","Middle Atlantic","White"
626,2014,33,"Working","Middle Atlantic","White"
627,2014,40,"Middle","Middle Atlantic","Other"
630,2014,20,"Middle","Middle Atlantic","White"
632,2014,42,"Middle","Middle Atlantic","White"
633,2014,40,"Middle","Middle Atlantic","White"
636,2014,40,"Lower","Middle Atlantic","White"
642,2014,26,"Working","Middle Atlantic","White"
643,2014,30,"Working","Middle Atlantic","White"
646,2014,65,"Middle","Middle Atlantic","White"
648,2014,50,"Middle","Middle Atlantic","Black"
649,2014,65,"Working","Middle Atlantic","Black"
650,2014,60,"Middle","Middle Atlantic","White"
652,2014,47,"Working","Middle Atlantic","Hispanic"
653,2014,60,"Working","Middle Atlantic","White"
654,2014,63,"Working","Middle Atlantic","Hispanic"
657,2014,30,"Working","Midwest","Black"
658,2014,44,"Middle","Midwest","Black"
659,2014,40,"Middle","Midwest","Black"
660,2014,40,"Working","Midwest","Black"
662,2014,50,"Working","Midwest","Black"
663,2014,40,"Working","Midwest","White"
666,2014,36,"Working","Midwest","Black"
667,2014,50,"Middle","Midwest","White"
668,2014,52,"Middle","Midwest","Black"
669,2014,60,"Middle","Midwest","White"
671,2014,45,"Working","Midwest","White"
672,2014,50,"Middle","Midwest","White"
673,2014,50,"Middle","Midwest","Black"
674,2014,42,"Working","Midwest","Hispanic"
675,2014,40,"Working","Midwest","Hispanic"
676,2014,53,"Lower","Midwest","Hispanic"
678,2014,24,"Working","Midwest","Hispanic"
679,2014,42,"Working","Midwest","Hispanic"
681,2014,50,"Working","Midwest","Hispanic"
682,2014,50,"Working","Midwest","Hispanic"
684,2014,40,"Working","Midwest","Hispanic"
685,2014,50,"Working","Midwest","Hispanic"
686,2014,42,"Working","Midwest","Hispanic"
687,2014,24,"Middle","Midwest","White"
688,2014,55,"Working","Midwest","White"
690,2014,60,"Middle","Midwest","Hispanic"
691,2014,8,"Working","Midwest","White"
695,2014,40,"Working","Midwest","White"
696,2014,40,"Middle","Midwest","White"
697,2014,50,"Working","Midwest","White"
698,2014,50,"Middle","Midwest","White"
701,2014,40,"Working","South","Black"
703,2014,89,"Working","South","Black"
704,2014,40,"Working","South","Black"
705,2014,60,"Working","South","White"
706,2014,25,"Working","South","White"
707,2014,40,"Working","South","White"
709,2014,50,"Working","South","White"
710,2014,35,"Working","South","White"
711,2014,20,"Working","South","Hispanic"
712,2014,20,"Working","South","Hispanic"
714,2014,40,"Middle","South","Black"
715,2014,25,"Working","South","Other"
718,2014,21,"Working","South","Black"
719,2014,35,"Working","South","Black"
720,2014,24,"Middle","South","Black"
722,2014,60,"Lower","South","Black"
723,2014,40,"Working","South","Hispanic"
724,2014,36,"Working","South","Hispanic"
725,2014,40,"Working","South","Hispanic"
726,2014,50,"Working","South","White"
729,2014,40,"Working","South","Black"
730,2014,40,"Working","South","White"
731,2014,50,"Middle","South","White"
732,2014,17,"Working","South","Black"
733,2014,40,"Middle","South","Black"
734,2014,40,"Middle","South","White"
736,2014,48,"Middle","South","White"
737,2014,36,"Working","South","White"
738,2014,40,"Middle","South","White"
741,2014,35,"Working","South","Black"
745,2014,20,"Middle","South","Hispanic"
746,2014,40,"Working","South","Black"
748,2014,48,"Working","South","Hispanic"
749,2014,40,"Working","South","Hispanic"
750,2014,40,"Working","South","Hispanic"
751,2014,27,"Lower","South","Hispanic"
753,2014,37,"Middle","South","Black"
756,2014,37,"Working","South","Black"
758,2014,56,"Working","South","Black"
761,2014,40,"Working","South","Hispanic"
765,2014,40,"Working","South","Hispanic"
766,2014,80,"Working","South","Hispanic"
767,2014,40,"Middle","South","Black"
769,2014,8,"Middle","South","Black"
770,2014,60,"Middle","South","White"
771,2014,50,"Middle","South","Hispanic"
772,2014,50,"Middle","South","Hispanic"
773,2014,20,"Middle","South","White"
777,2014,60,"Working","South","Black"
778,2014,40,"Working","South","Hispanic"
779,2014,40,"Working","South","White"
781,2014,60,"Working","South","Hispanic"
782,2014,60,"Working","South","White"
783,2014,60,"Working","South","Hispanic"
785,2014,65,"Middle","Midwest","Other"
786,2014,36,"Middle","Midwest","White"
787,2014,50,"Middle","Midwest","White"
789,2014,75,"Upper","Midwest","White"
791,2014,25,"Working","Midwest","Black"
792,2014,43,"Middle","Midwest","Black"
793,2014,20,"Middle","Midwest","Black"
798,2014,60,"Working","Midwest","Black"
799,2014,40,"Working","Midwest","Black"
801,2014,30,"Working","Midwest","White"
803,2014,48,"Working","Midwest","White"
805,2014,60,"Middle","Midwest","White"
806,2014,60,"Upper","Midwest","White"
807,2014,60,"Middle","Midwest","White"
808,2014,50,"Middle","Midwest","White"
810,2014,85,"Working","Midwest","Hispanic"
814,2014,39,"Lower","Midwest","White"
815,2014,15,"Working","Midwest","Black"
817,2014,35,"Middle","Midwest","Black"
818,2014,40,"Working","Midwest","White"
819,2014,40,"Middle","Midwest","Black"
820,2014,37,"Working","Midwest","White"
821,2014,50,"Working","Midwest","White"
826,2014,25,"Working","Midwest","White"
827,2014,60,"Working","Midwest","White"
829,2014,40,"Working","Midwest","White"
831,2014,40,"Working","West","White"
832,2014,21,"Working","West","White"
833,2014,36,"Lower","West","Black"
834,2014,30,"Working","West","Hispanic"
835,2014,45,"Middle","West","White"
836,2014,40,"Working","West","Black"
837,2014,15,"Middle","West","White"
838,2014,40,"Middle","West","White"
840,2014,40,"Middle","West","White"
841,2014,55,"Middle","West","White"
843,2014,40,"Upper","West","White"
845,2014,40,"Upper","West","Other"
846,2014,20,"Working","West","Other"
849,2014,40,"Working","West","White"
851,2014,30,"Middle","West","White"
855,2014,40,"Working","West","White"
859,2014,15,"Working","West","Hispanic"
860,2014,40,"Middle","West","White"
861,2014,50,"Middle","West","White"
862,2014,24,"Middle","West","White"
863,2014,21,"Working","West","White"
866,2014,80,"Middle","West","White"
868,2014,42,"Working","West","White"
869,2014,38,"Working","West","Hispanic"
871,2014,40,"Working","West","White"
872,2014,60,"Middle","West","White"
873,2014,36,"Middle","West","White"
874,2014,48,"Middle","West","White"
875,2014,40,"Working","West","White"
876,2014,40,"Middle","West","Hispanic"
877,2014,60,"Working","West","White"
878,2014,45,"Middle","West","White"
879,2014,60,"Working","West","Black"
880,2014,65,"Working","West","White"
881,2014,20,"Working","West","Hispanic"
882,2014,40,"Working","West","White"
883,2014,55,"Middle","West","White"
884,2014,45,"Lower","West","Hispanic"
887,2014,24,"Lower","West","Black"
889,2014,45,"Middle","West","White"
890,2014,40,"Working","West","Hispanic"
891,2014,37,"Middle","West","White"
892,2014,30,"Middle","West","White"
893,2014,40,"Working","West","White"
895,2014,60,"Upper","West","White"
896,2014,25,"Middle","West","White"
897,2014,28,"Working","West","White"
898,2014,40,"Working","West","White"
899,2014,40,"Middle","West","Black"
900,2014,45,"Working","West","Hispanic"
901,2014,40,"Working","West","Black"
903,2014,40,"Working","West","White"
904,2014,40,"Working","West","Hispanic"
905,2014,40,"Working","West","Black"
906,2014,82,"Lower","West","White"
907,2014,40,"Middle","West","White"
908,2014,24,"Working","West","Hispanic"
909,2014,40,"Working","West","Other"
911,2014,40,"Middle","West","Other"
914,2014,20,"Working","West","Other"
915,2014,40,"Working","West","Hispanic"
917,2014,15,"Lower","Midwest","Black"
918,2014,45,"Middle","Midwest","Black"
919,2014,57,"Working","Midwest","Black"
920,2014,21,"Middle","Midwest","White"
921,2014,40,"Middle","Midwest","White"
922,2014,40,"Middle","Midwest","White"
923,2014,37,"Middle","Midwest","White"
924,2014,45,"Middle","Midwest","White"
927,2014,35,"Working","Midwest","Hispanic"
929,2014,45,"Middle","Midwest","White"
930,2014,56,"Middle","Midwest","White"
932,2014,60,"Middle","Midwest","White"
933,2014,45,"Middle","West","White"
935,2014,45,"Middle","West","White"
937,2014,50,"Middle","West","White"
941,2014,40,"Lower","West","Hispanic"
942,2014,40,"Working","West","Hispanic"
943,2014,40,"Middle","West","Hispanic"
944,2014,52,"Working","West","Hispanic"
945,2014,40,"Working","West","Hispanic"
947,2014,55,"Upper","West","White"
950,2014,89,"Working","West","White"
953,2014,50,"Middle","West","White"
955,2014,60,"Middle","West","Hispanic"
956,2014,32,"Working","West","White"
957,2014,27,"Working","West","Hispanic"
958,2014,65,"Middle","West","White"
961,2014,40,"Middle","West","White"
962,2014,40,"Working","West","White"
963,2014,70,"Middle","West","White"
964,2014,50,"Working","West","Hispanic"
965,2014,40,"Middle","West","White"
967,2014,40,"Working","West","White"
969,2014,10,"Middle","West","Hispanic"
970,2014,1,"Middle","West","White"
971,2014,50,"Middle","West","White"
973,2014,2,"Middle","West","White"
974,2014,48,"Middle","West","White"
978,2014,15,"Working","West","White"
980,2014,20,"Middle","West","Hispanic"
981,2014,40,"Working","West","White"
982,2014,38,"Upper","West","White"
985,2014,30,"Working","Midwest","White"
987,2014,32,"Working","Midwest","White"
988,2014,40,"Working","Midwest","White"
989,2014,4,"Middle","Midwest","White"
991,2014,65,"Middle","Midwest","White"
993,2014,46,"Middle","Midwest","White"
997,2014,15,"Middle","Midwest","White"
999,2014,60,"Working","Midwest","White"
1000,2014,34,"Working","Midwest","White"
1001,2014,57,"Working","Midwest","White"
1002,2014,80,"Middle","Midwest","Black"
1003,2014,30,"Middle","Midwest","White"
1004,2014,46,"Working","Midwest","Black"
1005,2014,40,"Working","Midwest","Black"
1007,2014,50,"Working","Midwest","White"
1011,2014,43,"Working","Midwest","White"
1014,2014,44,"Working","Midwest","Other"
1016,2014,56,"Working","Midwest","White"
1017,2014,40,"Working","Midwest","Black"
1019,2014,40,"Working","Midwest","Black"
1020,2014,40,"Working","Midwest","Black"
1022,2014,40,"Working","Midwest","White"
1023,2014,50,"Middle","Midwest","White"
1026,2014,48,"Lower","Midwest","White"
1027,2014,40,"Working","Midwest","White"
1030,2014,42,"Lower","Midwest","White"
1032,2014,60,"Middle","Midwest","White"
1033,2014,70,"Middle","Midwest","Black"
1036,2014,40,"Middle","Midwest","White"
1037,2014,50,"Middle","Midwest","White"
1039,2014,40,"Working","Midwest","White"
1041,2014,50,"Working","Midwest","White"
1042,2014,35,"Working","Midwest","White"
1044,2014,40,"Working","Midwest","White"
1045,2014,40,"Working","South","White"
1053,2014,75,"Working","South","White"
1054,2014,40,"Middle","South","Hispanic"
1056,2014,60,"Middle","South","White"
1057,2014,42,"Middle","South","Hispanic"
1059,2014,40,"Working","South","White"
1060,2014,20,"Working","South","White"
1061,2014,50,"Working","South","White"
1065,2014,40,"Middle","South","Black"
1066,2014,40,"Working","South","Hispanic"
1068,2014,80,"Working","South","Black"
1069,2014,40,"Working","South","Black"
1070,2014,80,"Working","South","Black"
1071,2014,32,"Middle","South","White"
1074,2014,41,"Working","South","White"
1076,2014,40,"Working","South","White"
1078,2014,28,"Middle","South","White"
1081,2014,40,"Working","South","Hispanic"
1082,2014,40,"Lower","South","White"
1087,2014,40,"Middle","South","Black"
1088,2014,17,"Working","South","Hispanic"
1089,2014,40,"Working","South","Hispanic"
1093,2014,40,"Working","South","Hispanic"
1094,2014,50,"Working","South","Black"
1099,2014,30,"Middle","South","Other"
1100,2014,89,"Working","South","Hispanic"
1102,2014,44,"Middle","South","White"
1103,2014,55,"Middle","South","White"
1104,2014,45,"Middle","South","White"
1107,2014,55,"Middle","South","White"
1108,2014,20,"Upper","West","White"
1109,2014,40,"Working","West","Other"
1110,2014,50,"Working","West","Hispanic"
1111,2014,24,"Working","West","Hispanic"
1112,2014,35,"Working","West","White"
1114,2014,35,"Middle","West","White"
1115,2014,40,"Middle","West","White"
1116,2014,40,"Middle","West","White"
1117,2014,40,"Middle","West","White"
1118,2014,50,"Middle","West","Other"
1119,2014,40,"Middle","West","Other"
1120,2014,44,"Working","West","Hispanic"
1121,2014,40,"Middle","West","Other"
1123,2014,18,"Working","West","White"
1126,2014,55,"Middle","West","White"
1128,2014,60,"Working","Middle Atlantic","White"
1129,2014,47,"Middle","Middle Atlantic","White"
1130,2014,60,"Middle","Middle Atlantic","White"
1131,2014,50,"Middle","Middle Atlantic","White"
1134,2014,40,"Middle","Middle Atlantic","White"
1135,2014,40,"Middle","Middle Atlantic","White"
1138,2014,60,"Working","Middle Atlantic","Black"
1142,2014,40,"Working","Middle Atlantic","Black"
1143,2014,30,"Working","Middle Atlantic","Black"
1144,2014,40,"Working","Middle Atlantic","White"
1145,2014,46,"Lower","Middle Atlantic","White"
1146,2014,42,"Working","Middle Atlantic","White"
1148,2014,54,"Working","Middle Atlantic","Other"
1149,2014,50,"Working","Middle Atlantic","White"
1150,2014,57,"Working","Middle Atlantic","White"
1152,2014,70,"Working","Middle Atlantic","White"
1154,2014,40,"Working","Middle Atlantic","White"
1157,2014,36,"Middle","South","White"
1158,2014,40,"Working","South","Black"
1159,2014,30,"Working","South","White"
1162,2014,55,"Middle","South","White"
1163,2014,39,"Working","South","Black"
1167,2014,30,"Working","South","Black"
1168,2014,40,"Lower","South","Black"
1169,2014,49,"Working","South","White"
1170,2014,40,"Working","South","Black"
1171,2014,60,"Working","South","Black"
1173,2014,50,"Working","South","Black"
1177,2014,40,"Working","South","White"
1179,2014,20,"Working","South","White"
1180,2014,25,"Middle","South","White"
1181,2014,40,"Middle","Midwest","White"
1183,2014,28,"Working","Midwest","White"
1185,2014,40,"Working","Midwest","White"
1186,2014,75,"Working","Midwest","White"
1188,2014,50,"Working","Midwest","White"
1192,2014,40,"Working","Midwest","White"
1193,2014,40,"Middle","Midwest","White"
1194,2014,60,"Working","Midwest","White"
1196,2014,30,"Working","Midwest","White"
1198,2014,60,"Working","Midwest","White"
1199,2014,40,"Working","Midwest","White"
1202,2014,40,"Working","Midwest","Black"
1205,2014,8,"Working","Midwest","Hispanic"
1206,2014,56,"Working","Midwest","White"
1208,2014,30,"Working","Midwest","White"
1209,2014,40,"Working","Midwest","White"
1210,2014,16,"Working","Midwest","Hispanic"
1211,2014,45,"Working","Midwest","White"
1212,2014,40,"Middle","Midwest","White"
1214,2014,35,"Working","Midwest","Hispanic"
1215,2014,40,"Working","Midwest","White"
1217,2014,8,"Middle","Midwest","Hispanic"
1218,2014,37,"Working","Midwest","Hispanic"
1220,2014,40,"Working","Midwest","Hispanic"
1223,2014,40,"Working","Midwest","Hispanic"
1225,2014,40,"Working","Midwest","Hispanic"
1226,2014,40,"Working","Midwest","Hispanic"
1227,2014,40,"Middle","Midwest","Hispanic"
1228,2014,50,"Working","Midwest","Hispanic"
1231,2014,40,"Working","Midwest","White"
1232,2014,80,"Working","Midwest","Black"
1233,2014,55,"Middle","Midwest","White"
1234,2014,40,"Middle","Midwest","White"
1236,2014,60,"Middle","Midwest","White"
1237,2014,54,"Working","Midwest","Black"
1238,2014,5,"Lower","Midwest","Black"
1241,2014,35,"Middle","Midwest","Black"
1242,2014,40,"Working","Midwest","Black"
1243,2014,35,"Middle","Midwest","White"
1244,2014,40,"Middle","Midwest","Hispanic"
1245,2014,38,"Working","Midwest","White"
1247,2014,24,"Working","Midwest","White"
1250,2014,7,"Working","Midwest","White"
1251,2014,30,"Lower","Midwest","White"
1253,2014,8,"Middle","Midwest","White"
1254,2014,40,"Working","Midwest","White"
1255,2014,40,"Working","Midwest","White"
1256,2014,32,"Working","Midwest","White"
1259,2014,30,"Middle","Midwest","White"
1261,2014,25,"Middle","Midwest","White"
1262,2014,40,"Working","Midwest","Black"
1263,2014,46,"Working","Midwest","Black"
1264,2014,40,"Middle","Midwest","White"
1265,2014,40,"Working","Midwest","Black"
1266,2014,30,"Middle","Midwest","Black"
1268,2014,52,"Middle","Midwest","Black"
1270,2014,25,"Working","Midwest","White"
1271,2014,89,"Middle","Midwest","White"
1272,2014,28,"Working","Midwest","White"
1273,2014,36,"Working","Midwest","White"
1275,2014,45,"Middle","West","Hispanic"
1276,2014,55,"Working","West","White"
1280,2014,12,"Working","West","Hispanic"
1281,2014,40,"Working","West","Hispanic"
1282,2014,40,"Working","West","White"
1284,2014,40,"Working","West","Hispanic"
1287,2014,89,"Middle","West","White"
1288,2014,40,"Working","West","Hispanic"
1293,2014,30,"Working","West","Other"
1294,2014,40,"Middle","West","White"
1297,2014,50,"Middle","West","White"
1299,2014,40,"Middle","West","White"
1302,2014,70,"Middle","Midwest","White"
1303,2014,60,"Middle","Midwest","Hispanic"
1306,2014,35,"Working","Midwest","White"
1309,2014,40,"Middle","Midwest","White"
1310,2014,20,"Working","Midwest","White"
1311,2014,40,"Working","Midwest","White"
1312,2014,40,"Middle","Midwest","White"
1313,2014,45,"Working","Midwest","Other"
1314,2014,45,"Middle","Midwest","White"
1315,2014,40,"Middle","Midwest","White"
1316,2014,15,"Middle","Midwest","White"
1317,2014,40,"Working","Midwest","White"
1318,2014,32,"Middle","Midwest","White"
1319,2014,55,"Middle","Midwest","White"
1323,2014,50,"Middle","Midwest","White"
1325,2014,4,"Middle","Midwest","White"
1326,2014,40,"Middle","Midwest","White"
1328,2014,50,"Middle","Midwest","White"
1329,2014,55,"Middle","Midwest","White"
1331,2014,55,"Working","West","White"
1332,2014,60,"Middle","West","White"
1334,2014,30,"Middle","West","White"
1336,2014,48,"Working","West","Hispanic"
1337,2014,45,"Working","West","White"
1338,2014,40,"Working","West","White"
1339,2014,50,"Middle","West","White"
1341,2014,45,"Middle","West","White"
1344,2014,60,"Middle","West","White"
1345,2014,60,"Middle","West","White"
1346,2014,60,"Middle","West","White"
1347,2014,60,"Middle","West","White"
1348,2014,45,"Middle","West","White"
1350,2014,40,"Upper","West","White"
1353,2014,30,"Middle","Midwest","White"
1354,2014,70,"Working","Midwest","White"
1356,2014,40,"Middle","Midwest","White"
1357,2014,55,"Working","Midwest","White"
1359,2014,40,"Working","Midwest","White"
1360,2014,20,"Working","Midwest","White"
1362,2014,70,"Middle","Midwest","White"
1364,2014,12,"Middle","Midwest","Black"
1365,2014,70,"Working","Midwest","White"
1366,2014,35,"Working","Midwest","Hispanic"
1367,2014,30,"Working","Midwest","White"
1371,2014,45,"Middle","Midwest","White"
1373,2014,40,"Middle","Midwest","White"
1374,2014,50,"Middle","Midwest","White"
1375,2014,40,"Middle","Midwest","White"
1376,2014,28,"Middle","Midwest","White"
1377,2014,10,"Lower","Midwest","White"
1378,2014,30,"Middle","New England","White"
1379,2014,40,"Working","New England","White"
1381,2014,32,"Middle","New England","White"
1382,2014,40,"Working","New England","White"
1383,2014,40,"Middle","New England","White"
1385,2014,20,"Working","New England","Hispanic"
1386,2014,62,"Middle","New England","White"
1387,2014,45,"Working","New England","White"
1392,2014,25,"Working","New England","White"
1393,2014,25,"Middle","New England","White"
1394,2014,35,"Working","New England","White"
1396,2014,40,"Working","New England","White"
1397,2014,38,"Working","New England","White"
1405,2014,30,"Middle","New England","White"
1410,2014,40,"Working","Middle Atlantic","White"
1411,2014,37,"Working","Middle Atlantic","White"
1412,2014,39,"Working","Middle Atlantic","White"
1413,2014,29,"Working","Middle Atlantic","White"
1415,2014,40,"Working","Middle Atlantic","White"
1416,2014,30,"Working","Middle Atlantic","Other"
1418,2014,40,"Middle","Middle Atlantic","White"
1419,2014,40,"Middle","Middle Atlantic","White"
1422,2014,32,"Middle","Middle Atlantic","White"
1423,2014,10,"Working","Middle Atlantic","White"
1426,2014,39,"Working","Middle Atlantic","White"
1429,2014,50,"Middle","Middle Atlantic","White"
1430,2014,20,"Middle","Middle Atlantic","Other"
1431,2014,50,"Upper","Middle Atlantic","White"
1437,2014,38,"Middle","Middle Atlantic","White"
1440,2014,40,"Working","Middle Atlantic","White"
1442,2014,30,"Working","Middle Atlantic","Black"
1443,2014,65,"Working","Middle Atlantic","White"
1447,2014,35,"Working","Middle Atlantic","White"
1448,2014,20,"Working","Middle Atlantic","Black"
1452,2014,40,"Working","Middle Atlantic","White"
1453,2014,50,"Working","Middle Atlantic","White"
1454,2014,45,"Working","Middle Atlantic","White"
1455,2014,45,"Middle","Middle Atlantic","White"
1456,2014,8,"Working","Middle Atlantic","White"
1457,2014,40,"Working","Middle Atlantic","White"
1459,2014,16,"Working","Middle Atlantic","White"
1461,2014,40,"Working","Middle Atlantic","White"
1463,2014,48,"Working","Middle Atlantic","White"
1464,2014,40,"Lower","Middle Atlantic","Hispanic"
1465,2014,70,"Working","Middle Atlantic","Black"
1471,2014,40,"Working","Middle Atlantic","White"
1472,2014,40,"Working","Middle Atlantic","White"
1475,2014,20,"Working","Middle Atlantic","White"
1477,2014,18,"Middle","Middle Atlantic","White"
1478,2014,45,"Middle","Middle Atlantic","White"
1479,2014,40,"Working","Middle Atlantic","White"
1480,2014,30,"Middle","Middle Atlantic","White"
1483,2014,45,"Middle","Middle Atlantic","White"
1484,2014,40,"Middle","Middle Atlantic","White"
1486,2014,60,"Working","Middle Atlantic","White"
1489,2014,27,"Lower","South","Black"
1492,2014,40,"Working","South","White"
1493,2014,26,"Working","South","White"
1494,2014,38,"Lower","South","White"
1495,2014,24,"Working","South","Black"
1497,2014,30,"Middle","South","White"
1498,2014,37,"Middle","South","White"
1499,2014,20,"Working","South","White"
1500,2014,29,"Middle","South","White"
1501,2014,37,"Working","South","White"
1502,2014,38,"Working","South","White"
1503,2014,30,"Working","South","White"
1505,2014,30,"Working","South","White"
1506,2014,30,"Working","South","White"
1507,2014,25,"Middle","South","White"
1508,2014,40,"Working","South","White"
1509,2014,30,"Working","South","White"
1510,2014,10,"Middle","South","White"
1512,2014,60,"Working","South","White"
1513,2014,12,"Lower","South","White"
1514,2014,60,"Middle","South","White"
1515,2014,30,"Middle","South","White"
1516,2014,40,"Middle","South","White"
1517,2014,39,"Upper","South","Hispanic"
1519,2014,40,"Middle","South","White"
1520,2014,30,"Lower","South","Black"
1523,2014,30,"Middle","South","White"
1526,2014,40,"Working","South","White"
1527,2014,45,"Middle","South","White"
1528,2014,38,"Working","South","White"
1536,2014,20,"Lower","South","Other"
1537,2014,40,"Middle","South","White"
1538,2014,48,"Working","South","White"
1541,2014,40,"Working","South","White"
1543,2014,40,"Working","South","White"
1544,2014,55,"Middle","South","White"
1545,2014,50,"Middle","South","White"
1546,2014,50,"Middle","South","White"
1548,2014,52,"Working","South","White"
1549,2014,65,"Middle","South","White"
1550,2014,42,"Working","South","Black"
1551,2014,40,"Working","South","White"
1555,2014,70,"Working","South","White"
1557,2014,40,"Working","South","Black"
1558,2014,37,"Middle","South","White"
1559,2014,50,"Middle","South","White"
1560,2014,89,"Middle","South","White"
1561,2014,50,"Middle","South","Black"
1562,2014,60,"Middle","South","White"
1565,2014,30,"Working","South","White"
1566,2014,30,"Middle","South","White"
1569,2014,15,"Working","South","Black"
1570,2014,34,"Middle","South","White"
1576,2014,40,"Lower","South","Black"
1577,2014,25,"Working","South","Black"
1580,2014,32,"Working","South","White"
1581,2014,15,"Middle","South","White"
1584,2014,32,"Working","South","Black"
1585,2014,40,"Working","South","Black"
1588,2014,32,"Working","South","White"
1590,2014,45,"Working","South","White"
1591,2014,50,"Middle","South","White"
1592,2014,40,"Middle","South","White"
1593,2014,34,"Middle","South","White"
1597,2014,40,"Working","South","White"
1602,2014,40,"Working","South","Black"
1604,2014,58,"Working","South","Black"
1605,2014,80,"Upper","South","Black"
1606,2014,49,"Lower","South","Black"
1607,2014,40,"Working","South","White"
1610,2014,35,"Working","South","Black"
1614,2014,25,"Working","South","Hispanic"
1617,2014,25,"Working","South","White"
1619,2014,20,"Middle","South","Hispanic"
1621,2014,50,"Working","South","White"
1623,2014,40,"Working","South","Black"
1625,2014,12,"Working","South","Hispanic"
1628,2014,30,"Middle","South","White"
1629,2014,40,"Working","South","White"
1630,2014,45,"Middle","South","Black"
1631,2014,42,"Working","South","White"
1632,2014,12,"Working","South","White"
1635,2014,40,"Working","South","White"
1636,2014,40,"Middle","South","White"
1637,2014,40,"Middle","South","Black"
1641,2014,40,"Lower","South","Black"
1644,2014,47,"Middle","South","White"
1645,2014,40,"Working","South","White"
1646,2014,40,"Middle","South","Black"
1647,2014,40,"Working","South","Black"
1649,2014,45,"Working","South","Black"
1651,2014,80,"Middle","South","White"
1656,2014,40,"Lower","South","White"
1657,2014,46,"Working","South","White"
1658,2014,40,"Middle","South","Black"
1659,2014,50,"Working","South","White"
1661,2014,60,"Working","South","White"
1664,2014,40,"Working","South","White"
1665,2014,40,"Working","South","Hispanic"
1667,2014,40,"Working","South","Black"
1672,2014,60,"Working","South","White"
1674,2014,42,"Working","South","Hispanic"
1676,2014,40,"Upper","South","White"
1677,2014,40,"Working","Midwest","White"
1679,2014,32,"Working","Midwest","White"
1680,2014,3,"Working","Midwest","Black"
1686,2014,50,"Middle","Midwest","White"
1687,2014,44,"Middle","Midwest","White"
1689,2014,40,"Lower","Midwest","Black"
