"id","year","hrs1","class","region","racehisp"
67,2016,40,"Working","Middle Atlantic","Hispanic"
72,2016,35,"Working","Middle Atlantic","Black"
75,2016,14,"Working","Middle Atlantic","Black"
77,2016,50,"Middle","Middle Atlantic","White"
78,2016,40,"Middle","Middle Atlantic","Black"
80,2016,37,"Working","Middle Atlantic","Black"
81,2016,45,"Middle","Middle Atlantic","Other"
82,2016,60,"Working","Middle Atlantic","White"
83,2016,48,"Working","Middle Atlantic","White"
84,2016,40,"Middle","Middle Atlantic","White"
85,2016,46,"Working","Middle Atlantic","White"
86,2016,48,"Middle","Middle Atlantic","White"
87,2016,40,"Working","Middle Atlantic","White"
88,2016,50,"Working","Middle Atlantic","Hispanic"
89,2016,40,"Working","Middle Atlantic","Hispanic"
94,2016,40,"Middle","Middle Atlantic","White"
95,2016,70,"Middle","Middle Atlantic","White"
98,2016,45,"Middle","Middle Atlantic","Black"
99,2016,40,"Working","Middle Atlantic","Other"
100,2016,30,"Middle","Middle Atlantic","White"
101,2016,37,"Working","Middle Atlantic","Black"
105,2016,42,"Working","Middle Atlantic","Hispanic"
110,2016,4,"Working","Middle Atlantic","White"
111,2016,40,"Middle","Middle Atlantic","White"
112,2016,50,"Working","Middle Atlantic","White"
113,2016,51,"Working","Middle Atlantic","Other"
114,2016,35,"Working","Middle Atlantic","Hispanic"
115,2016,60,"Middle","Middle Atlantic","Other"
116,2016,15,"Working","Middle Atlantic","White"
118,2016,45,"Middle","Middle Atlantic","White"
121,2016,40,"Middle","Middle Atlantic","White"
122,2016,20,"Working","Middle Atlantic","White"
123,2016,25,"Working","Middle Atlantic","Hispanic"
124,2016,40,"Middle","Middle Atlantic","White"
127,2016,40,"Middle","Middle Atlantic","White"
128,2016,50,"Middle","Middle Atlantic","White"
129,2016,40,"Middle","Middle Atlantic","White"
130,2016,65,"Working","Middle Atlantic","Hispanic"
132,2016,40,"Working","Middle Atlantic","Black"
134,2016,52,"Working","Middle Atlantic","White"
135,2016,50,"Working","Middle Atlantic","Black"
136,2016,40,"Working","Middle Atlantic","White"
139,2016,50,"Middle","New England","White"
143,2016,43,"Middle","New England","White"
145,2016,40,"Working","New England","White"
146,2016,40,"Middle","West","White"
147,2016,45,"Upper","West","White"
148,2016,60,"Middle","West","Other"
149,2016,40,"Working","West","White"
150,2016,30,"Middle","West","White"
151,2016,60,"Middle","West","White"
152,2016,40,"Middle","West","White"
153,2016,10,"Working","West","Other"
154,2016,45,"Lower","West","Hispanic"
155,2016,30,"Working","West","White"
156,2016,35,"Middle","West","Hispanic"
157,2016,20,"Middle","West","Other"
159,2016,40,"Middle","West","Hispanic"
160,2016,42,"Working","West","Hispanic"
161,2016,40,"Working","West","Other"
162,2016,45,"Middle","West","Other"
163,2016,16,"Lower","West","White"
169,2016,40,"Working","West","Black"
171,2016,60,"Working","West","Black"
172,2016,60,"Lower","West","White"
173,2016,20,"Lower","West","Hispanic"
174,2016,40,"Middle","West","White"
176,2016,40,"Working","West","Hispanic"
177,2016,20,"Middle","West","White"
179,2016,16,"Working","West","Hispanic"
180,2016,10,"Working","West","Black"
185,2016,40,"Working","West","Black"
188,2016,47,"Working","West","Black"
192,2016,40,"Working","West","Hispanic"
193,2016,15,"Working","West","Hispanic"
194,2016,40,"Working","West","Hispanic"
195,2016,40,"Working","West","Hispanic"
196,2016,40,"Working","West","Hispanic"
198,2016,40,"Middle","West","Other"
199,2016,25,"Working","West","Hispanic"
200,2016,40,"Middle","West","Black"
201,2016,60,"Middle","West","White"
202,2016,35,"Working","West","Hispanic"
203,2016,75,"Middle","West","Hispanic"
204,2016,45,"Working","West","Black"
205,2016,60,"Middle","West","White"
206,2016,10,"Middle","West","White"
207,2016,40,"Working","West","Hispanic"
209,2016,12,"Working","West","Black"
211,2016,55,"Middle","West","White"
213,2016,6,"Middle","West","White"
217,2016,40,"Working","West","White"
218,2016,50,"Working","West","Hispanic"
219,2016,45,"Working","West","White"
220,2016,40,"Middle","West","Hispanic"
222,2016,42,"Working","West","Hispanic"
223,2016,50,"Working","West","Other"
224,2016,50,"Middle","West","White"
225,2016,30,"Working","West","Hispanic"
226,2016,40,"Middle","West","Other"
227,2016,40,"Working","West","Other"
228,2016,40,"Working","West","Hispanic"
229,2016,40,"Working","West","Hispanic"
233,2016,45,"Middle","West","Other"
235,2016,25,"Middle","West","White"
236,2016,60,"Working","West","Hispanic"
237,2016,23,"Working","West","White"
238,2016,40,"Working","West","White"
239,2016,30,"Middle","West","White"
240,2016,40,"Working","West","Hispanic"
241,2016,50,"Working","West","Hispanic"
242,2016,42,"Middle","West","Hispanic"
243,2016,40,"Working","West","Hispanic"
244,2016,48,"Middle","West","White"
248,2016,55,"Middle","West","White"
249,2016,49,"Working","West","Hispanic"
250,2016,42,"Working","West","White"
251,2016,40,"Middle","West","White"
252,2016,40,"Middle","West","Black"
253,2016,30,"Lower","West","Black"
254,2016,40,"Middle","West","Hispanic"
257,2016,40,"Working","West","Hispanic"
259,2016,50,"Middle","West","White"
260,2016,60,"Working","West","Hispanic"
262,2016,40,"Working","West","Hispanic"
263,2016,40,"Working","West","Hispanic"
265,2016,28,"Middle","West","Hispanic"
266,2016,34,"Working","West","Hispanic"
269,2016,52,"Working","West","Hispanic"
272,2016,16,"Middle","West","Hispanic"
274,2016,35,"Middle","West","White"
276,2016,60,"Middle","West","White"
277,2016,55,"Working","West","White"
278,2016,40,"Middle","West","White"
279,2016,40,"Working","West","White"
280,2016,70,"Working","West","Hispanic"
284,2016,40,"Middle","Midwest","Hispanic"
286,2016,75,"Working","Midwest","Black"
287,2016,81,"Middle","Midwest","Black"
288,2016,65,"Working","Midwest","White"
289,2016,40,"Working","Midwest","White"
290,2016,40,"Middle","Midwest","White"
291,2016,40,"Upper","Midwest","White"
292,2016,40,"Upper","Midwest","White"
293,2016,55,"Middle","Midwest","White"
295,2016,46,"Middle","Midwest","Hispanic"
296,2016,27,"Middle","Midwest","Hispanic"
299,2016,40,"Middle","Midwest","Other"
300,2016,40,"Working","Midwest","Black"
304,2016,68,"Middle","Midwest","Black"
305,2016,32,"Working","Midwest","Black"
306,2016,40,"Middle","Midwest","Hispanic"
308,2016,30,"Working","Midwest","Hispanic"
309,2016,48,"Working","Midwest","White"
311,2016,60,"Upper","Midwest","White"
313,2016,50,"Middle","Midwest","White"
314,2016,40,"Middle","Midwest","White"
316,2016,40,"Middle","Midwest","White"
317,2016,40,"Working","Midwest","Black"
318,2016,26,"Middle","Midwest","White"
327,2016,50,"Working","Midwest","Hispanic"
328,2016,30,"Working","Midwest","Hispanic"
329,2016,51,"Middle","Midwest","White"
330,2016,50,"Upper","Midwest","White"
332,2016,40,"Upper","Midwest","White"
333,2016,50,"Middle","Midwest","White"
334,2016,30,"Working","Midwest","Other"
335,2016,60,"Working","Midwest","Hispanic"
336,2016,40,"Working","Midwest","Hispanic"
337,2016,60,"Middle","Midwest","White"
338,2016,1,"Middle","Midwest","White"
341,2016,55,"Middle","Midwest","White"
342,2016,20,"Middle","Midwest","White"
343,2016,48,"Middle","Midwest","White"
344,2016,28,"Lower","Midwest","White"
345,2016,40,"Middle","Midwest","White"
346,2016,43,"Working","Midwest","White"
347,2016,50,"Middle","Midwest","White"
348,2016,40,"Working","Midwest","White"
349,2016,41,"Working","Midwest","White"
350,2016,80,"Working","Midwest","White"
351,2016,30,"Working","Midwest","White"
353,2016,45,"Middle","Midwest","White"
354,2016,45,"Working","Midwest","White"
356,2016,32,"Working","South","Black"
357,2016,20,"Middle","South","Hispanic"
358,2016,42,"Middle","South","White"
359,2016,50,"Middle","South","Black"
360,2016,60,"Upper","South","White"
361,2016,60,"Middle","South","White"
362,2016,54,"Working","South","White"
364,2016,34,"Middle","South","White"
365,2016,60,"Middle","South","White"
366,2016,45,"Middle","South","White"
369,2016,50,"Middle","South","White"
370,2016,60,"Working","South","White"
371,2016,36,"Upper","South","Other"
373,2016,16,"Middle","South","White"
376,2016,42,"Working","South","White"
377,2016,40,"Middle","South","Black"
379,2016,70,"Upper","South","White"
380,2016,24,"Working","South","Black"
384,2016,40,"Lower","South","Black"
385,2016,40,"Middle","South","Black"
386,2016,55,"Working","South","Black"
387,2016,20,"Middle","South","Black"
388,2016,40,"Middle","South","Black"
390,2016,40,"Working","South","Black"
392,2016,12,"Lower","South","Black"
393,2016,40,"Middle","South","White"
394,2016,60,"Middle","South","White"
396,2016,52,"Middle","South","Hispanic"
398,2016,40,"Middle","South","White"
399,2016,40,"Middle","South","White"
400,2016,45,"Middle","South","Black"
401,2016,40,"Working","South","White"
403,2016,40,"Working","South","White"
404,2016,40,"Working","South","Black"
405,2016,40,"Middle","South","Other"
408,2016,30,"Middle","South","Other"
409,2016,35,"Upper","South","White"
410,2016,35,"Middle","South","White"
412,2016,40,"Middle","South","White"
413,2016,70,"Middle","South","White"
414,2016,50,"Middle","South","White"
415,2016,40,"Working","South","Black"
416,2016,40,"Middle","South","Black"
417,2016,41,"Working","South","White"
419,2016,49,"Lower","South","Black"
421,2016,32,"Working","South","Hispanic"
422,2016,40,"Working","South","Black"
423,2016,26,"Working","South","White"
424,2016,40,"Upper","South","White"
427,2016,60,"Middle","South","White"
428,2016,50,"Middle","South","White"
429,2016,30,"Working","South","Black"
430,2016,32,"Working","South","Hispanic"
431,2016,50,"Working","South","Hispanic"
432,2016,25,"Lower","South","White"
434,2016,40,"Working","South","Hispanic"
435,2016,40,"Working","South","White"
436,2016,60,"Middle","South","White"
440,2016,40,"Middle","New England","White"
441,2016,40,"Middle","New England","White"
442,2016,50,"Middle","New England","White"
444,2016,32,"Working","New England","White"
445,2016,40,"Working","New England","White"
448,2016,40,"Working","New England","White"
449,2016,50,"Upper","New England","White"
450,2016,25,"Middle","New England","White"
452,2016,44,"Middle","New England","White"
453,2016,50,"Working","New England","Hispanic"
454,2016,11,"Middle","New England","White"
457,2016,75,"Upper","New England","Other"
458,2016,40,"Middle","New England","White"
459,2016,40,"Middle","New England","White"
461,2016,35,"Middle","New England","White"
462,2016,60,"Middle","New England","White"
463,2016,40,"Middle","New England","White"
464,2016,15,"Middle","New England","White"
465,2016,35,"Middle","New England","White"
466,2016,10,"Middle","New England","White"
467,2016,50,"Middle","New England","White"
468,2016,50,"Middle","New England","Hispanic"
469,2016,44,"Working","New England","White"
470,2016,50,"Upper","New England","White"
471,2016,50,"Middle","New England","White"
472,2016,30,"Upper","New England","White"
473,2016,67,"Working","New England","White"
474,2016,55,"Working","New England","White"
475,2016,40,"Working","New England","White"
480,2016,40,"Middle","New England","Other"
482,2016,38,"Middle","New England","White"
483,2016,65,"Working","New England","White"
484,2016,40,"Working","New England","Hispanic"
485,2016,55,"Working","New England","White"
488,2016,40,"Middle","New England","White"
489,2016,89,"Working","New England","White"
491,2016,48,"Working","New England","Hispanic"
493,2016,21,"Lower","New England","Hispanic"
496,2016,40,"Working","New England","Hispanic"
497,2016,45,"Middle","New England","White"
498,2016,40,"Working","New England","White"
499,2016,18,"Working","New England","White"
500,2016,35,"Lower","New England","White"
503,2016,17,"Lower","New England","White"
505,2016,40,"Working","New England","White"
507,2016,45,"Middle","New England","White"
508,2016,20,"Middle","New England","White"
509,2016,51,"Middle","New England","White"
510,2016,45,"Working","New England","White"
513,2016,32,"Working","New England","White"
514,2016,40,"Working","New England","White"
515,2016,48,"Middle","New England","White"
516,2016,20,"Middle","New England","White"
517,2016,48,"Middle","New England","White"
521,2016,50,"Middle","New England","White"
522,2016,45,"Working","New England","White"
523,2016,46,"Upper","West","White"
524,2016,70,"Upper","West","Other"
526,2016,23,"Upper","West","White"
527,2016,23,"Working","West","Hispanic"
528,2016,50,"Middle","West","White"
529,2016,10,"Middle","West","Other"
530,2016,35,"Middle","West","White"
532,2016,45,"Upper","West","White"
537,2016,89,"Working","West","Hispanic"
540,2016,40,"Working","West","Hispanic"
541,2016,4,"Working","West","Black"
542,2016,48,"Middle","West","White"
543,2016,40,"Middle","West","Black"
544,2016,32,"Middle","West","White"
545,2016,35,"Middle","West","Black"
547,2016,40,"Working","West","Black"
548,2016,50,"Working","West","Hispanic"
550,2016,28,"Working","West","Other"
551,2016,30,"Working","West","Hispanic"
554,2016,36,"Working","West","Black"
555,2016,40,"Middle","West","Other"
556,2016,53,"Middle","West","Hispanic"
557,2016,40,"Working","West","Hispanic"
559,2016,30,"Middle","West","White"
564,2016,42,"Middle","Midwest","Hispanic"
567,2016,40,"Working","Midwest","Black"
568,2016,50,"Working","Midwest","White"
569,2016,50,"Working","Midwest","White"
570,2016,25,"Working","Midwest","White"
571,2016,35,"Working","Midwest","White"
573,2016,40,"Middle","Midwest","Black"
574,2016,50,"Lower","Midwest","Black"
580,2016,7,"Working","Midwest","White"
581,2016,25,"Middle","Midwest","White"
583,2016,24,"Middle","Midwest","Black"
590,2016,40,"Middle","Midwest","White"
592,2016,20,"Middle","Midwest","White"
594,2016,70,"Middle","Midwest","White"
600,2016,45,"Middle","Midwest","White"
602,2016,40,"Working","Midwest","White"
603,2016,40,"Working","Midwest","White"
606,2016,16,"Working","Midwest","White"
607,2016,30,"Working","Midwest","Black"
609,2016,40,"Middle","Midwest","Black"
610,2016,20,"Middle","Midwest","Black"
612,2016,26,"Working","Midwest","Black"
613,2016,27,"Working","Midwest","Black"
615,2016,1,"Middle","Midwest","White"
616,2016,32,"Middle","Midwest","White"
618,2016,55,"Middle","Midwest","Black"
619,2016,30,"Working","Midwest","Hispanic"
624,2016,40,"Working","Midwest","Black"
625,2016,24,"Working","South","White"
627,2016,26,"Middle","South","White"
628,2016,15,"Working","Middle Atlantic","White"
632,2016,35,"Middle","Middle Atlantic","White"
633,2016,60,"Middle","Middle Atlantic","White"
634,2016,8,"Middle","Middle Atlantic","Other"
636,2016,40,"Middle","Middle Atlantic","White"
637,2016,41,"Working","Middle Atlantic","White"
638,2016,45,"Middle","Middle Atlantic","White"
639,2016,16,"Middle","Middle Atlantic","White"
640,2016,20,"Middle","Middle Atlantic","White"
641,2016,26,"Middle","Middle Atlantic","White"
642,2016,30,"Middle","Middle Atlantic","White"
643,2016,45,"Working","Middle Atlantic","White"
647,2016,40,"Middle","Middle Atlantic","Other"
648,2016,60,"Middle","Middle Atlantic","Other"
650,2016,45,"Middle","Middle Atlantic","Other"
651,2016,40,"Working","Middle Atlantic","Black"
652,2016,50,"Working","Middle Atlantic","White"
654,2016,40,"Middle","Middle Atlantic","White"
657,2016,16,"Working","Middle Atlantic","Black"
659,2016,60,"Middle","Middle Atlantic","Black"
660,2016,40,"Middle","Middle Atlantic","Black"
663,2016,20,"Middle","Middle Atlantic","White"
665,2016,40,"Middle","Middle Atlantic","White"
666,2016,38,"Working","Middle Atlantic","White"
669,2016,55,"Working","Middle Atlantic","Black"
670,2016,34,"Working","Middle Atlantic","White"
672,2016,43,"Middle","Middle Atlantic","White"
673,2016,22,"Working","Middle Atlantic","White"
675,2016,40,"Middle","Middle Atlantic","Hispanic"
676,2016,50,"Middle","Middle Atlantic","Other"
677,2016,42,"Middle","Middle Atlantic","White"
678,2016,40,"Working","Middle Atlantic","Other"
679,2016,70,"Lower","Middle Atlantic","Hispanic"
680,2016,35,"Middle","Middle Atlantic","Black"
681,2016,40,"Working","Middle Atlantic","Black"
686,2016,40,"Working","Midwest","Black"
687,2016,40,"Working","Midwest","Black"
689,2016,36,"Working","Midwest","Black"
690,2016,40,"Working","Midwest","Black"
691,2016,30,"Working","Midwest","Hispanic"
693,2016,40,"Working","Midwest","Black"
695,2016,8,"Middle","Midwest","Other"
696,2016,40,"Working","Midwest","Black"
697,2016,84,"Working","Midwest","Hispanic"
698,2016,40,"Working","Midwest","Black"
699,2016,25,"Working","Midwest","Hispanic"
700,2016,40,"Working","Midwest","Hispanic"
701,2016,84,"Working","Midwest","White"
705,2016,1,"Middle","Midwest","Black"
706,2016,40,"Working","Midwest","Hispanic"
707,2016,54,"Working","Midwest","Hispanic"
708,2016,45,"Working","Midwest","Hispanic"
709,2016,40,"Middle","Midwest","Hispanic"
711,2016,72,"Working","Midwest","Hispanic"
712,2016,77,"Working","Midwest","Hispanic"
713,2016,50,"Working","Midwest","Hispanic"
714,2016,40,"Working","Midwest","Hispanic"
716,2016,65,"Working","Midwest","Hispanic"
719,2016,40,"Working","Midwest","Hispanic"
721,2016,48,"Working","Midwest","Hispanic"
722,2016,68,"Working","Midwest","Hispanic"
724,2016,10,"Working","Midwest","Hispanic"
726,2016,40,"Middle","Midwest","Hispanic"
727,2016,10,"Working","Midwest","Hispanic"
728,2016,40,"Middle","Midwest","White"
731,2016,25,"Working","South","Black"
734,2016,40,"Working","South","Black"
736,2016,45,"Middle","South","White"
737,2016,60,"Middle","South","Black"
740,2016,32,"Middle","South","White"
741,2016,48,"Working","South","White"
742,2016,58,"Working","South","White"
745,2016,20,"Working","South","Hispanic"
746,2016,30,"Middle","South","Black"
747,2016,70,"Working","South","Black"
748,2016,55,"Working","South","Black"
749,2016,40,"Middle","South","White"
750,2016,40,"Working","South","Black"
751,2016,40,"Working","South","Black"
752,2016,40,"Working","South","Black"
753,2016,33,"Working","South","Black"
755,2016,16,"Lower","South","Hispanic"
757,2016,40,"Middle","South","Hispanic"
758,2016,40,"Middle","South","Black"
759,2016,75,"Working","South","Black"
760,2016,46,"Working","South","White"
763,2016,40,"Middle","South","White"
764,2016,40,"Middle","South","White"
766,2016,60,"Working","South","White"
768,2016,20,"Middle","South","White"
769,2016,39,"Working","South","White"
770,2016,40,"Working","South","Black"
771,2016,60,"Middle","South","White"
773,2016,24,"Working","South","Black"
774,2016,40,"Working","South","Black"
775,2016,21,"Working","South","Black"
778,2016,40,"Middle","South","Black"
779,2016,40,"Working","South","Black"
782,2016,55,"Working","South","White"
784,2016,50,"Working","South","Hispanic"
785,2016,55,"Working","South","Black"
786,2016,50,"Working","South","Black"
788,2016,40,"Working","South","Black"
789,2016,80,"Working","South","Black"
790,2016,35,"Working","South","Black"
791,2016,40,"Working","South","Black"
795,2016,26,"Middle","South","Hispanic"
796,2016,80,"Working","South","Hispanic"
797,2016,36,"Lower","South","Hispanic"
798,2016,27,"Middle","South","White"
801,2016,40,"Middle","South","White"
803,2016,33,"Working","South","Black"
804,2016,40,"Working","South","Black"
807,2016,45,"Middle","Midwest","White"
809,2016,60,"Middle","Midwest","White"
812,2016,40,"Middle","Midwest","White"
813,2016,40,"Middle","Midwest","White"
814,2016,50,"Middle","Midwest","White"
816,2016,48,"Working","Midwest","Black"
820,2016,48,"Working","Midwest","Black"
821,2016,70,"Working","Midwest","Black"
824,2016,50,"Working","Midwest","Black"
825,2016,50,"Middle","Midwest","White"
827,2016,24,"Middle","Midwest","White"
828,2016,40,"Working","Midwest","Other"
829,2016,62,"Working","Midwest","Black"
830,2016,61,"Working","Midwest","White"
831,2016,40,"Working","Midwest","White"
832,2016,40,"Middle","Midwest","White"
834,2016,40,"Middle","Midwest","White"
835,2016,50,"Upper","Midwest","White"
836,2016,25,"Middle","Midwest","White"
838,2016,64,"Working","Midwest","White"
841,2016,40,"Middle","Midwest","White"
844,2016,20,"Working","Midwest","White"
846,2016,40,"Middle","Midwest","Black"
847,2016,40,"Lower","Midwest","Black"
848,2016,40,"Working","Midwest","Black"
849,2016,50,"Working","Midwest","White"
850,2016,32,"Working","Midwest","White"
852,2016,50,"Working","Midwest","White"
854,2016,15,"Lower","Midwest","White"
855,2016,40,"Working","Midwest","White"
858,2016,56,"Middle","Midwest","White"
859,2016,40,"Middle","West","Other"
860,2016,48,"Working","West","Black"
863,2016,60,"Middle","West","Other"
866,2016,35,"Middle","West","White"
867,2016,40,"Working","West","White"
868,2016,40,"Middle","West","White"
870,2016,45,"Middle","West","White"
875,2016,40,"Working","West","Hispanic"
880,2016,28,"Middle","West","Hispanic"
881,2016,40,"Middle","West","White"
882,2016,16,"Middle","West","White"
883,2016,40,"Middle","West","White"
884,2016,45,"Working","West","White"
885,2016,40,"Middle","West","Other"
887,2016,40,"Middle","West","White"
888,2016,55,"Upper","West","White"
889,2016,30,"Working","West","White"
890,2016,38,"Working","West","Hispanic"
891,2016,36,"Working","West","White"
899,2016,6,"Working","West","Hispanic"
900,2016,50,"Lower","West","White"
901,2016,60,"Working","West","White"
903,2016,65,"Working","West","Other"
904,2016,34,"Working","West","White"
908,2016,55,"Working","West","White"
909,2016,45,"Middle","West","White"
913,2016,33,"Middle","West","White"
914,2016,50,"Working","West","Hispanic"
916,2016,70,"Middle","West","Hispanic"
918,2016,32,"Working","West","Hispanic"
920,2016,40,"Working","West","White"
921,2016,45,"Working","West","White"
924,2016,80,"Middle","West","Black"
926,2016,89,"Working","West","White"
927,2016,40,"Middle","West","White"
928,2016,50,"Middle","West","White"
929,2016,55,"Middle","West","Hispanic"
930,2016,40,"Middle","West","White"
932,2016,30,"Working","West","Hispanic"
934,2016,50,"Working","West","Hispanic"
937,2016,48,"Working","West","Hispanic"
938,2016,45,"Middle","West","White"
939,2016,40,"Working","West","White"
940,2016,50,"Working","West","White"
941,2016,50,"Working","West","Black"
942,2016,40,"Lower","West","Hispanic"
944,2016,36,"Working","West","White"
945,2016,10,"Lower","West","Other"
948,2016,40,"Working","West","Other"
949,2016,40,"Working","West","Hispanic"
951,2016,37,"Lower","West","Other"
953,2016,70,"Middle","Midwest","White"
954,2016,60,"Working","Midwest","Black"
957,2016,22,"Working","Midwest","Black"
962,2016,40,"Working","Midwest","Black"
964,2016,7,"Working","Midwest","White"
966,2016,33,"Lower","Midwest","White"
967,2016,36,"Middle","Midwest","White"
968,2016,40,"Middle","Midwest","Other"
969,2016,52,"Middle","Midwest","White"
974,2016,40,"Working","Midwest","Other"
975,2016,8,"Working","Midwest","Hispanic"
976,2016,60,"Working","Midwest","White"
977,2016,12,"Working","Midwest","White"
978,2016,30,"Working","Midwest","White"
980,2016,40,"Middle","Midwest","White"
981,2016,32,"Working","West","White"
982,2016,40,"Working","West","Hispanic"
983,2016,45,"Middle","West","Hispanic"
985,2016,50,"Middle","West","White"
987,2016,40,"Working","West","Hispanic"
992,2016,40,"Working","West","Hispanic"
994,2016,40,"Middle","West","Hispanic"
997,2016,35,"Upper","West","White"
999,2016,40,"Working","West","Hispanic"
1001,2016,40,"Middle","West","Hispanic"
1003,2016,40,"Lower","West","White"
1004,2016,5,"Middle","West","White"
1005,2016,42,"Middle","West","White"
1007,2016,8,"Working","West","White"
1008,2016,60,"Middle","West","White"
1009,2016,50,"Working","West","White"
1012,2016,35,"Working","West","White"
1013,2016,57,"Working","West","Hispanic"
1016,2016,40,"Working","West","Hispanic"
1017,2016,70,"Middle","West","White"
1018,2016,40,"Working","West","Black"
1019,2016,42,"Lower","West","White"
1020,2016,55,"Middle","West","White"
1021,2016,72,"Middle","West","White"
1022,2016,36,"Working","West","Other"
1023,2016,40,"Lower","West","White"
1024,2016,37,"Middle","West","White"
1025,2016,45,"Middle","West","White"
1027,2016,40,"Lower","West","White"
1028,2016,46,"Working","West","White"
1029,2016,16,"Lower","West","White"
1030,2016,44,"Middle","West","White"
1031,2016,40,"Middle","West","White"
1033,2016,50,"Middle","West","White"
1034,2016,40,"Working","West","White"
1035,2016,40,"Middle","West","White"
1036,2016,60,"Working","West","White"
1037,2016,70,"Middle","West","White"
1038,2016,35,"Working","West","White"
1039,2016,30,"Middle","West","White"
1041,2016,83,"Middle","West","White"
1042,2016,50,"Working","West","White"
1044,2016,38,"Middle","Midwest","White"
1045,2016,43,"Middle","Midwest","White"
1046,2016,52,"Working","Midwest","White"
1047,2016,40,"Middle","Midwest","White"
1048,2016,50,"Middle","Midwest","White"
1050,2016,60,"Middle","Midwest","White"
1052,2016,30,"Middle","Midwest","White"
1056,2016,40,"Middle","Midwest","White"
1057,2016,40,"Middle","Midwest","White"
1059,2016,48,"Middle","Midwest","Black"
1060,2016,60,"Working","Midwest","Black"
1061,2016,50,"Working","Midwest","White"
1062,2016,32,"Working","Midwest","Black"
1065,2016,40,"Middle","Midwest","White"
1068,2016,32,"Working","Midwest","White"
1069,2016,45,"Working","Midwest","Black"
1070,2016,40,"Working","Midwest","White"
1071,2016,47,"Middle","Midwest","White"
1073,2016,45,"Middle","Midwest","White"
1074,2016,55,"Middle","Midwest","White"
1078,2016,40,"Upper","Midwest","Black"
1079,2016,40,"Working","Midwest","Black"
1080,2016,40,"Working","Midwest","Black"
1081,2016,40,"Middle","Midwest","White"
1082,2016,38,"Working","Midwest","White"
1086,2016,40,"Working","Midwest","White"
1087,2016,25,"Working","Midwest","White"
1088,2016,60,"Middle","Midwest","White"
1089,2016,70,"Lower","Midwest","White"
1091,2016,40,"Working","Midwest","White"
1092,2016,40,"Middle","Midwest","White"
1095,2016,40,"Working","Midwest","Black"
1096,2016,20,"Working","Midwest","White"
1097,2016,55,"Working","Midwest","White"
1098,2016,30,"Working","Midwest","White"
1100,2016,32,"Working","Midwest","White"
1104,2016,45,"Middle","Midwest","White"
1106,2016,55,"Middle","Midwest","White"
1107,2016,50,"Middle","Midwest","White"
1113,2016,8,"Middle","South","White"
1115,2016,40,"Middle","South","White"
1116,2016,5,"Working","South","White"
1122,2016,30,"Upper","South","White"
1123,2016,50,"Middle","South","White"
1126,2016,15,"Middle","South","Black"
1128,2016,36,"Working","South","Black"
1130,2016,60,"Middle","South","White"
1131,2016,84,"Middle","South","Black"
1132,2016,60,"Working","South","Hispanic"
1134,2016,58,"Working","South","Hispanic"
1135,2016,37,"Middle","South","Other"
1136,2016,40,"Working","South","White"
1137,2016,45,"Working","South","Other"
1138,2016,50,"Middle","South","White"
1139,2016,30,"Middle","South","White"
1142,2016,42,"Working","South","Hispanic"
1144,2016,6,"Working","South","White"
1145,2016,40,"Middle","South","Hispanic"
1146,2016,40,"Lower","South","Black"
1147,2016,60,"Working","South","Hispanic"
1148,2016,40,"Middle","South","Hispanic"
1150,2016,40,"Working","South","White"
1151,2016,46,"Working","South","Other"
1152,2016,40,"Working","South","White"
1154,2016,40,"Working","South","Black"
1156,2016,40,"Working","South","Hispanic"
1157,2016,68,"Working","South","Black"
1158,2016,38,"Working","South","Hispanic"
1159,2016,43,"Working","South","White"
1161,2016,50,"Working","South","Hispanic"
1162,2016,60,"Working","South","White"
1163,2016,70,"Working","South","Black"
1165,2016,50,"Middle","South","White"
1167,2016,40,"Working","South","Hispanic"
1168,2016,40,"Middle","South","White"
1170,2016,60,"Middle","South","White"
1171,2016,42,"Working","South","Hispanic"
1172,2016,45,"Middle","South","White"
1175,2016,37,"Working","South","White"
1178,2016,4,"Middle","West","White"
1187,2016,40,"Middle","West","White"
1189,2016,45,"Working","West","Hispanic"
1191,2016,40,"Working","West","Black"
1192,2016,1,"Middle","West","White"
1193,2016,40,"Working","West","Black"
1194,2016,60,"Working","West","Hispanic"
1195,2016,63,"Working","West","White"
1196,2016,50,"Middle","West","White"
1197,2016,40,"Middle","West","White"
1198,2016,28,"Working","West","Hispanic"
1200,2016,40,"Working","West","White"
1201,2016,16,"Middle","West","Other"
1203,2016,45,"Working","West","White"
1205,2016,40,"Working","Middle Atlantic","Black"
1207,2016,10,"Middle","Middle Atlantic","White"
1209,2016,53,"Middle","Middle Atlantic","White"
1211,2016,60,"Working","Middle Atlantic","White"
1212,2016,60,"Middle","Middle Atlantic","Black"
1214,2016,42,"Working","Middle Atlantic","Black"
1216,2016,46,"Working","Middle Atlantic","White"
1219,2016,55,"Middle","Middle Atlantic","White"
1220,2016,40,"Working","Middle Atlantic","White"
1221,2016,20,"Working","Middle Atlantic","Other"
1222,2016,42,"Working","Middle Atlantic","White"
1224,2016,41,"Working","Middle Atlantic","White"
1225,2016,35,"Middle","Middle Atlantic","White"
1226,2016,30,"Working","Middle Atlantic","White"
1227,2016,40,"Lower","Middle Atlantic","White"
1230,2016,50,"Middle","Middle Atlantic","White"
1231,2016,40,"Middle","Middle Atlantic","White"
